bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,ca_time,ym_time,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,YM Humidity,YM Temperature,CA_cav_dia,CA_void_cav,CA_cav_depth,Ca_void_mem,CA_overlap_min,CA_overlap_max,YM_void_mem,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac hoj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/M],t on 10/5 mM glu/lac [s],Lav O2 - Hoj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
,27223,R29042,932-029,23-03-2021 09:28,24-03-2021 00:32,Glu,1,9,511,2.394,28.76,27.72,5.157,27.26,27.09,1165.86,25.125,58.71,29.424,120.741,194.235,32.421,Approved,22.23,2.07,10.1,40.76,39.54,753,4.9,-1.22,21,10.52,-0.18,-0.04
,27467,R29176,932-029,30-03-2021 20:24,31-03-2021 14:36,Glu,2,10,1906,2.523,32.93,25.48,5.137,27.73,26.88,1158.31,22.045,66.503,32.357,126.131,194.452,30.268,Approved,22.72,2.11,10.4,38.98,37.05,1132,6.0,-1.93,20,9.23,-0.1,0.02
,27923,R29416,932-029,18-04-2021 14:26,19-04-2021 14:10,Glu,3,7,1099,2.502,31.67,25.29,5.892,26.11,25.59,1168.21,20.704,58.458,30.276,110.364,183.941,29.132,Approved,22.47,2.07,11.9,40.78,40.68,470,5.7,-0.1,21,8.18,0.0,0.05
,27517,R29206,932-029,05-04-2021 23:02,07-04-2021 05:42,Glu,8,10,2224,2.491,28.4,27.19,5.92,28.12,26.61,1173.29,24.648,54.694,29.237,141.739,178.486,31.51,Approved,22.33,2.08,9.9,40.07,38.49,432,6.1,-1.58,21,11.96,-0.07,0.0
,27755,R29320,932-029,12-04-2021 21:26,14-04-2021 09:22,Glu,3,3,3544,2.19,31.19,27.67,5.954,27.36,26.59,1189.31,22.006,60.002,30.281,26.376,211.005,30.516,Approved,22.38,1.97,10.2,41.12,40.81,413,4.9,-0.31,21,13.41,-0.29,-0.03
,28091,R29527,932-029,21-04-2021 12:56,23-04-2021 10:32,Glu,2,2,768,2.411,33.52,26.05,5.783,28.25,26.65,1161.13,25.383,59.268,31.805,116.095,205.804,36.616,Approved,21.9,2.06,9.6,40.46,36.95,887,6.3,-3.51,21,8.67,-0.09,-0.04
,28339,R29684,932-029,01-05-2021 08:38,04-05-2021 07:06,Glu,8,6,3112,2.427,29.76,26.06,6.502,29.98,25.29,1156.44,25.165,61.058,31.946,116.095,211.081,35.009,Approved,25.0,2.01,11.0,40.42,39.31,421,5.8,-1.11,21,11.65,-0.23,0.02
,27306,R29089,932-029,28-03-2021 14:22,29-03-2021 20:18,Glu,1,2,884,2.487,31.61,25.5,6.085,28.42,26.24,1183.37,20.077,56.911,28.734,121.328,211.005,27.026,Approved,25.03,2.08,10.4,41.15,40.93,311,6.0,-0.22,32,8.63,-0.03,0.03
,28404,R29715,932-029,03-05-2021 22:36,04-05-2021 21:12,Glu,2,8,1030,2.327,30.08,27.04,6.121,26.99,27.07,1180.79,22.851,58.38,26.997,110.241,167.987,30.561,Approved,24.98,2.01,9.6,39.82,39.36,661,5.4,-0.46,21,6.79,-0.22,-0.03
,27879,R29391,932-029,15-04-2021 17:00,16-04-2021 11:18,Glu,3,7,1240,2.313,30.91,27.42,6.213,29.61,25.89,1161.84,25.956,58.83,30.824,136.489,188.985,32.321,Approved,22.48,2.04,10.2,41.37,40.68,461,4.9,-0.69,20,7.58,-0.05,0.0
,28014,R29470,932-029,20-04-2021 20:50,22-04-2021 15:48,Glu,8,5,978,2.62,32.61,26.88,5.988,29.24,25.8,1179.5,20.849,56.597,30.98,110.364,183.941,29.325,Approved,22.27,2.02,9.5,40.49,40.23,656,6.4,-0.26,21,7.58,-0.42,-0.13
,28118,R29554,932-029,23-04-2021 17:20,26-04-2021 16:16,Glu,8,11,2573,2.551,31.53,25.34,5.805,28.5,26.4,1172.54,24.662,56.024,31.3,126.649,163.588,31.837,Approved,22.85,1.91,11.0,41.33,40.78,433,5.3,-0.55,21,7.65,-0.27,-0.07
,27704,R29287,932-029,11-04-2021 08:50,12-04-2021 12:26,Glu,1,1,1577,2.273,27.7,27.02,6.405,29.21,25.75,1207.9,22.453,61.424,31.234,100.227,211.005,30.569,Approved,19.37,2.12,10.4,39.81,39.09,814,6.0,-0.72,21,8.05,-0.14,0.08
,28112,R29548,932-029,22-04-2021 12:20,26-04-2021 17:58,Glu,3,10,3231,2.506,33.26,27.44,5.575,29.06,26.52,1178.14,24.867,64.846,28.557,125.99,199.484,31.53,Approved,22.75,2.08,9.2,37.65,36.01,743,6.1,-1.64,21,10.66,-0.48,-0.13
,28030,R29486,932-029,21-04-2021 23:36,22-04-2021 17:08,Glu,1,2,1110,2.628,29.58,27.02,6.263,28.52,26.22,1169.01,24.766,57.785,31.133,110.818,174.142,34.016,Approved,22.85,1.88,10.2,40.65,40.44,440,5.0,-0.21,21,7.75,-0.43,-0.06
,28330,R29675,932-029,02-05-2021 14:54,04-05-2021 14:40,Glu,2,14,2416,2.531,31.92,25.87,5.842,28.3,26.45,1160.59,21.63,58.552,31.673,84.087,178.685,30.266,Approved,21.68,2.03,10.9,40.16,39.64,639,5.2,-0.52,21,7.58,-0.04,0.01
,27361,R29122,932-029,28-03-2021 08:04,29-03-2021 23:18,Glu,2,10,1180,2.517,28.22,26.98,5.816,27.63,26.54,1170.07,22.912,61.297,29.606,126.649,205.804,31.374,Approved,25.08,2.07,9.2,40.61,39.99,498,5.3,-0.62,21,7.56,-0.03,0.02
,27680,R29263,932-029,12-04-2021 09:36,12-04-2021 23:30,Glu,1,6,623,2.617,28.96,27.35,6.481,28.13,26.51,1172.63,25.268,58.288,30.203,136.489,183.736,32.033,Approved,25.58,2.09,10.2,41.22,40.34,416,6.3,-0.88,21,7.94,-0.58,0.02
,27458,R29167,932-029,30-03-2021 18:58,06-04-2021 18:20,Glu,1,3,1171,2.478,32.2,26.82,6.288,28.05,26.31,1172.47,23.856,63.104,28.054,125.99,204.734,29.723,Approved,22.35,2.06,11.3,40.87,40.32,470,6.9,-0.55,32,3.75,-0.12,0.02
,27734,R29299,932-029,12-04-2021 15:12,13-04-2021 11:50,Glu,8,10,3049,2.056,31.97,26.52,5.656,28.69,26.19,1173.67,24.452,60.008,30.092,110.818,189.973,33.31,Approved,21.8,2.09,10.2,40.18,39.05,736,5.7,-1.13,21,9.8,-0.04,0.08
,27301,R29084,932-029,25-03-2021 00:48,25-03-2021 18:40,Glu,3,1,1161,2.634,30.54,27.11,5.504,28.17,26.4,1185.81,19.451,56.004,28.707,120.875,173.43,27.6,Approved,22.37,2.12,9.2,39.14,35.57,484,7.6,-3.57,32,12.3,-0.16,-0.01
,27405,R29133,932-029,30-03-2021 07:38,31-03-2021 00:44,Glu,3,1,1839,2.629,30.76,27.3,5.865,27.53,26.54,1175.52,20.718,64.538,29.724,141.897,210.218,28.172,Approved,22.92,1.89,11.4,41.19,40.78,351,5.5,-0.41,31,8.96,-0.32,-0.06
,27760,R29325,932-029,13-04-2021 09:36,15-04-2021 14:10,Glu,3,4,1562,2.244,35.99,24.95,5.614,27.21,26.95,1171.85,23.861,58.879,28.035,131.24,199.484,31.139,Approved,22.47,1.98,9.8,41.13,40.41,579,6.1,-0.72,21,8.39,-0.24,0.0
,28095,R29531,932-029,22-04-2021 06:52,23-04-2021 12:00,Glu,2,9,1087,2.461,32.51,27.12,6.017,28.05,26.65,1180.81,25.681,58.869,29.588,115.491,173.236,32.616,Approved,22.13,1.98,10.1,41.47,40.68,667,5.5,-0.79,21,6.76,-0.65,-0.19
,27075,R28975,932-029,21-03-2021 14:02,22-03-2021 16:30,Glu,1,2,1035,2.178,26.85,28.52,6.319,28.84,26.22,1174.39,22.062,72.982,30.087,105.503,211.005,28.808,Approved,22.35,2.1,9.8,41.32,39.45,570,6.4,-1.87,21,12.35,-0.41,-0.11
,27357,R29118,932-029,28-03-2021 07:38,30-03-2021 15:32,Glu,2,4,2029,2.374,28.27,26.84,5.98,28.05,26.73,1171.59,23.813,61.385,28.094,120.741,204.734,29.321,Approved,26.25,2.05,12.5,40.22,39.95,305,6.0,-0.27,32,7.36,-0.06,0.02
,28399,R29710,932-029,03-05-2021 08:22,04-05-2021 13:22,Glu,3,1,1287,2.561,29.33,27.35,6.748,28.23,26.31,1180.2,23.898,62.639,30.028,104.992,173.236,30.721,Approved,21.67,2.01,11.4,39.92,39.52,372,6.4,-0.4,32,7.42,-0.04,0.01
,27881,R29393,932-029,15-04-2021 04:04,16-04-2021 03:18,Glu,2,10,1311,2.303,31.7,27.69,6.042,27.98,26.59,1159.69,21.194,62.122,30.996,110.364,189.196,30.068,Approved,22.37,1.92,10.4,41.22,40.53,344,6.1,-0.69,32,8.71,-0.27,-0.03
,27897,R29409,932-029,20-04-2021 13:00,21-04-2021 22:58,Glu,1,10,1476,2.157,33.62,25.71,5.828,30.39,25.02,1180.33,21.802,58.98,29.201,110.778,211.005,28.743,Approved,21.8,2.12,9.8,39.19,37.35,610,6.8,-1.84,21,9.17,-0.26,-0.01
,28131,R29567,932-029,25-04-2021 09:42,26-04-2021 22:14,Glu,1,1,2503,2.417,28.82,26.98,6.15,27.86,26.52,1172.85,22.649,59.473,31.217,110.778,211.005,29.964,Approved,22.92,2.06,10.9,40.03,38.94,289,6.0,-1.09,32,8.95,-0.14,-0.01
,28011,R29467,932-029,21-04-2021 04:14,21-04-2021 19:46,Glu,3,10,1909,2.277,33.7,25.23,6.026,30.5,25.09,1174.84,23.729,58.025,27.381,115.491,209.984,29.976,Approved,21.77,1.92,10.3,40.71,39.98,522,5.4,-0.73,21,8.7,-0.16,-0.06
,27821,R29368,932-029,14-04-2021 03:56,14-04-2021 20:14,Glu,2,15,1828,2.297,33.77,26.24,5.971,28.07,26.77,1165.06,21.208,60.638,31.353,105.109,189.196,30.17,Approved,22.55,2.04,10.2,40.97,40.09,608,5.9,-0.88,21,6.81,-0.06,0.0
,28088,R29524,932-029,21-04-2021 11:54,22-04-2021 14:06,Glu,1,16,1136,2.229,33.11,27.26,6.216,27.7,26.58,1174.72,24.936,57.488,28.981,110.241,209.984,31.988,Approved,19.18,2.02,10.6,41.1,40.25,510,4.7,-0.85,21,6.02,-0.05,0.02
,28218,R29617,932-029,27-04-2021 15:24,28-04-2021 10:26,Glu,8,16,2336,2.682,32.2,26.47,5.903,29.39,25.96,1163.28,26.378,63.098,33.323,100.264,179.419,36.205,Approved,18.97,2.01,10.5,41.11,40.03,390,5.5,-1.08,32,8.05,-0.13,-0.06
,28098,R29534,932-029,26-04-2021 09:34,27-04-2021 10:20,Glu,3,7,2091,2.517,30.64,26.72,5.911,28.02,26.72,1167.46,25.335,59.701,31.78,121.372,195.25,34.591,Approved,24.73,2.03,10.0,40.98,41.03,690,4.7,0.05,21,7.07,-0.11,0.01
,27816,R29363,932-029,15-04-2021 04:58,15-04-2021 19:46,Glu,1,15,1595,2.64,35.01,25.27,5.971,27.75,26.68,1165.3,23.841,59.201,30.188,110.818,189.973,35.006,Approved,22.48,2.07,11.0,41.01,40.14,803,6.3,-0.87,20,7.12,-0.05,0.02
,28327,R29672,932-029,01-05-2021 08:46,04-05-2021 09:38,Glu,3,7,2449,2.222,28.81,26.84,6.644,27.78,26.68,1186.43,22.563,56.942,30.77,126.603,211.005,29.652,Approved,22.67,1.98,12.0,39.45,39.29,492,6.3,-0.16,21,10.71,-0.07,0.01
,27222,R29041,932-029,24-03-2021 23:26,25-03-2021 15:02,Glu,2,10,1560,2.477,31.04,26.73,5.809,27.44,26.88,1171.63,18.646,56.641,27.023,120.875,199.707,27.036,Approved,22.75,1.92,11.1,40.27,39.85,417,6.6,-0.42,21,9.93,-0.06,0.01
,27266,R29067,932-029,24-03-2021 11:26,26-03-2021 07:32,Glu,1,1,2289,2.39,31.7,26.42,5.761,27.19,27.0,1173.0,21.139,59.721,31.319,126.131,189.196,30.016,Approved,22.23,2.06,11.2,41.45,40.52,852,5.6,-0.93,21,7.82,-0.13,0.01
,27595,R29229,932-029,06-04-2021 15:46,07-04-2021 16:14,Glu,8,13,2462,2.576,32.05,26.59,5.937,27.71,26.61,1159.98,20.68,63.329,30.043,115.62,178.685,28.96,Approved,22.42,1.92,10.4,40.39,39.53,285,7.8,-0.86,40,12.72,-0.11,-0.01
,27738,R29303,932-029,12-04-2021 13:02,13-04-2021 04:34,Glu,2,11,2132,2.291,30.79,26.88,5.834,27.93,26.43,1176.43,24.57,62.893,30.392,110.818,200.527,34.048,Approved,19.28,1.97,11.3,40.51,39.93,363,5.7,-0.58,31,9.88,-0.13,0.03
,27985,R29460,932-029,20-04-2021 10:04,22-04-2021 08:10,Glu,2,8,1855,2.405,30.44,27.11,5.726,27.7,26.52,1166.42,21.053,58.516,30.281,99.853,162.919,29.376,Approved,19.25,2.07,10.6,41.99,41.21,506,4.6,-0.78,21,8.01,-0.01,0.06
,28183,R29583,932-029,25-04-2021 07:06,27-04-2021 01:40,Glu,2,13,1631,2.363,27.49,27.35,5.931,28.1,26.47,1178.98,25.145,60.294,29.155,125.99,194.235,30.568,Approved,22.75,2.01,10.3,41.0,39.55,364,5.9,-1.45,31,8.18,-0.36,-0.11
,27404,R29132,932-029,30-03-2021 11:38,31-03-2021 17:26,Glu,3,8,1967,2.457,32.15,27.07,5.684,27.76,26.38,1174.02,22.702,58.692,28.656,121.372,179.419,30.26,Approved,22.67,2.05,11.3,40.77,40.59,261,5.5,-0.18,32,9.45,-0.41,-0.14
,27734,R29299,932-029,12-04-2021 14:54,13-04-2021 11:22,Glu,2,11,3037,2.132,32.14,26.52,5.764,27.34,26.45,1167.24,23.302,58.32,29.309,110.818,211.081,32.136,Approved,21.78,2.11,10.3,39.15,37.04,326,8.1,-2.11,31,12.19,-0.06,0.04
,27023,R28947,932-029,18-03-2021 07:30,19-03-2021 02:42,Glu,2,8,857,2.463,31.87,26.45,6.122,27.11,27.23,1164.41,22.439,60.615,28.29,110.818,179.419,30.282,Approved,22.4,2.01,10.8,41.31,40.6,301,5.3,-0.71,31,8.33,-0.14,-0.03
,27505,R29194,932-029,01-04-2021 04:34,06-04-2021 04:32,Glu,1,14,6577,2.588,32.78,25.62,6.027,28.32,26.56,1166.9,23.18,59.78,29.728,116.095,195.25,31.502,Approved,26.37,2.08,11.0,40.77,40.02,309,5.3,-0.75,31,10.1,-0.07,0.02
,27984,R29459,932-029,20-04-2021 07:14,20-04-2021 21:16,Glu,1,11,2172,2.382,31.33,26.13,6.118,27.65,26.84,1170.35,24.179,58.802,28.051,131.24,194.235,31.641,Approved,21.72,2.05,10.4,40.63,40.68,566,5.0,0.05,20,12.17,-0.32,0.04
,27598,R29232,932-029,06-04-2021 19:26,07-04-2021 16:58,Glu,1,2,2439,2.599,33.33,26.72,5.836,27.51,26.68,1155.04,23.174,62.873,30.087,137.203,205.804,33.231,Approved,18.08,2.08,10.3,39.39,38.37,495,6.7,-1.02,21,10.5,-0.02,0.02
,27216,R29035,932-029,24-03-2021 20:50,25-03-2021 17:06,Glu,1,4,1548,2.196,31.97,25.62,5.915,28.18,26.58,1157.84,20.819,61.626,28.846,126.603,211.005,28.236,Approved,23.43,1.97,11.4,41.21,40.6,368,6.2,-0.61,32,9.8,-0.11,0.02
,27713,R29296,932-029,11-04-2021 12:26,12-04-2021 20:10,Glu,1,7,637,2.406,31.16,25.6,5.63,29.06,26.12,1172.9,20.627,54.476,29.382,120.875,183.941,28.662,Approved,25.55,2.1,10.1,41.15,40.44,766,6.2,-0.71,21,10.03,-0.24,0.06
,28135,R29571,932-029,26-04-2021 19:16,28-04-2021 00:44,Glu,2,13,1645,2.261,33.04,27.09,6.495,27.41,26.81,1168.17,23.119,61.861,33.063,99.853,194.452,31.595,Approved,22.08,2.01,10.4,40.05,39.79,482,6.1,-0.26,32,6.01,-0.22,-0.07
,27157,R28994,932-029,21-03-2021 15:04,22-03-2021 23:24,Glu,3,15,1438,2.594,28.99,26.52,7.018,28.17,26.38,1161.3,25.457,59.946,29.704,73.494,209.984,32.423,Approved,25.37,2.06,11.0,41.26,39.82,281,8.4,-1.44,44,9.25,-0.07,0.01
,27066,R28966,932-029,21-03-2021 14:40,22-03-2021 21:52,Glu,3,2,972,2.496,26.32,28.73,6.618,27.24,26.73,1155.73,20.103,63.697,28.886,105.109,204.962,30.518,Approved,25.37,2.07,10.1,40.87,39.35,512,6.1,-1.52,20,9.83,-0.1,0.01
,27174,R29011,932-029,22-03-2021 07:46,23-03-2021 22:24,Glu,2,13,1150,2.507,28.42,26.68,5.951,26.99,27.16,1153.13,26.775,64.98,33.951,121.372,211.081,35.187,Approved,22.15,2.09,11.6,41.55,40.96,239,6.0,-0.59,44,8.36,-0.17,-0.04
,27507,R29196,932-029,06-04-2021 08:38,08-04-2021 00:24,Glu,8,11,986,2.514,31.72,26.68,6.037,26.91,26.98,1165.71,22.478,59.057,32.604,99.853,173.43,31.863,Approved,21.28,2.07,10.2,40.8,40.38,719,5.9,-0.42,21,7.36,-0.06,0.04
,27694,R29277,932-029,08-04-2021 04:24,08-04-2021 18:20,Glu,3,4,1425,2.192,32.27,26.05,5.359,28.62,26.21,1170.04,24.577,59.92,31.16,137.203,184.696,32.647,Approved,22.57,2.04,9.8,40.64,40.34,586,4.9,-0.3,21,9.65,0.0,0.05
,27878,R29390,932-029,15-04-2021 03:16,16-04-2021 04:38,Glu,1,14,2025,2.529,32.27,27.51,6.437,30.27,25.18,1145.71,23.81,61.618,33.388,126.603,211.005,30.896,Approved,22.5,2.02,10.3,41.14,40.28,585,5.6,-0.86,20,7.98,-0.05,0.0
,27311,R29094,932-029,25-03-2021 01:16,29-03-2021 21:12,Glu,3,8,1193,2.488,30.98,26.61,5.635,28.13,26.08,1164.22,23.471,60.919,29.7,116.095,200.527,30.909,Approved,19.7,2.04,11.0,41.17,40.83,413,5.6,-0.34,21,11.36,-0.33,-0.08
,27818,R29365,932-029,13-04-2021 23:14,15-04-2021 12:18,Glu,2,4,1522,2.4,34.04,26.96,5.974,27.8,26.88,1160.68,21.049,60.074,30.131,99.853,204.962,29.829,Approved,22.53,2.03,10.2,40.41,40.13,446,4.6,-0.28,21,7.28,-0.08,-0.03
,27207,R29026,932-029,24-03-2021 12:10,25-03-2021 22:26,Glu,1,9,1384,2.649,31.63,26.45,5.442,28.59,26.21,1166.63,21.557,60.464,25.857,110.241,199.484,28.069,Approved,21.35,2.13,9.8,39.73,37.33,940,6.7,-2.4,21,11.55,-0.09,0.01
,28127,R29563,932-029,22-04-2021 14:28,23-04-2021 08:56,Glu,1,1,1001,2.212,33.83,26.35,6.387,27.93,26.81,1205.23,22.67,54.297,27.119,120.741,173.236,30.236,Approved,22.9,2.0,10.1,40.88,40.47,735,4.8,-0.41,21,5.28,-0.32,-0.03
,27348,R29109,932-029,26-03-2021 16:46,29-03-2021 11:08,Glu,3,7,2903,2.29,28.55,27.04,6.189,27.61,26.4,1178.48,21.456,57.347,31.283,126.131,183.941,29.283,Approved,22.23,2.02,10.9,40.17,39.83,365,5.0,-0.34,21,9.64,-0.12,0.0
,28206,R29606,932-029,26-04-2021 18:52,28-04-2021 04:06,Glu,2,6,3341,2.616,32.15,27.05,6.111,26.79,27.25,1165.65,23.949,57.499,30.387,142.48,195.25,33.249,Approved,18.77,1.98,10.5,40.29,39.38,354,6.0,-0.91,31,7.13,-0.2,-0.06
,28333,R29678,932-029,03-05-2021 11:04,04-05-2021 16:36,Glu,2,5,1896,2.308,34.02,25.29,5.698,29.98,25.29,1162.46,24.933,60.501,31.949,121.372,205.804,34.425,Approved,22.63,2.04,10.0,40.52,40.13,577,4.0,-0.39,21,6.62,-0.05,0.05
,27697,R29280,932-029,11-04-2021 08:32,12-04-2021 17:46,Glu,3,1,1356,2.476,28.37,26.81,6.17,28.64,25.83,1180.33,24.521,62.196,28.245,110.241,167.987,31.123,Approved,22.17,2.11,10.4,40.58,38.98,1064,6.4,-1.6,21,9.06,-0.03,0.01
,27824,R29371,932-029,14-04-2021 05:48,15-04-2021 11:28,Glu,8,16,2121,2.148,34.56,25.41,6.176,27.71,26.68,1189.98,22.088,58.605,29.957,105.503,211.005,28.795,Approved,22.45,2.07,11.3,39.77,38.69,518,7.9,-1.08,20,9.32,-0.09,0.0
,27364,R29125,932-029,29-03-2021 21:36,30-03-2021 23:14,Glu,8,2,2144,2.548,34.37,25.2,5.907,27.53,26.61,1171.76,22.56,59.936,26.097,99.742,173.236,27.787,Approved,22.67,2.09,11.4,41.49,40.97,265,7.4,-0.52,40,9.4,-0.42,-0.13
,27825,R29372,932-029,13-04-2021 22:26,14-04-2021 23:20,Glu,2,9,1787,2.631,33.21,26.77,5.642,30.62,24.95,1195.33,23.226,56.793,26.904,94.493,157.488,28.456,Approved,22.43,2.0,10.9,41.19,40.57,640,5.4,-0.62,21,11.11,-0.06,0.0
,27256,R29057,932-029,29-03-2021 10:40,30-03-2021 08:30,Glu,8,13,1692,2.447,29.92,27.05,5.671,28.62,26.1,1164.33,20.816,61.48,30.184,99.853,194.452,28.348,Approved,25.23,2.06,9.7,40.82,40.59,335,5.8,-0.23,21,9.2,0.05,0.06
,28220,R29619,932-029,27-04-2021 15:48,28-04-2021 07:12,Glu,8,3,2405,2.657,32.12,26.66,5.959,28.49,26.15,1179.55,26.391,61.944,30.061,36.747,162.737,32.53,Approved,18.85,2.04,10.0,40.81,39.12,645,5.4,-1.69,22,10.13,-0.09,-0.01
,27177,R29014,932-029,24-03-2021 13:08,25-03-2021 04:30,Glu,8,6,1322,2.612,31.56,26.51,6.025,28.3,26.45,1193.15,21.387,54.791,25.637,115.491,183.736,26.674,Approved,21.97,1.88,8.9,41.43,40.77,222,7.1,-0.66,40,9.46,-0.34,-0.13
,28327,R29672,932-029,01-05-2021 08:40,04-05-2021 09:34,Glu,1,1,2483,2.698,29.46,26.38,6.27,27.54,26.77,1206.02,21.917,56.126,31.047,131.878,211.005,28.499,Approved,22.83,2.0,10.4,39.97,39.5,804,4.7,-0.47,21,10.55,-0.04,0.02
,28434,R29727,932-029,03-05-2021 23:28,05-05-2021 08:36,Glu,2,16,1675,2.58,30.2,27.55,5.953,27.53,27.04,1176.72,22.88,59.041,28.795,126.649,174.142,34.598,Approved,21.68,2.02,10.4,40.06,39.43,718,5.0,-0.63,22,6.95,-0.02,0.03
,27209,R29028,932-029,24-03-2021 04:10,25-03-2021 06:40,Glu,7,8,1716,2.424,34.07,24.9,5.766,29.01,25.94,1161.42,19.842,62.477,28.375,131.386,189.196,27.937,Approved,22.35,2.12,10.9,39.95,38.17,206,7.6,-1.78,92,9.97,-0.16,-0.01
,27466,R29175,932-029,31-03-2021 14:52,01-04-2021 11:20,Glu,8,1,1130,2.559,30.24,26.7,5.717,27.96,26.54,1182.38,24.355,63.48,28.929,94.493,209.984,28.829,Approved,22.68,2.04,10.8,40.96,39.69,425,6.6,-1.27,21,11.29,-0.52,-0.22
,27689,R29272,932-029,11-04-2021 14:52,12-04-2021 22:18,Glu,1,15,1706,2.526,32.41,25.25,6.319,28.64,25.57,1175.57,22.032,59.614,31.108,131.386,173.43,29.849,Approved,19.27,1.95,11.5,39.7,38.11,308,8.2,-1.59,40,10.39,-0.18,0.0
,27696,R29279,932-029,08-04-2021 11:24,09-04-2021 12:50,Glu,4,11,884,1.835,30.74,26.63,5.638,29.51,25.73,1181.01,23.129,60.815,30.603,94.952,211.005,28.671,Approved,22.22,2.05,11.5,40.6,40.02,568,6.7,-0.58,21,4.77,-0.09,0.02
,27818,R29365,932-029,13-04-2021 23:12,15-04-2021 12:14,Glu,1,5,1521,2.465,34.04,26.93,6.22,27.11,26.96,1160.54,21.408,61.314,31.01,110.364,199.707,30.156,Approved,22.47,2.06,10.5,41.39,39.93,422,6.6,-1.46,32,8.29,-0.1,0.0
,27942,R29435,932-029,20-04-2021 19:46,21-04-2021 13:40,Glu,1,9,2046,2.536,34.64,26.35,5.917,27.88,26.28,1168.8,24.249,62.198,30.193,116.095,205.804,33.072,Approved,22.15,2.02,10.8,40.18,39.21,510,6.2,-0.97,21,9.07,-0.06,-0.02
,27964,R29439,932-029,19-04-2021 16:30,20-04-2021 16:42,Glu,2,12,2223,2.413,35.16,25.0,6.46,28.82,26.06,1152.5,23.311,62.873,29.893,126.649,211.081,33.086,Approved,22.1,1.92,11.7,40.15,39.84,377,6.7,-0.31,35,7.97,-0.1,-0.03
,28115,R29551,932-029,22-04-2021 02:46,22-04-2021 22:28,Glu,1,5,901,2.55,31.09,26.82,6.106,30.4,25.04,1181.8,21.437,55.445,31.594,126.131,173.43,30.14,Approved,18.9,2.0,11.1,40.9,40.03,401,4.8,-0.87,32,8.25,-0.12,-0.01
,28289,R29652,932-029,29-04-2021 00:56,29-04-2021 16:20,Glu,8,9,1283,2.223,33.97,25.55,5.327,28.62,26.21,1169.26,25.382,62.965,28.944,99.742,209.984,31.845,Approved,22.17,2.09,9.7,39.86,38.43,720,5.5,-1.43,21,9.6,-0.2,0.02
,28280,R29643,932-029,28-04-2021 07:38,29-04-2021 04:22,Glu,8,6,1665,2.415,30.74,26.73,6.059,28.76,26.21,1180.66,24.955,55.984,29.034,115.491,183.736,31.804,Approved,22.43,2.04,9.7,40.23,39.54,427,6.2,-0.69,32,7.37,-0.33,-0.05
,27976,R29451,932-029,19-04-2021 15:10,20-04-2021 05:18,Glu,2,2,1745,2.308,31.56,27.18,6.373,27.78,26.77,1189.45,21.398,53.233,29.16,110.778,211.005,29.064,Approved,21.87,2.07,10.9,40.54,40.26,627,6.3,-0.28,21,9.32,-0.23,-0.04
,27514,R29203,932-029,06-04-2021 03:24,07-04-2021 23:14,Glu,1,9,2615,2.577,30.52,27.67,5.622,26.06,26.61,1164.61,24.504,58.745,28.928,115.491,167.987,30.593,Approved,22.37,1.98,10.7,40.82,40.15,474,5.9,-0.67,21,10.29,-0.1,-0.01
,27768,R29333,932-029,13-04-2021 20:02,15-04-2021 12:52,Glu,1,3,1563,2.379,33.25,26.42,6.159,27.53,26.89,1173.66,24.896,63.628,28.645,115.491,178.486,31.035,Approved,22.6,2.06,10.3,40.92,40.35,460,6.3,-0.57,32,7.81,-0.08,0.0
,27986,R29461,932-029,20-04-2021 10:42,21-04-2021 07:30,Glu,1,3,1334,2.476,31.03,27.25,6.232,28.39,26.59,1175.06,22.681,58.284,30.553,36.926,211.005,30.036,Approved,21.77,2.03,10.4,41.01,40.86,515,5.5,-0.15,21,8.95,-0.26,-0.09
,27224,R29043,932-029,29-03-2021 12:22,30-03-2021 18:32,Glu,8,13,2903,2.354,32.64,25.75,5.977,29.13,25.6,1164.48,21.937,57.962,27.783,116.095,174.142,29.669,Approved,22.55,1.93,10.6,39.39,36.76,316,8.5,-2.63,31,11.69,-0.2,-0.12
,27709,R29292,932-029,08-04-2021 14:10,09-04-2021 10:12,Glu,2,1,1487,2.557,32.22,25.92,6.332,27.71,26.72,1187.03,24.256,58.913,28.018,120.741,167.987,29.946,Approved,22.22,2.07,12.1,40.56,39.4,506,7.1,-1.16,32,2.05,-0.07,0.01
,28459,R29752,932-029,03-05-2021 13:14,05-05-2021 13:06,Glu,2,8,2581,2.139,33.55,25.32,6.159,29.5,25.99,1180.06,20.972,55.196,31.383,126.131,204.962,30.932,Approved,25.02,2.03,9.5,40.11,38.78,602,5.0,-1.33,21,5.6,-0.44,-0.02
,27833,R29380,932-029,15-04-2021 05:30,16-04-2021 10:42,Glu,3,14,1374,2.538,35.57,24.79,6.468,29.39,26.51,1154.32,22.628,61.661,34.121,120.875,183.941,30.879,Approved,22.48,1.98,10.6,40.87,40.45,474,7.6,-0.42,21,7.87,-0.23,-0.03
