bcr_dir,RunNumberPartNumberID,RunNumber,PartNumber,Timestamp,Sensor,BoardNumber,ArrayNumber,time_betw_scan_min,CA,CA Humidity,CA Temperature,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac h�j O2,Sensitivity [pA/�M],t on 10/5 mM glu/lac [s],Lav O2 - H�j O2
,20089,R27012,932-029,29-10-2020 07:26,Glu,4,12,1031,2.601,30.4,25.94,6.365,Failed,0.5,0.05,1.6,3.1,112,10.8,2.7
,20089,R27012,932-029,29-10-2020 07:22,Glu,3,9,1037,2.52,30.49,26.06,6.269,Failed,0.52,0.05,0.8,0.35,308,8.7,2.09
,20091,R27014,932-029,29-10-2020 01:26,Glu,8,12,1434,2.48,28.7,26.81,7.124,Failed,0.55,0.22,0.8,0.63,220,9.3,0.73
,19787,R26963,932-029,28-10-2020 13:28,Glu,3,11,2898,2.618,29.55,26.54,6.525,Failed,4.33,0.3,1.3,3.02,106,6.1,1.67
,19894,R26976,932-029,28-10-2020 12:50,Glu,8,1,76,2.569,30.52,26.89,6.822,Failed,1.68,0.18,0.2,1.23,93,5.8,3.14
,19783,R26959,932-029,28-10-2020 09:20,Glu,3,11,4146,2.627,28.7,27.19,5.542,Failed,2.47,0.23,0.2,4.45,427,0.9,0.17
,19903,R26985,932-029,28-10-2020 09:08,Glu,8,6,1613,2.603,29.14,27.07,7.365,Failed,1.63,0.04,0.1,2.09,202,10.1,2.39
,19897,R26979,932-029,28-10-2020 07:34,Glu,3,4,1589,2.581,29.53,26.86,6.421,Failed,4.47,0.12,0.2,1.89,116,2.7,2.13
,19786,R26962,932-029,28-10-2020 05:50,Glu,2,5,1167,2.671,31.7,25.62,6.211,Failed,1.9,0.08,0.7,6.29,127,3.6,2.68
,19788,R26964,932-029,28-10-2020 04:54,Glu,3,6,2879,2.418,29.02,26.82,7.397,Failed,4.43,0.3,2.7,3.93,212,10.4,1.58
,19788,R26964,932-029,28-10-2020 04:52,Glu,2,4,2873,2.276,29.14,26.81,6.828,Failed,4.42,0.04,0.2,2.67,188,3.7,2.54
,19788,R26964,932-029,28-10-2020 04:48,Glu,1,2,2874,2.544,29.07,26.79,6.717,Failed,4.45,0.26,0.6,2.92,73,5.8,2.21
,19682,R26953,932-029,28-10-2020 04:26,Glu,3,2,924,2.576,29.48,26.28,5.631,Failed,1.77,0.18,0.1,0.56,536,1.7,2.09
,19682,R26953,932-029,28-10-2020 04:24,Glu,2,5,912,2.63,29.97,25.94,5.469,Failed,1.72,0.25,0.4,2.86,611,1.6,2.04
,19575,R26926,932-029,28-10-2020 02:00,Glu,1,3,1003,2.513,29.46,26.51,5.724,Failed,5.68,0.28,0.4,4.34,445,1.3,0.06
,19790,R26966,932-029,28-10-2020 01:50,Glu,8,11,856,2.581,29.46,26.42,6.656,Failed,5.52,0.13,0.1,0.34,0,6.7,2.58
,19784,R26960,932-029,28-10-2020 00:42,Glu,8,11,1917,2.486,29.11,26.26,6.576,Failed,1.63,0.14,0.5,0.93,42,4.1,3.34
,19679,R26950,932-029,28-10-2020 00:02,Glu,3,10,1651,2.745,30.17,25.99,5.638,Failed,5.77,0.28,0.5,4.19,427,0.4,0.54
,19586,R26937,932-029,27-10-2020 22:56,Glu,2,2,75,2.637,31.5,24.97,6.216,Failed,1.8,0.25,0.7,2.22,503,1.2,1.43
,19681,R26952,932-029,27-10-2020 15:24,Glu,3,3,41,2.489,29.87,26.35,5.814,Failed,1.1,0.09,0.4,1.29,474,3.2,4.78
,19681,R26952,932-029,27-10-2020 15:18,Glu,1,10,38,2.501,29.24,26.72,6.01,Failed,1.17,0.16,0.6,0.8,476,2.8,3
,19671,R26942,932-029,27-10-2020 14:50,Glu,1,7,912,1.92,28.74,27.18,5.622,Failed,5.77,0.09,1,0.63,521,1.4,3.73
,19587,R26938,932-029,27-10-2020 13:06,Glu,8,6,398,2.311,28.47,27.34,6.231,Failed,5.7,0.11,1.7,3.42,394,1.9,3.65
,19574,R26925,932-029,27-10-2020 11:06,Glu,3,7,1629,2.493,28.28,27.12,6.144,Failed,1.67,0.22,0.5,2.19,425,1.6,1.95
,19574,R26925,932-029,27-10-2020 10:56,Glu,1,3,1641,2.395,28.22,27.04,5.757,Failed,1.73,0.23,0.7,3.3,675,0.2,1.06
,19541,R26907,932-029,27-10-2020 10:22,Glu,7,8,1628,2.509,28.5,26.89,6.598,Failed,5.62,0.21,1.7,3.2,230,0.6,2.58
,19570,R26921,932-029,27-10-2020 08:40,Glu,3,3,1514,2.56,29.5,26.01,6.621,Failed,5.85,0.15,0.3,2.11,237,5.8,3.35
,19570,R26921,932-029,27-10-2020 08:34,Glu,1,11,1518,2.604,29.55,26.17,6.554,Failed,5.83,0.05,0,0.06,363,12.8,1.81
,19582,R26933,932-029,26-10-2020 16:44,Glu,3,4,215,2.604,29.66,26.36,6.552,Failed,5.65,0.03,0.9,1.9,48,12,3.77
,19582,R26933,932-029,26-10-2020 16:40,Glu,2,2,192,2.596,28.87,26.75,6.491,Failed,5.83,0.18,0.3,0.69,192,5.9,1.83
,19583,R26934,932-029,26-10-2020 15:38,Glu,8,2,154,2.259,29.23,26.06,6.329,Failed,2.43,0.24,1.1,2.85,66,1.8,2.05
,19544,R26910,932-029,26-10-2020 15:14,Glu,8,2,143,2.539,28.67,26.81,5.609,Failed,2.22,0.23,0.5,3.87,490,0.9,0.36
,19571,R26922,932-029,26-10-2020 12:22,Glu,2,10,1557,2.452,28.2,26.81,5.926,Failed,1.18,0.23,1.6,3.91,417,0.5,0.71
,19581,R26932,932-029,26-10-2020 08:08,Glu,8,10,1515,2.667,30.2,25.59,5.35,Failed,1.15,0.18,0.9,3.73,450,0.2,1.27
,19576,R26927,932-029,23-10-2020 09:36,Glu,8,3,120,2.491,30.59,25.39,6.133,Failed,1.3,0.03,0.2,2.73,563,1.7,4.11
,19548,R26914,932-029,22-10-2020 14:16,Glu,3,13,6009,2.635,30.89,25.78,5.559,Failed,1.08,0.23,1.3,4.2,414,0.6,1.2
,19393,R26893,932-029,22-10-2020 09:04,Glu,1,13,5520,2.487,29.06,27.35,6.163,Failed,2.38,0.51,0.9,11.54,1107,1.3,3.77
,19540,R26906,932-029,22-10-2020 07:58,Glu,8,7,3833,2.585,29.76,27.28,7.266,Failed,2.37,0.03,0.9,1.04,184,6.9,1.86
,19540,R26906,932-029,22-10-2020 07:44,Glu,3,6,3855,2.558,29.43,27.32,7.241,Failed,2.35,0.14,0.7,1.79,107,3.8,2.34
,19386,R26886,932-029,22-10-2020 05:04,Glu,2,11,7050,2.661,29.98,26.91,5.438,Failed,2.4,0.16,1,1.7,693,1.2,0.75
,19363,R26882,932-029,22-10-2020 01:02,Glu,1,16,1305,2.748,28.69,27.07,6.933,Failed,1.05,0.17,0.1,0.37,140,8.6,1.5
,19360,R26879,932-029,22-10-2020 00:58,Glu,8,9,1060,2.585,28.76,27.04,6.735,Failed,2.38,0.2,0,2.32,218,4.7,1.49
,19542,R26908,932-029,21-10-2020 23:24,Glu,1,7,1582,2.209,28.74,26.72,6.756,Failed,2.47,0.63,0.5,6.13,227,4.2,3.4
,19230,R26858,932-029,21-10-2020 04:16,Glu,3,9,3359,2.576,29.14,26.61,6.583,Failed,2.47,0.02,0.3,0.12,252,8.6,0.97
,19230,R26858,932-029,21-10-2020 04:14,Glu,2,10,3359,2.569,29.07,26.65,6.59,Failed,2.48,0.2,0.1,0.21,338,9.5,1.73
,19230,R26858,932-029,21-10-2020 04:10,Glu,1,3,3356,2.534,29.04,26.68,7.277,Failed,2.53,0.15,0.9,0.05,201,6.7,2.68
,19361,R26880,932-029,21-10-2020 02:54,Glu,1,4,421,2.491,28.17,27.25,6.722,Failed,3.75,0.02,1,0.64,75,9,4.42
,19359,R26878,932-029,20-10-2020 23:32,Glu,3,5,1349,2.639,28.86,26.54,6.752,Failed,1,0.43,2.1,2.78,433,5.4,0.02
,19225,R26853,932-029,20-10-2020 23:00,Glu,8,3,871,2.59,29.28,26.28,7.064,Failed,3.82,0.1,2.2,2.26,312,12.8,1.11
,19225,R26853,932-029,20-10-2020 22:42,Glu,2,5,1600,2.669,29.51,26.15,7.07,Failed,3.82,0.1,1.4,2.64,83,8.3,3.43
,19225,R26853,932-029,20-10-2020 22:38,Glu,1,12,1598,2.697,29.5,26.1,7.37,Failed,3.85,0.22,2.8,0.6,141,8.7,0.9
,19228,R26856,932-029,20-10-2020 05:28,Glu,3,7,2385,2.748,30.67,25.53,6.931,Failed,0.93,0.39,0.3,0.69,377,19.1,1.16
,19126,R26831,932-029,20-10-2020 05:04,Glu,3,1,1470,2.872,30.22,25.83,6.735,Failed,2.48,0.2,0.4,1.15,294,10.2,2.93
,19142,R26847,932-029,20-10-2020 03:40,Glu,8,13,1726,2.712,28.55,26.96,6.501,Failed,2.98,0.38,5.5,3.6,478,3.4,0.44
,19142,R26847,932-029,20-10-2020 03:22,Glu,2,5,1711,2.721,28.86,26.89,7.33,Failed,2.98,0.12,0.1,5.48,132,6.9,3.75
,19135,R26840,932-029,20-10-2020 00:40,Glu,2,3,1540,2.579,28.35,27.02,7.208,Failed,6.32,0.44,1.7,3.54,404,3.5,0.37
,19220,R26848,932-029,19-10-2020 23:44,Glu,8,2,1504,2.382,28.74,26.86,6.717,Failed,2.35,0.21,0.1,1.07,111,2.8,0.72
,19220,R26848,932-029,19-10-2020 23:24,Glu,2,9,1526,2.561,28.74,26.75,6.956,Failed,2.37,0.32,0.4,0.89,252,5.9,1.55
,19141,R26846,932-029,19-10-2020 22:54,Glu,8,2,60,2.586,29.07,26.63,6.371,Failed,2.98,0.06,2,0.82,65,6.4,3.29
,19362,R26881,932-029,19-10-2020 19:56,Glu,1,1,38,2.52,30.86,25.29,6.857,Failed,6.45,0.49,0.9,3.7,426,4.4,0.31
,19138,R26843,932-029,19-10-2020 19:38,Glu,3,11,81,2.624,31.4,25.39,6.645,Failed,2.4,0.03,1,0.27,252,5.7,1.91
,19108,R26828,932-029,19-10-2020 19:14,Glu,3,5,1777,2.551,30.1,25.59,6.309,Failed,2.17,0.01,0.6,0.26,78,5.7,2.05
,18866,R26809,932-029,19-10-2020 17:18,Glu,5,12,357,2.788,28.55,26.93,7.358,Failed,2.2,0.31,3.9,3.04,454,2.5,0.63
,18866,R26809,932-029,19-10-2020 17:06,Glu,1,4,361,2.708,29.09,26.84,7.368,Failed,2.22,0.26,3,3.82,403,1.1,0.36
,19365,R26884,932-029,19-10-2020 14:06,Glu,7,7,287,2.652,28.91,26.26,6.747,Failed,1.25,0.32,2.8,3.26,405,1.9,0.25
,19365,R26884,932-029,19-10-2020 13:54,Glu,3,13,281,2.767,28.28,27.05,6.238,Failed,1.25,0.28,4.4,3.32,469,3.3,0.65
,19365,R26884,932-029,19-10-2020 13:46,Glu,2,11,1160,2.626,28.05,27.04,6.838,Failed,1.18,0.37,3,3.28,417,1.8,0.61
,19128,R26833,932-029,19-10-2020 13:22,Glu,2,4,1487,2.469,28.47,26.88,7.02,Failed,2.58,0.34,1.2,4.13,296,7.8,2.56
,19133,R26838,932-029,19-10-2020 12:50,Glu,8,11,1958,2.676,28.22,26.98,6.322,Failed,3.72,0.08,0.6,3.83,144,5.2,4.91
,19132,R26837,932-029,19-10-2020 12:00,Glu,8,1,1617,2.651,27.93,26.96,6.863,Failed,0.93,0.11,0.9,1.98,286,20.1,1.47
,19104,R26824,932-029,19-10-2020 10:52,Glu,8,3,1063,2.658,28.25,26.61,6.738,Failed,3.88,0.33,5.5,3.41,446,2.6,0.55
,19104,R26824,932-029,19-10-2020 10:34,Glu,2,12,1080,2.607,29.06,26.45,6.99,Failed,3.85,0.21,1.5,0.15,212,7.3,1.78
,19130,R26835,932-029,19-10-2020 10:24,Glu,8,5,1231,2.602,28.97,26.31,6.545,Failed,3.02,0.24,0.6,8.98,506,4.1,4.67
,19130,R26835,932-029,19-10-2020 10:08,Glu,3,11,1227,2.692,28.96,26.17,6.76,Failed,3.05,0.1,0.1,7.47,382,4.3,5.47
,19130,R26835,932-029,19-10-2020 10:02,Glu,1,1,1220,2.731,29.29,26.1,7.353,Failed,3.03,0.08,1.4,3.56,255,24,3.25
,19129,R26834,932-029,19-10-2020 09:58,Glu,8,11,1182,2.597,29.29,25.99,6.499,Failed,3.83,0.12,1.5,0.73,172,6.9,1.72
,19355,R26874,932-029,19-10-2020 09:34,Glu,8,13,1690,2.476,29.21,25.85,7.319,Failed,3.57,0.37,3.4,2.86,454,1.8,0.65
,19355,R26874,932-029,19-10-2020 09:18,Glu,3,13,1726,2.544,28.28,26.1,7.046,Failed,3.75,0.38,4,3.27,464,1.7,0.73
,19355,R26874,932-029,19-10-2020 09:16,Glu,2,5,1725,2.544,28.28,26.21,7.105,Failed,3.78,0.43,3.7,3.89,448,1.1,0.65
,19355,R26874,932-029,19-10-2020 09:12,Glu,1,3,1723,2.386,27.7,26.51,6.75,Failed,3.82,0.37,3.6,2.73,402,1.2,0.4
,19353,R26872,932-029,19-10-2020 08:44,Glu,8,14,1723,2.625,27.31,26.88,7.01,Failed,2.58,0.15,0.3,8.57,24,3.9,4.21
,19353,R26872,932-029,19-10-2020 08:26,Glu,2,6,1724,2.648,27.98,26.73,7.107,Failed,2.6,0.4,1,2.61,405,2.5,0.76
,19350,R26869,932-029,19-10-2020 07:38,Glu,8,15,1259,2.608,29.11,26.24,7.392,Failed,2.57,0.05,1.1,3.07,79,7.2,3.69
,19354,R26873,932-029,16-10-2020 12:32,Glu,8,5,1742,2.663,29.66,25.68,6.712,Failed,2.37,0.1,0.5,1.12,100,3,3
,19354,R26873,932-029,16-10-2020 12:10,Glu,1,3,1051,2.663,29.63,25.92,6.912,Failed,2.43,0.21,0.1,1.44,159,5.8,2.47
,19103,R26823,932-029,16-10-2020 11:42,Glu,2,1,174,2.989,29.63,26.05,7.002,Failed,2.9,0.08,2.9,1.29,77,6.4,1.27
,19125,R26830,932-029,16-10-2020 11:02,Glu,8,9,1474,2.838,27.81,27.12,6.698,Failed,3.02,0.17,3.5,1.79,270,5.7,0.69
,19136,R26841,932-029,16-10-2020 10:18,Glu,3,15,108,2.612,28.28,27.04,6.188,Failed,2.9,0.01,0.6,1.98,373,4.4,3.99
,19136,R26841,932-029,16-10-2020 10:10,Glu,1,12,106,2.569,28.42,26.98,6.901,Failed,2.97,0.14,2.5,0.69,85,10,2.19
,19106,R26826,932-029,16-10-2020 09:12,Glu,2,4,1285,2.62,27.51,26.84,6.744,Failed,2.38,0.58,0,11.2,694,2.3,3.88
,19107,R26827,932-029,16-10-2020 09:00,Glu,8,4,1603,2.548,28.35,26.68,7.162,Failed,2.58,0.36,2.9,4.98,431,7.1,0.84
,19107,R26827,932-029,16-10-2020 08:52,Glu,5,6,1615,2.72,28.18,26.73,6.637,Failed,2.58,0.05,0.3,0.03,139,10.2,2.88
,19107,R26827,932-029,16-10-2020 08:44,Glu,3,10,1651,2.82,27.78,26.73,6.573,Failed,2.58,0.2,1.2,3.3,276,7.3,3.75
,19098,R26818,932-029,15-10-2020 03:08,Glu,3,10,1187,2.679,30.94,25.45,7.027,Failed,3,0.24,5.4,3.05,357,3.6,0.07
,19098,R26818,932-029,15-10-2020 03:04,Glu,2,4,1193,2.685,29.98,26.08,6.446,Failed,2.83,0.1,2.6,0.62,188,7.9,2.43
,19092,R26812,932-029,15-10-2020 02:18,Glu,3,13,1378,2.716,28.62,26.95,7.169,Failed,2.9,0.05,3.1,1.17,270,7.1,1.15
,19095,R26815,932-029,15-10-2020 00:44,Glu,1,1,94,2.82,28.42,27.02,6.577,Failed,0.95,0.18,0.3,1.04,229,5.9,0.81
,19094,R26814,932-029,14-10-2020 23:56,Glu,1,2,941,2.812,28.6,26.68,7.271,Failed,2.82,0.16,1.9,1.49,69,3.3,4.41
,18868,R26811,932-029,14-10-2020 23:30,Glu,3,1,1511,2.794,28.81,26.66,7.073,Failed,2.3,0.01,0.8,0.02,108,7.4,1.41
,18859,R26802,932-029,14-10-2020 05:36,Glu,8,4,5915,2.55,30.72,25.29,5.981,Failed,5.33,0.21,0.3,1.51,497,2.2,1.91
,18860,R26803,932-029,14-10-2020 03:02,Glu,1,15,148,2.758,28.81,26.7,6.675,Failed,0.13,0.11,0.5,0.57,13,7.7,2.88
,18854,R26797,932-029,14-10-2020 02:02,Glu,8,13,1523,2.563,28.25,26.96,6.871,Failed,0.1,0.03,0.7,1.66,25,11.1,2.42
,18854,R26797,932-029,14-10-2020 01:46,Glu,3,4,1526,2.498,28.42,26.95,6.937,Failed,0.03,0.04,0.6,0.21,124,10.8,3.37
,18762,R26780,932-029,14-10-2020 01:36,Glu,8,14,340,2.647,28.82,26.95,7.217,Failed,0.02,0.19,1.5,1.1,97,6.9,2.47
,18774,R26792,932-029,13-10-2020 23:30,Glu,8,3,1449,2.432,28.22,26.98,6.615,Failed,0.5,0.15,1,0.34,144,6.2,1.03
,18767,R26785,932-029,13-10-2020 20:18,Glu,8,12,1228,2.527,28.94,26.66,7.104,Failed,0.05,0.27,3.3,3.5,303,6.7,1.61
,18760,R26778,932-029,13-10-2020 19:36,Glu,3,4,1101,2.709,29.85,26.12,5.795,Failed,2.22,0.16,1.4,3.19,490,0.2,2.64
,18858,R26801,932-029,13-10-2020 19:28,Glu,8,6,1232,2.664,30.79,26.17,6.397,Failed,2.38,0.07,1,4.76,389,3.5,4.26
,18739,R26771,932-029,13-10-2020 18:12,Glu,8,8,5927,2.664,28.77,26.82,6.709,Failed,2.17,0.12,0.6,1.18,205,4.1,4.02
,18741,R26773,932-029,13-10-2020 16:10,Glu,2,12,4272,2.051,28.64,26.42,6.124,Failed,2.95,0.17,2.2,2.26,430,1.7,1.52
,18740,R26772,932-029,13-10-2020 15:40,Glu,8,10,1114,2.296,29.76,26.08,6.223,Failed,0.75,0.09,1.6,2.52,275,1.2,4.16
,18740,R26772,932-029,13-10-2020 15:22,Glu,2,9,2251,2.21,30.17,25.85,5.873,Failed,0.55,0.18,0.6,2.25,631,0.3,3.96
,18742,R26774,932-029,13-10-2020 05:10,Glu,2,4,1090,2.625,30.13,25.57,7.24,Failed,2.37,0.18,1.7,0.18,230,9.3,0.63
,18742,R26774,932-029,13-10-2020 05:06,Glu,1,3,1089,2.665,30.34,25.64,6.88,Failed,2.38,0.08,1,0.72,7,7,3.24
,18737,R26769,932-029,13-10-2020 04:46,Glu,2,3,1426,2.62,29.76,25.92,5.656,Failed,0.65,0.17,0.7,0.16,519,1.2,2.66
,18768,R26786,932-029,13-10-2020 03:12,Glu,8,1,1555,2.489,28.49,27.05,7.11,Failed,0.6,0.25,0.3,4.16,291,6,0.34
,18768,R26786,932-029,13-10-2020 02:58,Glu,3,11,1510,2.488,28.35,27.04,6.378,Failed,0.65,0.13,1.4,1.58,411,4.2,2.06
,18769,R26787,932-029,13-10-2020 02:48,Glu,8,6,2531,2.68,28,26.98,6.791,Failed,0.67,0.3,0.4,3.91,260,7.6,0.06
,18743,R26775,932-029,13-10-2020 01:36,Glu,3,3,914,2.705,28.28,27.07,6.887,Failed,2.2,0.07,2.2,3.58,86,9.1,2.64
,18743,R26775,932-029,13-10-2020 01:30,Glu,1,7,914,2.816,28.18,27.07,6.65,Failed,2.2,0.02,1.5,0.07,51,7.2,1.93
,18727,R26759,932-029,13-10-2020 01:04,Glu,3,7,1617,2.496,28.55,26.98,7.28,Failed,3.05,0.05,1.3,0.97,136,8.8,1.13
,18667,R26754,932-029,13-10-2020 00:40,Glu,3,6,2586,2.61,28.22,26.98,6.656,Failed,2.02,0.11,1.2,3.86,61,5.2,2.72
,18730,R26762,932-029,13-10-2020 00:14,Glu,2,14,3029,2.637,27.73,26.96,6.286,Failed,0.02,0.04,1,0.41,414,2.7,4.12
,18734,R26766,932-029,12-10-2020 23:42,Glu,3,13,983,2.468,29.11,26.29,7.251,Failed,0.08,0.11,1.9,1.8,243,6.4,1.28
,18671,R26758,932-029,12-10-2020 17:20,Glu,8,1,927,2.652,27.48,27.18,6.215,Failed,0.57,0.12,1.4,1.69,844,9.2,5.42
,18671,R26758,932-029,12-10-2020 17:02,Glu,2,2,948,2.64,27.61,27.12,7.35,Failed,0.58,0.2,0.2,2.68,172,9,0.96
,18733,R26765,932-029,12-10-2020 16:06,Glu,3,16,778,2.731,27.98,26.73,6.515,Failed,0.62,0.05,0.7,1.19,134,4.2,1.72
,18519,R26716,932-029,09-10-2020 12:12,Glu,2,7,1269,2.578,31.6,25.1978125,6.726,Failed,1.5,0.17,0.4,0.74,188,6.3,1.64
,18519,R26716,932-029,09-10-2020 11:52,Glu,1,3,1268,2.779,31.8,25.1978125,6.677,Failed,1.55,0.14,1.2,2.38,879,16.4,5.97
,18728,R26760,932-029,09-10-2020 09:50,Glu,2,13,2275,2.477,28.5,27.2321875,6.245,Failed,2.1,0.15,1.2,0,486,0.2,4.6
,18728,R26760,932-029,09-10-2020 09:46,Glu,1,6,2299,2.589,28.4375,27.2453125,7.126,Failed,2.12,0.29,1,2.86,219,7.1,0.33
,18510,R26707,932-029,09-10-2020 08:48,Glu,8,14,1493,2.619,28.60625,27.265,6.972,Failed,2.03,0.24,2.2,3.89,428,1.9,0.7
,18294,R26677,932-029,09-10-2020 03:42,Glu,2,10,2992,2.597,31.7,25.624375,6.969,Failed,1.57,0.14,1.2,0.95,310,4.6,2.98
,18664,R26751,932-029,09-10-2020 03:20,Glu,3,9,1498,2.807,29.375,25.781875,6.972,Failed,0.08,0.14,1.8,1.21,252,8.3,0.45
,18663,R26750,932-029,09-10-2020 03:06,Glu,8,12,1561,2.562,27.59375,26.95,6.949,Failed,1.57,0.54,1.4,9.14,307,2.2,7.01
,18661,R26748,932-029,09-10-2020 01:06,Glu,1,8,4315,2.66,28.3875,27.0025,6.375,Failed,0.75,0.02,0.6,0.38,138,6.2,2.3
,18520,R26717,932-029,08-10-2020 23:58,Glu,1,1,1738,2.817,28.65625,27.068125,6.646,Failed,1.55,0.12,1,0.16,179,5.8,1.31
,18299,R26682,932-029,08-10-2020 22:36,Glu,2,1,5321,2.614,30.11875,26.543125,7.04,Failed,2.2,0.02,0.7,0.25,103,7.6,2.35
,18337,R26705,932-029,08-10-2020 13:10,Glu,2,8,104,2.508,28.6875,27.068125,6.664,Failed,2.83,0.22,0.8,1.07,244,6,0.7
,18338,R26706,932-029,08-10-2020 12:44,Glu,2,9,3765,2.702,28.4875,26.910625,6.509,Failed,0.5,0.1,0.4,0.7,42,6.4,0.43
,18525,R26722,932-029,08-10-2020 10:40,Glu,3,5,3984,2.456,28.36875,27.2846875,7.216,Failed,2.15,0.28,1.1,1.42,198,6.6,1.56
,18517,R26714,932-029,08-10-2020 10:30,Glu,8,8,1066,2.517,29.05625,27.37,6.862,Failed,0.2,0.42,2,7.09,389,3.5,5.66
,18517,R26714,932-029,08-10-2020 10:14,Glu,3,1,1082,2.374,28.1,27.4028125,7.193,Failed,0.37,0.27,1.5,1.69,363,8.8,1.56
,18257,R26671,932-029,08-10-2020 09:12,Glu,1,8,198,2.371,28.51875,27.37,6.777,Failed,2.75,0.34,1.9,3.96,379,6,0.66
,18653,R26740,932-029,08-10-2020 08:22,Glu,2,7,7194,2.346,28.90625,27.173125,6.269,Failed,0.02,0.05,0.6,5.15,509,0.1,5.72
,18334,R26702,932-029,08-10-2020 06:52,Glu,1,2,7531,2.694,29.275,26.595625,6.832,Failed,1.95,0.18,0,1.44,72,7.8,4.27
,18326,R26694,932-029,08-10-2020 02:12,Glu,8,9,1101,2.646,28.80625,26.66125,6.302,Failed,2.78,0.24,0,0.74,205,5.7,2.12
,18256,R26670,932-029,07-10-2020 05:00,Glu,3,2,2033,2.585,30.825,25.676875,6.848,Failed,0.37,0.15,0.6,1.56,335,4.6,2.33
,18256,R26670,932-029,07-10-2020 04:54,Glu,1,1,2045,2.718,30.76,25.69,7.184,Failed,0.32,0.33,0.4,0.83,178,8.9,1.86
,18247,R26661,932-029,07-10-2020 04:50,Glu,8,15,561,2.793,30.75625,25.781875,7.374,Failed,1.73,0.27,2.8,3.7,415,5.4,0.16
,18290,R26673,932-029,07-10-2020 01:00,Glu,8,2,1151,2.614,28.55625,26.648125,6.557,Failed,2.83,0.03,0.3,2.14,131,3.2,1.53
,18290,R26673,932-029,07-10-2020 00:59,Glu,8,2,1151,2.614,28.7875,26.5234375,6.557,Failed,2.83,0.03,0.3,2.14,131,3.2,1.53
,18512,R26709,932-029,06-10-2020 20:24,Glu,3,11,338,2.637,30.69,25.75,6.945,Failed,0.75,0.31,1,3.93,207,6.2,0.16
,18255,R26669,932-029,06-10-2020 04:30,Glu,2,3,1536,2.565,30.47,25.43,6.492,Failed,3.15,0.08,1.4,2.73,10,8.8,4.44
,18248,R26662,932-029,06-10-2020 03:44,Glu,8,2,1851,2.573,28.4,26.89,6.024,Failed,3.18,0.08,0.6,1.62,134,5.9,3.25
,18248,R26662,932-029,06-10-2020 03:40,Glu,7,8,1851,2.689,28.5,26.84,7.064,Failed,3.22,0.23,4.3,4.08,414,2.5,0.5
,18288,R26653,932-029,06-10-2020 00:46,Glu,7,1,1541,2.598,29.71,27.02,7.031,Failed,1.9,0.2,0.6,4.36,82,14.6,4.27
,18288,R26653,932-029,06-10-2020 00:34,Glu,3,8,1524,2.654,29.24,27.02,6.733,Failed,2.05,0.47,1.4,0.67,323,6.5,2.02
,18288,R26653,932-029,06-10-2020 00:32,Glu,2,7,1524,2.643,29.18,27.02,6.608,Failed,1.88,0.36,0.9,0.89,218,8.4,2.76
,18305,R26688,932-029,05-10-2020 23:24,Glu,3,12,764,2.684,31.56,25.71,6.509,Failed,0.4,0.18,0.8,2.96,153,1.6,1.97
,18302,R26685,932-029,05-10-2020 23:14,Glu,8,7,2509,2.459,29.92,27.07,6.695,Failed,3.15,0.2,3.1,2.53,335,6.1,0.2
,18298,R26681,932-029,05-10-2020 19:44,Glu,1,8,1171,2.531,29.26,26.81,6.995,Failed,1.72,0.23,0.4,2.41,11,2.5,3.1
,18253,R26667,932-029,05-10-2020 18:58,Glu,8,15,1775,2.576,30.17,26.43,6.635,Failed,1.38,0.06,0.3,1.45,76,1.8,1.95
,18221,R26638,932-029,05-10-2020 14:48,Glu,3,1,1500,2.749,30.74,25.46,6.853,Failed,0.45,0.02,0.5,1.28,128,2.9,1.2
,18217,R26634,932-029,05-10-2020 08:56,Glu,7,2,1194,2.616,29.23,26.13,7.363,Failed,5.67,0.22,0.8,2.46,287,6.4,0.29
,18217,R26634,932-029,05-10-2020 08:44,Glu,3,11,1202,2.592,29.63,25.94,7.066,Failed,5.65,0.12,0.5,1.02,80,7.8,2.17
,18216,R26633,932-029,02-10-2020 05:52,Glu,3,12,2847,2.337,31.87,25.64,6.054,Failed,1.87,0.1,1.2,2.3,564,3.9,0.72
,18216,R26633,932-029,02-10-2020 05:48,Glu,2,10,2849,2.418,32.41,25.64,6.345,Failed,1.83,0.1,1,0.8,60,9.1,4.13
,18161,R26612,932-029,02-10-2020 05:22,Glu,3,1,4389,2.436,31.06,25.76,7.091,Failed,4.12,0.22,0.4,1.48,124,15.5,3.49
,18241,R26655,932-029,02-10-2020 04:34,Glu,5,5,5594,2.592,29.83,26.89,6.688,Failed,1.35,0.28,3,2.13,171,6,1.35
,18241,R26655,932-029,02-10-2020 04:22,Glu,1,9,6304,2.632,29.16,26.84,6.97,Failed,1.33,0.44,1.8,1.64,237,8.4,2.73
,18212,R26629,932-029,02-10-2020 03:56,Glu,1,2,4242,2.547,29.43,26.82,6.659,Failed,4.17,0.22,0.5,1.65,144,7.7,1.56
,18210,R26627,932-029,02-10-2020 03:54,Glu,8,10,4384,2.611,29.23,26.96,6.291,Failed,4.03,0.12,1.5,6.65,247,6.8,3.26
