time_betw_scan_min,CA,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
1320,2.163,5.993,Approved,21.93,1.98,11.2,40.97,40.31,515,5,-0.66,21,13.2,-0.29,-0.1
3228,2.646,5.811,Approved,24.38,2.07,11.2,40.76,39.91,459,5.7,-0.85,21,12.79,-0.04,0.03
1917,2.59,6.945,Approved,24.22,2.04,12.8,40.66,40.08,290,8,-0.58,41,11.86,-0.32,-0.09
3917,2.693,6.653,Approved,18.3,2.02,10.4,39.7,39.44,425,7.5,-0.26,32,10.41,-0.08,0
2580,2.336,6.2,Approved,21.85,2.09,11.6,39.43,38.29,387,6.7,-1.14,21,14.25,-0.05,0.06
1878,2.593,7.008,Approved,20.15,1.95,11.4,40.28,39.77,251,8.9,-0.51,44,11.72,-0.13,-0.03
255,2.819,6.971,Approved,20.45,1.99,11.5,41.14,40.21,275,7.8,-0.93,36,11.61,-0.49,-0.12
25,2.724,6.261,Approved,18.72,2.02,10.6,40.94,40.1,426,6.1,-0.84,22,10.96,-0.11,-0.02
1432,2.289,5.892,Approved,23.47,1.97,12.2,41.19,40.84,234,5.6,-0.35,64,13.27,-0.07,-0.02
5760,2.63,6.466,Approved,22.32,2.08,13,41.2,40.66,191,7.3,-0.54,97,11.41,-0.09,-0.07
1541,2.553,6.028,Approved,24.38,2.05,11.6,40.65,40.22,358,6,-0.43,32,11.41,-0.16,-0.05
19686,2.849,6.224,Approved,19.95,1.97,11.5,40.92,40.26,330,5.7,-0.66,32,11,-0.26,-0.06
4509,2.637,6.221,Approved,22.63,2.08,9.8,42.32,41.54,725,5.6,-0.78,21,10.07,-0.34,-0.11
3447,2.423,6.423,Approved,23.6,2.13,10.2,36.89,34.19,592,7.5,-2.7,21,13.26,-0.03,0.03
887,2.518,6.327,Approved,22.22,2.05,9,39.83,36.81,593,7.4,-3.02,22,12.45,-0.52,-0.04
1499,2.743,6.608,Approved,21,2.07,11.1,42.07,41.41,506,6,-0.66,31,13.4,-0.05,0.02
1374,2.931,6.569,Approved,22.85,2.02,12.5,41.2,40.3,331,8.3,-0.9,32,13.06,-0.09,-0.01
774,2.213,6.345,Approved,24.6,1.97,11,40.17,40.03,301,4.7,-0.14,32,13.09,-0.05,0.01
1391,2.755,5.243,Approved,25.95,2.07,10,41.08,39.18,622,4.7,-1.9,11,14.51,-0.21,-0.1
3849,2.805,6.664,Approved,24.37,2.1,10.9,40.56,40.18,412,6.2,-0.38,31,13.78,-0.14,-0.07
1692,2.647,6.377,Approved,19.18,1.89,11,41.3,40.77,490,5.7,-0.53,21,11.98,-0.11,-0.04
3863,2.76,6.253,Approved,22.58,1.96,10,41.31,40.78,355,6.6,-0.53,22,13.1,-0.19,-0.08
1380,2.728,5.828,Approved,25.58,2,9.8,41.27,39.57,732,7,-1.7,21,13.67,-0.17,-0.03
6003,2.46,5.806,Approved,22.27,1.92,10.3,41.25,39.92,413,5.7,-1.33,32,12.55,-0.37,-0.11
2081,3.018,5.805,Approved,21.35,2,9.8,41.84,41.04,592,5.5,-0.8,21,12.3,-0.08,-0.01
9737,2.309,6.116,Approved,23.37,1.98,10.4,40.62,38.59,325,5.7,-2.03,36,9.94,-0.14,-0.04
1584,2.33,6.58,Approved,21.97,2,10.2,40.1,39.89,353,6.6,-0.21,31,11.6,-0.04,0.01
1813,2.734,6.33,Approved,20.83,2.05,9.3,41.22,40.03,444,6.4,-1.19,21,12.95,-0.42,-0.14
1822,2.712,6.382,Approved,21.35,2.04,10.9,41.36,41.12,435,6.5,-0.24,31,9.62,-0.05,0.01
7212,2.688,6.272,Approved,21.02,1.87,11.7,41.11,40.14,371,5.7,-0.97,31,10.42,-0.22,-0.1
1360,2.445,6.108,Approved,26.72,2.09,10.8,40.94,40.38,457,5.5,-0.56,31,15.27,-0.11,0.07
38,2.567,5.963,Approved,22.35,2,10.7,40.71,39.27,504,9.2,-1.44,21,12.78,-0.31,-0.05
1439,2.63,6.597,Approved,20.4,1.99,11,40.74,40.08,353,6.7,-0.66,32,11.63,-0.48,-0.13
1067,2.82,6.932,Approved,21.57,2.06,11.3,40.32,39.9,237,10.2,-0.42,76,13.38,-0.16,-0.03
2,2.666,6.187,Approved,22.37,2.02,11,40.85,40.24,460,6.2,-0.61,21,10.15,-0.04,-0.05
69,2.693,7.25,Approved,20.32,1.99,12.9,41.18,40.42,247,8.9,-0.76,82,12.58,-0.36,0.02
1868,2.492,5.838,Approved,23.23,2.04,10.6,40.99,39.95,484,6.3,-1.04,21,13.6,-0.46,-0.01
1506,2.724,6.738,Approved,20.97,1.78,10.3,41.34,40.91,231,6.8,-0.43,76,12.07,-0.25,0
1127,2.618,5.818,Approved,22.82,2.04,11.1,41.18,40.2,572,4.5,-0.98,21,11.16,-0.24,-0.06
1478,2.432,6.147,Approved,24.6,2.1,9.5,38.9,33.95,606,6.3,-4.95,21,9.27,-0.06,-0.01
1516,2.605,6.731,Approved,21.93,1.98,10.6,40.64,39.73,302,6,-0.91,36,10.94,-0.55,-0.2
2358,2.68,6.634,Approved,22.12,1.99,11.1,40.31,39.93,271,6.8,-0.38,36,11.88,-0.37,-0.02
1272,2.68,6.629,Approved,22.83,2,9.5,39.63,37.73,443,9.6,-1.9,32,12.02,-0.05,-0.03
18,2.578,6.323,Approved,21.57,1.94,9.9,41.42,40.39,628,6.4,-1.03,21,10.23,-0.12,-0.02
3188,2.53,6.758,Approved,22.6,2.03,12.3,41.28,40.2,262,7.2,-1.08,40,11.23,-0.09,0.01
3112,2.522,7.058,Approved,21.88,2.01,10.3,40.04,39.6,484,5.8,-0.44,21,14.81,-0.39,-0.15
2508,2.601,6.214,Approved,26.92,2.05,11.6,40.67,39.81,435,4.9,-0.86,21,12.44,-0.1,0.01
1831,2.732,6.95,Approved,25.03,2.09,11.7,41.26,40.32,527,6.6,-0.94,21,12.14,-0.29,-0.06
1928,2.622,6.87,Approved,23.13,2.12,9.4,38.63,34.1,1112,6.8,-4.53,21,10.15,-0.09,0.02
1058,2.026,6.239,Approved,24.02,1.95,9.4,38.71,35.71,518,5.6,-3,21,8.76,-0.11,-0.03
411,2.514,6.526,Approved,20.87,2.04,10.8,40.58,40.56,536,6.8,-0.02,22,10.82,-0.03,0
1445,2.59,6.556,Approved,26.88,1.99,11.6,40.94,40.21,402,6.3,-0.73,32,9.63,-0.08,-0.01
258,2.829,6.678,Approved,23.32,2.09,10.6,40.72,39.87,580,5.8,-0.85,21,11.12,-0.13,0
1572,2.573,6.711,Approved,18.32,2.06,10.8,40.32,39.96,367,7.8,-0.36,32,9.06,-0.2,-0.07
3238,2.789,6.825,Approved,25.57,2.14,10,38.47,33.2,439,9.5,-5.27,36,13.91,-0.23,-0.04
1102,2.643,5.891,Approved,26.15,2.05,12,40.63,39.35,793,5.9,-1.28,21,11.68,-0.04,0.01
1296,2.659,5.823,Approved,21.4,2.01,10.6,42.11,41.65,591,4.8,-0.46,32,11.5,-0.15,0.04
4443,2.444,6.105,Approved,22.87,2.05,10.7,39.98,38.88,465,7.3,-1.1,21,14.58,-0.35,-0.2
1875,2.671,6.236,Approved,21.92,2,11.9,41.07,40.08,399,6.6,-0.99,32,13.76,-0.12,-0.01
1488,2.75,5.344,Approved,23.67,2.05,9.4,39.83,37.91,648,6.9,-1.92,21,12.6,-0.03,-0.02
1731,2.718,6.495,Approved,26.62,1.97,10.5,39.89,39.09,522,5.8,-0.8,22,12.07,-0.16,-0.03
5841,2.548,6.12,Approved,21.8,1.95,9,39.51,37.77,521,6.6,-1.74,21,15.44,-0.17,-0.07
2765,2.578,6.199,Approved,26.02,2.06,10.7,41.27,40.29,464,5.8,-0.98,21,11.06,-0.29,-0.06
5655,2.564,6.098,Approved,23.28,1.82,8.7,38.94,37.31,369,6.4,-1.63,21,10.69,-0.16,-0.05
1523,2.441,6.82,Approved,21.95,2.14,10.6,38.4,36.57,538,9.9,-1.83,21,12.25,-0.2,-0.01
1751,2.823,6.404,Approved,21.35,2.01,11.3,40.87,40.41,282,7.1,-0.46,40,12.12,-0.03,-0.01
4824,2.339,6.671,Approved,23.95,2.04,13,40.55,39.55,350,7.7,-1,36,10.78,-0.42,-0.09
3743,2.348,6.335,Approved,22.07,2,11.9,40.79,40.19,323,5.6,-0.6,32,8.33,-0.09,0.03
1898,2.776,6.245,Approved,22.88,2.06,11.1,40.3,39.81,694,5.8,-0.49,21,11.17,-0.29,-0.06
1444,2.386,5.265,Approved,21.93,2.02,8.4,38.08,34.75,898,7.6,-3.33,21,11.24,-0.15,-0.04
7069,2.542,6.325,Approved,22.17,2,10.7,41.06,40.25,393,6.8,-0.81,21,11.89,-0.16,-0.06
1143,2.255,6.3,Approved,20.17,2.01,12.7,39.48,37.46,432,7.8,-2.02,21,11.11,-0.1,0.07
1432,2.751,6.056,Approved,25.3,2.03,9.6,39.78,38.84,678,6.6,-0.94,21,15.41,-0.05,0.03
2908,2.534,5.943,Approved,24.6,1.98,11.2,40.43,40.05,484,5,-0.38,21,11.71,-0.03,0.02
1601,2.446,5.414,Approved,19.87,2.02,11.3,42.21,41.49,525,5.4,-0.72,21,10.74,-0.34,-0.12
1611,2.714,6.172,Approved,20.37,1.99,10.6,39.56,38.79,357,5.7,-0.77,21,10.68,-0.37,-0.04
592,2.568,5.875,Approved,19.4,2.01,10.5,41.35,40.79,474,5.6,-0.56,21,9.88,-0.09,0.01
1606,2.537,5.909,Approved,20.37,2,10.9,40.83,39.96,526,4.4,-0.87,21,12.41,-0.2,-0.01
1066,2.343,6.668,Approved,17.92,2.02,9.5,39.46,37.45,560,5.9,-2.01,21,12.27,-0.1,-0.04
1821,2.668,6.266,Approved,23.65,2.06,9.3,40.03,38.97,730,6.6,-1.06,21,11.68,-0.09,0.01
1479,2.705,5.591,Approved,28.17,2.04,12.1,40.55,39.61,818,4.8,-0.94,21,12.19,-0.11,-0.03
2593,2.49,6.408,Approved,24.3,2.08,12.3,40.71,40.44,335,5.6,-0.27,32,11.53,-0.09,0.02
1277,2.793,5.949,Approved,20.98,1.99,9.5,41.66,40.08,670,6.4,-1.58,22,10.56,-0.14,-0.01
285,2.57,5.838,Approved,22.28,2.05,11.4,41.66,40.72,555,5.6,-0.94,21,10.22,-0.18,0.01
277,2.506,6.233,Approved,21.3,2.07,11.6,41.62,40.6,381,6.5,-1.02,31,11.1,-0.13,-0.08
1932,2.411,5.282,Approved,21.8,2.03,8.8,40.45,39.15,637,5.5,-1.3,21,10.74,-0.08,0.01
1269,2.826,6.025,Approved,20.52,2.07,10.6,40.24,39.4,594,6.6,-0.84,21,9.83,-0.01,0.07
1722,2.595,6.809,Approved,23.85,1.97,12.2,40.4,40.3,343,6.1,-0.1,36,13.42,-0.2,-0.01
1262,2.63,6.286,Approved,22.45,2.23,9.3,38.23,36.14,419,9.5,-2.09,31,15,-0.18,-0.01
1044,2.762,6.375,Approved,19.83,2.01,10.8,41.88,40.01,795,5.6,-1.87,21,10.43,-0.17,-0.07
2723,2.46,7.149,Approved,19.73,1.88,13,40.37,38.12,248,10,-2.25,140,12.38,-0.15,-0.1
5790,2.9,5.961,Approved,22.32,1.9,11,40.48,39.87,351,7.3,-0.61,22,13.04,-0.3,-0.16
5389,2.486,6.381,Approved,24.13,1.99,10.7,40.51,40.23,259,5.5,-0.28,44,11.9,-0.12,-0.2
1472,2.37,5.812,Approved,21.2,2.03,9.7,39.64,37.73,494,7,-1.91,21,12.48,0.01,0.06
1255,2.808,6.879,Approved,28.83,1.98,11.5,40.3,39.34,368,7,-0.96,32,10.38,-0.43,-0.17
2756,2.69,5.347,Approved,28.28,1.96,11.6,42.07,41.78,753,4.5,-0.29,21,12.2,-0.18,-0.11
5398,2.67,6.522,Approved,21.83,1.92,10.2,40.72,40.54,253,6.4,-0.18,40,12.41,-0.35,-0.06
4001,2.75,6.29,Approved,19.87,2.01,10.4,41.34,40.44,278,6.3,-0.9,32,9.03,-0.22,-0.04
9694,2.09,5.379,Approved,26.7,2.06,10.1,38.86,34.81,332,9.1,-4.05,40,16.1,-0.09,-0.01
1505,2.656,6.03,Approved,22.47,2.01,9.9,41.1,39.94,593,5,-1.16,21,14.67,-0.38,-0.07
139,2.375,6.798,Approved,20.92,1.97,10.9,38.17,35.15,453,8.8,-3.02,21,9.35,-0.39,-0.05
1791,2.62,5.109,Approved,28.25,2,12.6,41.25,40.78,479,5.2,-0.47,21,14.32,-0.19,-0.07
185,2.556,6.564,Approved,22.43,2.07,11.1,40.6,37.28,387,6.8,-3.32,32,13.77,-0.39,-0.03
19527,2.379,6.717,Approved,21.93,2.01,12.5,40.23,39.69,332,8.4,-0.54,35,11.42,-0.16,0.02
68,2.622,5.696,Approved,21.42,2.04,10.2,40.94,39.95,687,5.4,-0.99,21,12.82,-0.16,-0.08
1278,2.771,6.815,Approved,22.35,1.98,11.5,40.54,40.12,350,5.8,-0.42,21,12.48,-0.16,-0.04
31550,2.725,6.985,Approved,17.92,1.83,11.9,40.64,40.33,218,7.2,-0.31,21,10.37,-0.3,-0.17
1387,2.626,5.911,Approved,23.05,1.95,9.4,41.87,40.06,653,5.2,-1.81,21,9.18,-0.11,-0.01
2767,2.48,5.851,Approved,19.42,2.05,10.7,41.61,40.42,400,6.2,-1.19,21,13.75,-0.33,0
1571,2.862,5.752,Approved,20.4,2,10.3,41.17,40.18,633,4.8,-0.99,21,13.24,-0.24,-0.03
5381,2.509,6.086,Approved,16.8,1.96,9.9,41.07,40.29,334,5.6,-0.78,31,11.77,-0.22,-0.05
1191,2.565,5.727,Approved,20.4,1.97,9.7,41.5,40.41,880,4.7,-1.09,21,13.19,-0.12,0.02
5421,2.474,6.997,Approved,22.57,2.17,9.1,36.77,33.75,456,9.4,-3.02,31,11.86,-0.24,-0.03
525,2.804,5.316,Approved,21.6,2.12,8.9,39.11,37.52,801,7.2,-1.59,21,11.87,-0.12,0
2490,2.831,6.642,Approved,20.88,2.09,12.4,40.89,40.44,293,6.3,-0.45,36,13.52,-0.18,-0.07
816,2.767,6.2,Approved,22.17,1.99,11.1,39.86,36.68,370,7.5,-3.18,32,13,-0.36,-0.02
885,2.612,5.567,Approved,23.35,2.07,8.8,39.91,38.99,850,6.2,-0.92,21,10.82,-0.09,0
4859,2.567,6.185,Approved,21.35,2.01,9.5,40.23,39.51,371,9,-0.72,21,15.07,-0.15,-0.01
1144,2.647,6.397,Approved,21.77,1.93,9.7,40.32,39.43,417,6.2,-0.89,21,9.48,-0.2,-0.05
1494,2.847,5.894,Approved,21.78,2.07,11.4,40.9,40.76,506,4.7,-0.14,21,14.36,-0.12,-0.04
20152,2.229,5.781,Approved,19.05,1.97,11.7,41.3,40.51,598,5.4,-0.79,21,11.53,-0.08,0.02
573,2.738,5.942,Approved,22.27,2.02,11.4,40.32,40.13,272,5.1,-0.19,36,12.14,-0.26,-0.01
4249,2.49,5.795,Approved,21.83,2.01,9.5,41.3,39.55,920,5.2,-1.75,21,12.54,-0.03,0.04
2343,2.437,6.483,Approved,26.58,2.01,10.7,41.2,40.64,411,4.8,-0.56,10,15.18,-0.08,0.04
6082,2.566,6.932,Approved,22.1,2,12,40.72,39.98,320,6.6,-0.74,32,10.6,-0.24,-0.14
1056,2.548,6.295,Approved,22.65,2.02,10.2,41.2,39,476,6,-2.2,21,12.9,-0.31,-0.13
1130,2.546,6.098,Approved,24.48,2,12,41.47,40.84,386,5.4,-0.63,32,12.86,-0.19,0
5,2.548,5.848,Approved,21.68,2.01,11,40.73,40.28,456,6.3,-0.45,21,13.2,-0.08,0.06
1161,2.647,6.443,Approved,19.95,2.05,11.2,41.05,40.11,289,6.8,-0.94,35,11.4,-0.27,-0.11
387123,2.694,6.303,Approved,20.02,1.83,12.5,40.88,40.34,236,6.6,-0.54,44,9.65,-0.48,-0.07
44,2.777,6.547,Approved,27.18,2.04,11.5,41.52,40.71,392,5.3,-0.81,21,14.19,-0.34,-0.16
1946,2.384,5.979,Approved,24.6,2.01,11.4,40.87,40.18,294,6.2,-0.69,32,8.43,-0.33,-0.11
7241,2.59,5.732,Approved,24.3,2.16,9.6,36.98,33.99,843,8,-2.99,21,14.65,-0.06,0.01
81,2.77,6.45,Approved,21.57,2.01,11.1,40.7,38.7,479,8.2,-2,21,12.47,-0.03,-0.03
2295,2.687,6.28,Approved,26.93,1.95,10.4,40.95,39.68,784,6.1,-1.27,21,11.52,-0.07,-0.05
1972,2.404,6.159,Approved,22.65,1.99,8.5,41.25,40.46,321,5.7,-0.79,30,13.57,-0.36,-0.21
1231,2.68,6.515,Approved,22.65,2.06,11.3,41.13,39.7,417,7.5,-1.43,36,13.89,-0.53,-0.05
1401,2.836,5.814,Approved,21.95,2.09,10.2,41.02,40.39,658,5.7,-0.63,21,13.58,-0.1,-0.05
2414,2.444,5.731,Approved,23.78,2.12,10.2,40.25,38.92,411,6.4,-1.33,21,12.01,-0.29,0.01
10073,2.873,6.487,Approved,21.7,2.07,10.9,41.09,38.52,527,7,-2.57,21,12.11,-0.09,-0.02
1717,2.531,7.207,Approved,22.93,1.95,11.9,40.63,40.08,186,9.2,-0.55,110,10.48,-0.48,-0.24
1313,2.285,6.293,Approved,22.6,2.03,9.2,38.63,36.53,403,8,-2.1,32,13.5,-0.2,-0.06
4062,2.711,6.399,Approved,22.62,1.91,10.4,40.69,39.81,344,6.5,-0.88,32,11.36,-0.27,-0.07
1445,2.183,6.547,Approved,22.6,1.94,10.6,40.66,40.27,303,6.4,-0.39,32,10.35,-0.07,-0.01
229,2.5,6.187,Approved,22.65,2.04,9.9,40.19,38.19,687,8,-2,21,14.93,-0.68,-0.07
3680,2.529,6.386,Approved,21.67,2,10.6,41.45,40.53,682,5.3,-0.92,21,11.99,-0.19,-0.12
5614,2.657,6.007,Approved,25.33,2.05,9.8,40.14,39.55,483,5.5,-0.59,22,13.89,-0.06,0.01
1901,2.741,6.361,Approved,21.83,1.97,11.6,40.99,40.57,371,5.9,-0.42,32,10.04,-0.39,-0.14
1450,2.535,6.352,Approved,21.52,1.96,11.6,41.18,40.09,386,7.5,-1.09,32,9.34,-0.14,-0.07
1754,2.233,5.259,Approved,23.4,2.02,10.7,42.13,41.83,511,5.8,-0.3,21,13.06,-0.09,0.02
388,2.726,6.333,Approved,24.55,2.02,11.8,40.83,40.26,348,5.6,-0.57,32,12.8,-0.28,-0.16
1831,2.52,6.203,Approved,21.57,2.06,10.2,40.65,40.46,686,7.8,-0.19,21,11.02,-0.03,0
1876,2.788,6.037,Approved,23.77,2.08,10.2,37.78,35.83,354,9.9,-1.95,31,12.6,-0.01,0.01
1328,2.62,6.503,Approved,18.78,1.96,9.7,37.9,34.31,293,7.6,-3.59,44,15,-0.55,-0.06
1784,2.222,5.648,Approved,23.98,2,11.7,41.09,40.19,383,4.6,-0.9,21,9.44,-0.37,-0.01
4212,2.703,6.136,Approved,21.83,2.09,11.9,41.22,40.58,342,5.1,-0.64,11,15.52,-0.32,-0.1
7091,2.616,6.089,Approved,20.4,2.03,11.3,40.4,39.91,513,4.8,-0.49,21,13.51,-0.09,0.01
1393,2.731,6.045,Approved,23.62,2.08,11.2,41,40.2,355,5.9,-0.8,32,14.01,-0.06,-0.02
2577,2.476,6.312,Approved,26.72,1.99,10.9,40.9,40.18,357,6.5,-0.72,32,14.13,-0.2,-0.14
7112,2.964,5.884,Approved,20.32,2.1,10.5,39.15,37.36,511,7,-1.79,21,9.8,-0.3,-0.01
2559,2.455,6.418,Approved,23.18,1.96,11.4,41.87,40.91,437,4.9,-0.96,31,11.06,-0.31,-0.06
5375,2.796,6.12,Approved,23.63,1.91,9.6,40.95,39.35,414,6.8,-1.6,21,12.82,-0.06,0
680,2.677,6.198,Approved,18.75,1.95,11.3,41.76,40.97,285,6.6,-0.79,36,11.21,-0.35,0
2665,2.772,6.122,Approved,24.67,2.04,10.7,41.29,40.22,476,4.6,-1.07,21,13.99,-0.04,-0.02
341,2.335,5.783,Approved,18.23,1.97,9.6,41.29,40.31,808,4.8,-0.98,21,10.81,-0.03,0.05
1560,2.51,6.284,Approved,25.15,2.1,10.4,41.27,40.2,676,5.1,-1.07,21,11.71,-0.21,-0.07
1174,3.127,6.594,Approved,23.08,2.06,11,40.98,40.27,352,6,-0.71,32,12.05,-0.34,-0.12
9765,2.812,6.319,Approved,22.27,2.1,10.5,40.59,37.15,555,8.2,-3.44,20,12.84,-0.05,-0.03
1556,2.487,6.429,Approved,22.25,2.03,11,41.29,40.42,422,5.6,-0.87,31,11.48,-0.41,-0.06
1501,2.601,5.979,Approved,23.73,1.95,10.3,41.38,40.67,516,4.9,-0.71,22,11.37,-0.09,-0.02
2512,2.523,6.38,Approved,20.95,1.99,11.7,41.78,40.69,791,6.9,-1.09,21,10.37,-0.29,-0.04
2541,2.561,7.219,Approved,23.53,2.02,12,41.13,39.89,228,9.9,-1.24,49,12.6,-0.11,-0.06
4169,2.611,5.902,Approved,20.2,1.97,10.5,41.26,40.36,527,4.6,-0.9,21,11.95,-0.22,-0.05
1954,2.613,5.611,Approved,24.68,1.99,12.3,40.85,40.13,362,6.2,-0.72,31,13.64,-0.2,-0.07
1872,2.776,6.835,Approved,16.8,2.11,11,40.4,39.59,304,7.4,-0.81,36,10.85,-0.12,-0.07
1910,2.323,5.389,Approved,20.87,1.95,9.7,41.74,40.17,862,5.1,-1.57,21,14.17,-0.26,-0.03
5872,1.995,6.655,Approved,22.55,2,11.2,41.41,40.17,505,5.6,-1.24,21,9.06,-0.11,-0.03
5708,2.614,5.89,Approved,18.38,2.06,10.2,40.61,40.02,437,5.2,-0.59,21,11.22,-0.09,-0.01
1785,2.039,5.718,Approved,19.13,1.99,10.7,40.45,38.74,647,6.8,-1.71,21,10.16,-0.11,-0.04
85,2.78,6.588,Approved,21.82,2.04,13.6,41.67,40.99,449,7.4,-0.68,31,12.25,-0.24,-0.03
1326,2.083,6.998,Approved,24,1.89,11.1,39.7,37.55,343,9,-2.15,35,13.56,-0.29,-0.05
4067,2.747,6.49,Approved,22.2,2.07,10.1,40.16,40.31,325,6.9,0.15,32,15.46,-0.43,-0.04
5468,2.942,5.116,Approved,22.68,2.15,8.8,40.78,38.79,676,5.8,-1.99,21,12.31,-0.48,-0.03
1663,2.42,6.438,Approved,21.38,1.89,10.9,40.44,38.6,275,8.2,-1.84,44,12.15,-0.5,-0.11
2467,2.579,6.286,Approved,21.97,1.98,9.2,39.13,38.19,461,6,-0.94,21,12.45,-0.15,-0.04
344,2.357,7.079,Approved,21.47,1.87,10.4,40.75,39.82,474,9.2,-0.93,21,13.4,-0.26,-0.09
1072,2.713,6.851,Approved,21.28,2.07,9.9,38.33,35.85,445,10.8,-2.48,31,14.62,-0.23,-0.01
11301,2.606,6.369,Approved,22.5,2.11,11,41.18,40.61,492,5.5,-0.57,21,12.55,-0.06,-0.01
1422,2.515,5.956,Approved,17.6,1.87,10.8,41.11,40.34,389,5.3,-0.77,31,13.15,-0.3,-0.1
2077,2.998,6.721,Approved,27.58,1.74,10.5,40.3,40.09,476,4.6,-0.21,31,11.4,-0.05,0.02
3568,2.848,6.386,Approved,23.65,2.01,9.9,40.64,39.91,877,7,-0.73,21,8.18,-0.06,0
3890,2.748,6.004,Approved,22.68,2.05,9.9,40.8,39.75,504,4.9,-1.05,21,10.02,-0.14,-0.01
1538,2.701,5.871,Approved,21.9,2.06,10.5,41.23,40.47,686,4.5,-0.76,21,12.6,-0.11,-0.01
1453,2.063,5.819,Approved,23.1,2.02,10.6,42.18,41.14,710,5.2,-1.04,21,10.67,-0.32,-0.06
1886,2.642,7.145,Approved,22.7,1.84,12,40.57,40.23,316,8.8,-0.34,36,15.02,-0.57,-0.38
1683,2.47,5.903,Approved,22.15,2.11,10,39.87,39.31,474,6.5,-0.56,22,13.06,-0.24,0
8547,2.513,6.481,Approved,22.7,2.11,9.3,37.75,34.32,621,7.4,-3.43,21,13.41,-0.21,0.01
2435,2.69,7.342,Approved,21,2.11,12.2,39.75,38.12,311,10,-1.63,32,9.73,-0.34,-0.01
471,2.881,5.888,Approved,21.58,2.22,9.1,37.27,34.3,582,7.7,-2.97,21,11.28,-0.06,0.01
76,2.474,6.728,Approved,21.13,1.96,12.2,40.84,40.76,312,6.4,-0.08,31,9.74,-0.09,-0.03
1557,2.6,5.534,Approved,27.2,2.24,9.4,37.77,34.18,638,9.1,-3.59,21,14.96,-0.02,0.04
1512,2.652,6.866,Approved,19.18,1.92,12,41.43,40.77,331,6.3,-0.66,32,10.24,-0.11,0
5510,2.33,5.637,Approved,24.05,2.05,9,39.6,38.39,448,6.3,-1.21,22,12.18,-0.36,0.02
2467,2.811,6.002,Approved,20.5,2,10.9,40.9,40.04,441,5.7,-0.86,21,11.39,-0.23,-0.04
1778,2.429,6.225,Approved,22.02,1.98,9.6,40.56,39.82,681,5.2,-0.74,21,9.27,-0.24,0.02
3065,2.5,6.086,Approved,22.07,1.99,10.8,40.8,40.08,615,6.7,-0.72,21,9.97,-0.17,-0.01
1627,3.021,6.158,Approved,21.85,1.96,10.8,40.41,39.89,485,5,-0.52,21,13.36,-0.23,-0.14
4037,2.64,6.236,Approved,22.88,2.03,11.6,41.21,40.67,430,4.8,-0.54,21,14.12,-0.25,-0.14
2759,2.517,6.134,Approved,25.05,2,10,41.6,40.7,497,4.9,-0.9,22,12.15,-0.06,-0.03
1260,2.694,6.85,Approved,19.48,1.96,10.5,41.27,40.22,246,8,-1.05,40,11.5,-0.62,-0.1
1325,2.622,6.253,Approved,21.7,1.93,11.9,40.79,40.05,353,7.1,-0.74,40,9.05,-0.07,0.01
1488,2.69,4.996,Approved,21.68,1.97,9.9,39.43,37.99,418,6.5,-1.44,21,12.75,-0.12,-0.07
1539,2.678,6.63,Approved,23.07,1.92,9.7,40.88,40.05,509,6.2,-0.83,21,12.87,-0.06,-0.01
41,2.989,6.526,Approved,21,2.12,11.7,40.41,39.81,391,6.2,-0.6,21,11.32,-0.03,0.03
1990,2.92,6.394,Approved,24.35,2.13,9.4,40.8,39.77,626,5.5,-1.03,21,12.18,-0.21,-0.03
1423,2.581,6.207,Approved,20.73,1.97,9.8,40.13,38.7,893,5.7,-1.43,21,13.03,-0.33,-0.1
1516,2.384,6.567,Approved,24.32,1.93,12.6,40.42,39.24,362,7.8,-1.18,32,11.46,-0.16,-0.08
2604,2.861,6.531,Approved,18.35,1.9,11.4,40.43,39.25,413,6.3,-1.18,21,11.57,-0.19,-0.02
1653,2.37,6.48,Approved,26.3,2.09,9.8,40.54,40.39,339,6.4,-0.15,32,9.66,-0.14,0
42,2.62,6.104,Approved,23.32,2.01,9.9,40.06,38.58,445,5.4,-1.48,21,14.71,-0.36,0
9104,2.446,6.153,Approved,21.72,1.86,10.6,40.19,38.88,336,7.8,-1.31,32,10.75,-0.24,-0.04
4890,2.686,6.528,Approved,23.38,2.05,8.7,40.83,40.05,596,6.6,-0.78,21,12.13,0,0.03
1322,2.877,6.056,Approved,21.7,2.01,10.7,41.7,40.75,475,5.2,-0.95,32,8.85,-0.51,0
2299,2.325,6.198,Approved,29.32,2.01,11.4,40.7,40.27,366,5.2,-0.43,31,10.53,-0.27,-0.08
1163,2.682,5.941,Approved,21.23,2.02,10.9,41.35,39.46,813,6.2,-1.89,21,9.3,-0.23,-0.06
1630,2.842,5.787,Approved,20.82,1.98,10.8,41.44,40.69,374,5.9,-0.75,32,9.51,-0.17,-0.01
1573,2.599,6.601,Approved,21.62,2.03,10.1,38.09,35.62,341,11.2,-2.47,65,11.46,-0.25,-0.08
