time_betw_scan_hours,CA,YM,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
0.093,0.205,0.842,0.321,0.343,0.495,0.378,0.356,0.599,0.290,0.532,0.301,0.606
0.078,0.262,0.842,0.245,0.438,0.747,0.731,0.227,0.543,0.611,0.928,0.865,0.648
0.138,0.262,0.000,0.278,0.324,0.820,0.774,0.835,0.056,0.577,0.139,0.910,0.746
0.006,0.078,0.421,0.264,0.390,0.888,0.867,0.771,0.066,0.660,0.397,0.474,0.634
0.061,0.157,0.842,0.292,0.448,0.556,0.489,0.401,0.467,0.422,0.639,0.820,0.718
0.055,0.262,0.842,0.288,0.552,0.789,0.744,0.142,0.558,0.566,0.824,0.729,0.676
0.009,0.262,0.842,0.410,0.390,0.277,0.110,0.348,0.254,0.094,0.262,0.842,0.915
0.350,0.262,0.842,0.278,0.514,0.547,0.565,0.083,0.513,0.604,0.534,0.925,0.704
0.079,0.078,0.842,0.434,0.438,0.429,0.403,0.396,0.330,0.459,0.480,0.481,0.282
0.044,0.078,0.842,0.547,0.371,0.117,0.047,0.614,0.234,0.237,0.371,0.602,0.718
0.101,0.186,0.842,0.307,0.476,0.433,0.405,0.133,0.310,0.456,0.488,0.835,0.662
0.045,0.262,0.842,0.344,0.629,0.329,0.304,0.322,0.538,0.421,0.651,0.812,0.662
0.018,0.262,0.842,0.255,0.705,0.807,0.847,0.082,0.132,0.758,0.089,0.842,0.662
0.065,0.262,0.842,0.297,0.429,0.584,0.570,0.281,0.513,0.549,0.876,0.812,0.620
0.190,0.262,0.842,0.363,0.333,0.493,0.478,0.248,0.426,0.508,0.553,0.955,0.732
0.082,0.262,0.421,0.245,0.371,0.831,0.820,0.710,0.056,0.657,0.351,0.917,0.746
0.144,0.192,0.842,0.236,0.543,0.755,0.700,0.307,0.386,0.530,0.509,0.526,0.620
0.008,0.078,0.842,0.420,0.486,0.166,0.201,0.192,0.223,0.481,0.717,0.744,0.648
0.057,0.078,0.842,0.255,0.448,0.687,0.672,0.694,0.132,0.590,0.304,0.782,0.648
0.074,0.262,0.842,0.292,0.648,0.797,0.854,0.072,0.178,0.789,0.416,0.842,0.662
0.139,0.262,0.421,0.363,0.400,0.646,0.591,0.167,0.396,0.486,0.614,0.850,0.662
0.131,0.262,0.421,0.462,0.333,0.335,0.248,0.683,0.071,0.288,0.155,0.902,0.761
0.285,0.078,0.842,0.142,0.505,0.676,0.659,0.129,0.492,0.579,0.849,0.489,0.606
0.292,0.078,0.421,0.175,0.486,0.788,0.723,0.130,0.416,0.523,0.756,0.602,0.634
0.051,0.262,0.421,0.349,0.343,0.631,0.521,0.309,0.503,0.361,0.863,0.000,0.648
0.136,0.262,0.842,0.307,0.476,0.656,0.603,0.167,0.619,0.496,0.705,0.774,0.535
0.069,0.260,0.421,0.434,0.276,0.129,0.127,0.720,0.569,0.389,0.595,0.902,0.690
0.147,0.262,0.842,0.231,0.467,0.734,0.747,0.215,0.371,0.668,0.638,0.895,0.662
0.223,0.213,0.421,0.396,0.324,0.397,0.183,0.589,0.376,0.043,0.845,0.519,0.704
0.015,0.262,0.842,0.297,0.429,0.651,0.576,0.218,0.629,0.444,0.800,0.842,0.690
0.217,0.191,0.421,0.467,0.276,0.105,0.090,0.574,0.421,0.351,0.390,0.910,0.732
0.072,0.078,0.842,0.307,0.324,0.582,0.593,0.496,0.391,0.602,0.353,0.692,0.690
0.005,0.262,0.842,0.292,0.390,0.627,0.641,0.213,0.376,0.626,0.455,0.857,0.521
0.275,0.262,0.421,0.358,0.267,0.502,0.467,0.799,0.305,0.470,0.522,0.857,0.690
0.071,0.206,0.842,0.264,0.495,0.664,0.650,0.140,0.391,0.582,0.667,0.865,0.746
0.062,0.262,0.421,0.264,0.343,0.450,0.381,0.388,0.827,0.376,0.902,0.436,0.676
0.042,0.078,0.842,0.274,0.495,0.728,0.741,0.260,0.487,0.667,0.944,0.429,0.634
0.206,0.154,0.842,0.325,0.314,0.616,0.466,0.463,0.386,0.270,0.500,0.278,0.662
0.234,0.162,0.421,0.245,0.314,0.833,0.830,0.797,0.081,0.675,0.359,0.850,0.648
0.354,0.262,0.842,0.255,0.486,0.670,0.696,0.175,0.442,0.670,0.193,0.662,0.577
0.082,0.262,0.808,0.373,0.352,0.427,0.406,0.320,0.310,0.469,0.436,0.376,0.465
0.280,0.262,0.842,0.236,0.552,0.844,0.823,0.111,0.655,0.642,0.965,0.353,0.507
0.197,0.262,0.842,0.302,0.514,0.696,0.682,0.076,0.299,0.594,0.416,0.707,0.479
0.115,0.262,0.842,0.302,0.667,0.767,0.801,0.082,0.213,0.728,0.521,0.947,0.789
0.157,0.262,0.842,0.269,0.600,0.833,0.868,0.071,0.234,0.756,0.575,0.737,0.465
0.010,0.262,0.421,0.231,0.638,0.773,0.694,0.095,0.457,0.486,0.456,0.526,0.282
0.053,0.078,0.443,0.255,0.581,0.772,0.790,0.080,0.117,0.696,0.607,0.835,0.493
0.248,0.262,0.842,0.203,0.467,0.702,0.758,0.111,0.508,0.749,0.660,0.895,0.634
0.082,0.262,0.842,0.269,0.429,0.672,0.676,0.181,0.406,0.623,0.433,0.564,0.606
0.122,0.198,0.842,0.316,0.476,0.632,0.574,0.189,0.482,0.474,0.491,0.677,0.592
0.091,0.262,0.842,0.283,0.590,0.780,0.844,0.069,0.239,0.798,0.529,0.880,0.662
0.267,0.262,0.842,0.217,0.610,0.789,0.809,0.083,0.244,0.707,0.380,0.398,0.479
0.074,0.262,0.842,0.231,0.676,0.773,0.759,0.120,0.437,0.627,0.675,0.767,0.507
0.070,0.078,0.842,0.264,0.667,0.805,0.770,0.077,0.274,0.594,0.634,0.820,0.606
0.068,0.078,0.842,0.212,0.686,0.858,0.879,0.064,0.147,0.737,0.580,0.782,0.549
0.074,0.078,0.842,0.302,0.448,0.687,0.694,0.139,0.365,0.637,0.409,0.639,0.493
0.059,0.262,0.725,0.302,0.229,0.356,0.378,0.387,0.518,0.533,0.266,0.842,0.634
0.005,0.262,0.842,0.406,0.448,0.373,0.352,0.475,0.401,0.446,0.565,0.278,0.479
0.293,0.179,0.421,0.278,0.390,0.658,0.608,0.763,0.188,0.503,0.448,0.872,0.718
0.073,0.262,0.842,0.297,0.752,0.676,0.687,0.182,0.365,0.640,0.539,0.797,0.338
0.074,0.078,0.842,0.217,0.533,0.827,0.711,0.163,0.472,0.430,0.494,0.654,0.592
0.014,0.198,0.842,0.226,0.686,0.771,0.812,0.080,0.173,0.745,0.354,0.805,0.704
0.096,0.078,0.842,0.259,0.476,0.713,0.701,0.114,0.371,0.607,0.478,0.722,0.577
0.073,0.262,0.842,0.269,0.457,0.705,0.687,0.310,0.391,0.590,0.647,0.789,0.577
0.234,0.262,0.421,0.264,0.352,0.844,0.857,0.820,0.076,0.714,0.508,0.857,0.620
0.085,0.169,0.421,0.217,0.724,0.742,0.837,0.042,0.030,0.848,0.505,0.820,0.437
0.079,0.184,0.421,0.259,0.524,0.819,0.855,0.074,0.102,0.752,0.415,0.489,0.451
0.152,0.212,0.783,0.264,0.724,0.518,0.539,0.120,0.472,0.596,0.447,0.647,0.493
0.213,0.262,0.842,0.325,0.324,0.466,0.391,0.559,0.274,0.369,0.645,0.857,0.690
0.064,0.078,0.421,0.241,0.571,0.791,0.842,0.061,0.096,0.773,0.735,0.737,0.606
0.049,0.262,0.421,0.292,0.276,0.408,0.310,0.388,0.142,0.296,0.360,0.519,0.577
0.083,0.262,0.000,0.274,0.410,0.767,0.799,0.724,0.112,0.724,0.373,0.602,0.676
0.164,0.262,0.940,0.269,0.667,0.811,0.748,0.171,0.391,0.536,0.650,0.782,0.704
0.279,0.262,0.842,0.278,0.333,0.478,0.457,0.486,0.208,0.489,0.524,0.902,0.732
0.221,0.262,0.421,0.311,0.457,0.734,0.705,0.181,0.401,0.579,0.393,0.850,0.634
0.001,0.181,0.421,0.278,0.457,0.901,0.892,0.783,0.091,0.689,0.649,0.895,0.690
0.064,0.262,0.421,0.269,0.533,0.884,0.908,0.729,0.096,0.753,0.747,0.887,0.704
0.069,0.262,0.842,0.368,0.390,0.528,0.433,0.226,0.584,0.351,0.836,0.925,0.690
0.065,0.186,0.421,0.274,0.438,0.833,0.850,0.735,0.036,0.717,0.571,0.910,0.704
0.204,0.262,0.842,0.250,0.619,0.769,0.723,0.322,0.381,0.557,0.448,0.474,0.507
0.077,0.078,0.842,0.222,0.533,0.817,0.852,0.062,0.127,0.749,0.400,0.534,0.437
0.282,0.192,0.842,0.302,0.495,0.732,0.737,0.131,0.553,0.651,0.292,0.842,0.676
0.045,0.155,0.421,0.316,0.457,0.663,0.553,0.403,0.381,0.376,0.524,0.211,0.746
0.500,0.262,0.842,0.354,0.467,0.508,0.465,0.237,0.513,0.455,0.554,0.451,0.620
0.072,0.220,0.758,0.344,0.533,0.579,0.591,0.201,0.533,0.604,0.513,0.857,0.704
0.079,0.179,0.842,0.208,0.695,0.882,0.845,0.061,0.437,0.623,0.347,0.511,0.268
0.086,0.200,0.842,0.330,0.371,0.488,0.414,0.311,0.228,0.380,0.401,0.729,0.465
0.171,0.262,0.842,0.321,0.333,0.408,0.240,0.473,0.964,0.146,0.768,0.744,0.859
0.089,0.196,0.421,0.278,0.457,0.846,0.796,0.790,0.086,0.578,0.210,0.737,0.662
0.074,0.212,0.587,0.311,0.495,0.393,0.444,0.134,0.264,0.609,0.509,0.692,0.620
0.029,0.183,0.711,0.236,0.619,0.828,0.859,0.049,0.234,0.746,0.262,0.759,0.718
0.041,0.262,0.421,0.354,0.276,0.071,0.045,0.787,0.284,0.313,0.492,0.835,0.690
0.090,0.262,0.842,0.203,0.810,0.709,0.777,0.020,0.086,0.778,0.594,0.617,0.507
0.121,0.177,0.842,0.509,0.333,0.433,0.358,0.332,0.604,0.357,0.485,0.436,0.352
0.127,0.078,0.421,0.358,0.381,0.505,0.413,0.437,0.487,0.350,0.755,0.534,0.366
0.066,0.262,0.842,0.278,0.410,0.451,0.579,0.305,0.381,0.800,0.423,0.368,0.296
0.050,0.262,0.421,0.278,0.419,0.793,0.728,0.836,0.051,0.525,0.485,0.887,0.690
0.007,0.262,0.421,0.264,0.419,0.842,0.881,0.768,0.046,0.769,0.141,0.910,0.704
0.140,0.262,0.842,0.269,0.343,0.641,0.651,0.225,0.386,0.623,0.515,0.872,0.648
0.054,0.262,0.842,0.325,0.371,0.531,0.501,0.243,0.706,0.492,0.517,0.669,0.676
0.009,0.236,0.421,0.274,0.305,0.619,0.548,0.706,0.091,0.441,0.315,0.857,0.704
0.029,0.181,0.842,0.269,0.467,0.661,0.520,0.235,0.497,0.308,0.660,0.714,0.662
0.082,0.248,0.842,0.189,0.686,0.913,0.832,0.111,0.462,0.540,0.534,0.812,0.535
0.071,0.262,0.842,0.292,0.438,0.753,0.705,0.201,0.442,0.545,0.685,0.556,0.662
0.041,0.078,0.842,0.330,0.457,0.460,0.341,0.536,0.330,0.272,0.698,0.880,0.718
0.059,0.262,0.842,0.292,0.543,0.513,0.528,0.151,0.371,0.581,0.549,0.414,0.549
0.052,0.213,0.842,0.316,0.324,0.557,0.530,0.223,0.523,0.510,0.721,0.692,0.592
0.026,0.164,0.842,0.231,0.619,0.706,0.728,0.151,0.391,0.677,0.314,0.925,0.704
0.079,0.195,0.842,0.255,0.486,0.705,0.766,0.132,0.396,0.760,0.570,0.459,0.549
0.128,0.262,0.842,0.325,0.305,0.311,0.285,0.341,0.340,0.412,0.434,0.805,0.690
0.150,0.262,0.421,0.358,0.514,0.534,0.392,0.700,0.213,0.255,0.323,0.617,0.718
0.350,0.262,0.000,0.302,0.324,0.670,0.679,0.911,0.137,0.633,0.475,0.932,0.746
0.226,0.166,0.842,0.358,0.648,0.512,0.488,0.294,0.645,0.497,0.800,0.872,0.676
0.054,0.078,0.842,0.165,0.533,0.854,0.737,0.185,0.411,0.438,0.529,0.887,0.704
0.056,0.078,0.421,0.321,0.267,0.472,0.417,0.675,0.264,0.414,0.472,0.571,0.732
0.023,0.078,0.421,0.259,0.314,0.643,0.542,0.977,0.239,0.386,0.443,0.902,0.718
0.168,0.179,0.842,0.330,0.486,0.193,0.085,0.360,0.462,0.185,0.541,0.827,0.915
0.385,0.078,0.842,0.179,0.533,0.731,0.776,0.052,0.340,0.737,0.300,0.714,0.535
0.080,0.262,0.842,0.311,0.295,0.545,0.301,0.376,0.381,0.040,0.855,0.647,0.704
0.041,0.078,0.421,0.288,0.286,0.627,0.592,0.710,0.122,0.521,0.203,0.820,0.690
0.076,0.196,0.842,0.245,0.648,0.746,0.803,0.076,0.117,0.767,0.418,0.850,0.775
0.082,0.160,0.000,0.278,0.324,0.728,0.663,0.715,0.096,0.498,0.386,0.617,0.620
0.068,0.194,0.000,0.340,0.333,0.716,0.595,0.946,0.112,0.373,0.608,0.887,0.718
0.145,0.262,0.842,0.297,0.743,0.740,0.815,0.053,0.208,0.804,0.408,0.812,0.676
0.085,0.078,0.421,0.307,0.390,0.304,0.331,0.403,0.188,0.523,0.379,0.316,0.451
0.116,0.262,0.842,0.241,0.571,0.798,0.827,0.023,0.198,0.728,0.571,0.571,0.535
0.141,0.262,0.421,0.307,0.562,0.731,0.672,0.089,0.447,0.512,0.699,0.053,0.014
0.060,0.262,0.842,0.283,0.486,0.732,0.738,0.122,0.381,0.652,0.373,0.436,0.408
0.002,0.218,0.842,0.189,0.162,0.380,0.473,0.263,0.548,0.696,0.143,0.925,0.620
0.078,0.262,0.421,0.335,0.390,0.439,0.464,0.298,0.193,0.572,0.488,0.857,0.676
0.057,0.262,0.305,0.208,0.438,0.820,0.774,0.818,0.102,0.577,0.284,0.797,0.577
0.236,0.262,0.842,0.292,0.486,0.771,0.743,0.155,0.426,0.596,0.773,0.128,0.366
0.056,0.230,0.842,0.274,0.362,0.454,0.410,0.185,0.853,0.430,0.644,0.211,0.099
0.138,0.262,0.000,0.292,0.352,0.795,0.745,0.715,0.127,0.557,0.484,0.842,0.690
0.001,0.262,0.421,0.278,0.381,0.503,0.414,0.315,0.411,0.355,0.604,0.917,0.704
0.079,0.262,0.842,0.231,0.533,0.818,0.778,0.079,0.503,0.589,0.408,0.895,0.634
0.071,0.078,0.421,0.321,0.381,0.630,0.585,0.396,0.396,0.499,0.645,0.865,0.718
0.068,0.262,0.842,0.189,0.400,0.616,0.528,0.250,0.426,0.403,0.878,0.571,0.704
0.071,0.156,0.842,0.382,0.419,0.435,0.346,0.294,0.858,0.327,0.613,0.368,0.437
0.164,0.184,0.842,0.274,0.638,0.767,0.831,0.128,0.482,0.790,0.498,0.624,0.592
0.218,0.078,0.842,0.307,0.381,0.439,0.348,0.293,0.863,0.325,0.849,0.880,0.690
0.075,0.262,0.842,0.373,0.495,0.561,0.556,0.305,0.452,0.559,0.240,0.902,0.831
0.059,0.262,0.842,0.264,0.933,0.757,0.792,0.117,0.259,0.725,0.219,0.752,0.648
0.065,0.262,0.842,0.118,0.543,0.815,0.864,0.079,0.203,0.779,0.287,0.586,0.592
0.078,0.262,0.421,0.302,0.324,0.471,0.331,0.587,0.213,0.231,0.362,0.774,0.704
0.056,0.078,0.421,0.264,0.400,0.792,0.829,0.776,0.056,0.743,0.216,0.895,0.718
0.418,0.262,0.842,0.278,0.381,0.572,0.555,0.199,0.411,0.536,0.685,0.677,0.634
0.078,0.262,0.842,0.274,0.552,0.689,0.702,0.055,0.503,0.649,0.375,0.038,0.310
0.074,0.246,0.842,0.179,0.476,0.817,0.871,0.083,0.091,0.792,0.615,0.842,0.606
0.136,0.261,0.421,0.321,0.400,0.721,0.720,0.770,0.112,0.634,0.716,0.820,0.648
0.071,0.262,0.421,0.307,0.524,0.344,0.357,0.234,0.218,0.507,0.359,0.368,0.479
0.066,0.262,0.842,0.269,0.524,0.722,0.749,0.075,0.254,0.694,0.723,0.857,0.620
0.126,0.078,0.421,0.274,0.676,0.802,0.815,0.058,0.269,0.696,0.508,0.398,0.606
0.124,0.078,0.595,0.283,0.638,0.719,0.746,0.095,0.492,0.691,0.855,0.120,0.648
0.044,0.218,0.842,0.245,0.514,0.819,0.829,0.079,0.223,0.696,0.991,0.474,0.507
0.002,0.229,0.842,0.142,0.095,0.325,0.426,0.304,0.340,0.690,0.080,0.932,0.606
0.081,0.262,0.234,0.344,0.343,0.522,0.412,0.961,0.239,0.316,0.384,0.857,0.676
0.075,0.262,0.842,0.269,0.333,0.626,0.561,0.180,0.782,0.456,0.825,0.038,0.577
0.352,0.078,0.421,0.340,0.419,0.501,0.486,0.411,0.091,0.513,0.588,0.744,0.634
0.209,0.262,0.842,0.288,0.610,0.784,0.840,0.082,0.218,0.781,0.460,0.722,0.662
0.006,0.262,0.842,0.335,0.410,0.559,0.577,0.322,0.452,0.606,0.631,0.699,0.535
0.060,0.262,0.421,0.269,0.619,0.678,0.670,0.211,0.406,0.602,0.594,0.752,0.507
0.072,0.262,0.421,0.250,0.914,0.816,0.848,0.192,0.137,0.744,0.505,0.917,0.676
0.052,0.262,0.842,0.269,0.514,0.776,0.793,0.173,0.467,0.694,0.460,0.699,0.535
0.071,0.262,0.421,0.255,0.410,0.875,0.849,0.916,0.051,0.642,0.223,0.917,0.718
0.177,0.262,0.842,0.259,0.476,0.744,0.735,0.203,0.381,0.624,0.431,0.865,0.676
0.066,0.078,0.421,0.274,0.381,0.861,0.849,0.889,0.107,0.667,0.485,0.932,0.746
0.072,0.262,0.842,0.189,0.448,0.687,0.638,0.226,0.462,0.516,0.698,0.489,0.549
0.160,0.262,0.842,0.236,0.514,0.549,0.538,0.255,0.421,0.541,0.525,0.850,0.620
0.068,0.262,0.842,0.269,0.438,0.748,0.724,0.176,0.365,0.595,0.628,0.759,0.620
0.067,0.078,0.842,0.330,0.333,0.767,0.749,0.166,0.386,0.615,0.706,0.241,0.042
0.003,0.262,0.421,0.307,0.371,0.605,0.531,0.741,0.198,0.429,0.196,0.774,0.606
0.121,0.262,0.842,0.283,0.457,0.782,0.846,0.081,0.244,0.798,0.255,0.586,0.380
0.094,0.078,0.842,0.217,0.619,0.815,0.846,0.083,0.203,0.741,0.351,0.526,0.268
0.136,0.078,0.421,0.274,0.486,0.824,0.794,0.711,0.081,0.614,0.400,0.744,0.563
0.200,0.262,0.842,0.245,0.724,0.779,0.812,0.124,0.452,0.730,0.459,0.632,0.577
0.092,0.199,0.842,0.231,0.943,0.837,0.878,0.089,0.213,0.771,0.371,0.789,0.563
0.009,0.262,0.842,0.340,0.695,0.643,0.630,0.329,0.401,0.575,0.359,0.805,0.676
0.081,0.151,0.421,0.269,0.486,0.773,0.746,0.898,0.086,0.598,0.533,0.737,0.746
0.087,0.172,0.842,0.358,0.390,0.240,0.275,0.259,0.274,0.513,0.475,0.602,0.535
0.001,0.172,0.421,0.321,0.371,0.398,0.335,0.430,0.325,0.368,0.824,0.489,0.592
0.087,0.078,0.421,0.264,0.400,0.818,0.851,0.754,0.081,0.745,0.086,0.887,0.690
0.023,0.078,0.421,0.264,0.410,0.602,0.609,0.187,0.391,0.600,0.408,0.436,0.606
0.125,0.078,0.842,0.212,0.581,0.777,0.827,0.066,0.213,0.765,0.368,0.737,0.592
0.099,0.190,0.421,0.288,0.343,0.560,0.327,0.400,0.112,0.067,0.661,0.835,0.662
0.075,0.262,0.842,0.245,0.533,0.779,0.834,0.079,0.147,0.777,0.550,0.744,0.592
0.077,0.262,0.842,0.264,0.695,0.783,0.836,0.004,0.269,0.774,0.438,0.857,0.704
0.161,0.262,0.650,0.259,0.410,0.441,0.349,0.368,0.345,0.322,0.728,0.677,0.662
0.063,0.262,0.421,0.363,0.305,0.441,0.431,0.342,0.168,0.497,0.800,0.842,0.718
0.208,0.078,0.521,0.358,0.229,0.355,0.312,0.583,0.127,0.392,0.586,0.669,0.718
0.125,0.078,0.421,0.302,0.438,0.588,0.593,0.251,0.391,0.591,0.883,0.805,0.704
0.096,0.078,0.842,0.495,0.229,0.037,0.005,0.497,0.168,0.284,0.268,0.639,0.563
0.272,0.078,0.842,0.217,0.629,0.772,0.831,0.052,0.350,0.782,0.542,0.617,0.690
0.063,0.262,0.421,0.250,0.514,0.848,0.873,0.059,0.127,0.742,0.546,0.632,0.592
0.065,0.262,0.461,0.151,0.210,0.430,0.538,0.535,0.269,0.749,0.216,0.850,0.690
0.141,0.262,0.842,0.217,0.714,0.804,0.846,0.073,0.553,0.760,0.567,0.632,0.465
0.488,0.078,0.842,0.231,0.686,0.785,0.839,0.051,0.208,0.778,0.256,0.744,0.592
0.374,0.262,0.000,0.274,0.371,0.842,0.788,0.692,0.086,0.569,0.290,0.624,0.592
0.118,0.078,0.842,0.283,0.390,0.485,0.433,0.114,1.000,0.425,0.381,0.789,0.577
0.003,0.262,0.421,0.382,0.305,0.398,0.341,0.264,0.863,0.379,0.735,0.789,0.676
0.063,0.262,0.842,0.325,0.505,0.797,0.792,0.189,0.447,0.655,0.563,0.797,0.549
0.145,0.262,0.421,0.288,0.552,0.825,0.751,0.734,0.086,0.520,0.803,0.805,0.690
0.501,0.262,0.703,0.358,0.533,0.548,0.549,0.204,0.497,0.567,0.362,0.421,0.634
0.086,0.262,0.861,0.198,0.800,0.771,0.838,0.036,0.162,0.799,0.417,0.872,0.634
0.067,0.262,0.842,0.175,0.619,0.740,0.773,0.059,0.350,0.715,0.443,0.639,0.423
0.009,0.262,0.842,0.269,0.552,0.807,0.838,0.153,0.371,0.737,0.424,0.789,0.676
0.062,0.262,0.685,0.396,0.314,0.291,0.263,0.587,0.680,0.398,0.823,0.541,0.789
0.128,0.078,0.842,0.283,0.438,0.638,0.591,0.164,0.579,0.501,0.456,0.173,0.592
0.062,0.078,0.421,0.307,0.438,0.550,0.502,0.209,0.396,0.462,0.559,0.632,0.648
0.049,0.262,0.842,0.132,0.086,0.000,0.177,0.385,0.944,0.718,0.128,0.654,0.563
0.059,0.078,0.842,0.137,0.610,0.804,0.794,0.061,0.259,0.648,0.487,0.609,0.479
0.241,0.202,0.842,0.307,0.371,0.565,0.583,0.713,0.081,0.608,0.446,0.707,0.690
0.130,0.078,0.421,0.259,0.505,0.794,0.812,0.780,0.173,0.705,0.309,0.872,0.690
0.080,0.185,0.421,0.302,0.381,0.494,0.338,0.849,0.142,0.207,0.407,0.647,0.718
0.087,0.139,0.421,0.264,0.410,0.786,0.783,0.724,0.051,0.657,0.153,0.895,0.690
0.054,0.262,0.936,0.179,0.505,0.743,0.816,0.194,0.421,0.800,0.152,0.850,0.606
0.078,0.262,0.842,0.245,0.657,0.809,0.836,0.078,0.208,0.730,0.436,0.744,0.479
0.142,0.186,0.842,0.245,0.533,0.557,0.607,0.173,0.391,0.675,0.549,0.865,0.620
0.075,0.262,0.842,0.264,0.676,0.800,0.853,0.071,0.183,0.780,0.458,0.887,0.592
0.084,0.262,0.842,0.250,0.629,0.800,0.860,0.078,0.137,0.797,0.595,0.662,0.451
0.065,0.262,0.842,0.236,1.000,0.804,0.867,0.071,0.178,0.804,0.409,0.759,0.507
0.006,0.262,0.842,0.297,0.657,0.787,0.830,0.073,0.244,0.753,0.846,0.872,0.676
0.282,0.187,0.842,0.302,0.457,0.669,0.703,0.126,0.371,0.686,0.836,0.842,0.676
0.272,0.078,0.421,0.491,0.276,0.151,0.106,0.467,0.254,0.303,0.699,0.526,0.690
0.066,0.167,0.000,0.179,0.190,0.367,0.506,0.642,0.193,0.788,0.228,0.872,0.690
0.133,0.166,0.842,0.297,0.371,0.386,0.268,0.259,0.492,0.244,0.572,0.406,0.662
0.075,0.262,0.421,0.278,0.410,0.687,0.711,0.262,0.416,0.672,0.663,0.880,0.690
0.500,0.262,0.421,0.340,0.438,0.316,0.303,0.539,0.036,0.440,0.164,0.737,0.577
0.514,0.262,0.421,0.439,0.238,0.416,0.327,0.634,0.289,0.318,0.532,0.895,0.662
0.199,0.262,0.285,0.340,0.400,0.397,0.348,0.497,0.036,0.398,0.291,0.865,0.648
0.128,0.262,0.842,0.283,0.705,0.808,0.860,0.076,0.168,0.782,0.405,0.767,0.493
0.076,0.262,0.000,0.292,0.362,0.716,0.637,0.783,0.112,0.464,0.362,0.827,0.662
0.078,0.262,0.466,0.264,0.410,0.630,0.590,0.276,0.386,0.512,0.762,0.895,0.648
0.148,0.262,0.842,0.217,0.543,0.824,0.855,0.078,0.259,0.743,0.490,0.293,0.183
0.148,0.262,0.842,0.236,0.314,0.437,0.433,0.342,0.269,0.510,0.282,0.857,0.577
0.374,0.262,0.421,0.269,0.390,0.734,0.642,0.401,0.411,0.442,0.658,0.887,0.662
0.068,0.205,0.421,0.311,0.400,0.634,0.546,0.438,0.391,0.411,0.452,0.684,0.592
0.081,0.078,0.842,0.325,0.448,0.632,0.570,0.219,0.685,0.466,0.825,0.895,0.634
0.011,0.262,0.421,0.264,0.381,0.837,0.781,0.743,0.117,0.562,0.492,0.444,0.324
0.015,0.262,0.842,0.264,0.524,0.685,0.636,0.129,0.523,0.514,0.895,0.812,0.634
0.066,0.262,0.842,0.316,0.381,0.459,0.457,0.512,0.173,0.523,0.317,0.925,0.718
0.129,0.078,0.421,0.292,0.324,0.502,0.490,0.331,0.376,0.520,0.696,0.752,0.620
0.313,0.262,0.842,0.203,0.590,0.428,0.380,0.207,0.503,0.411,0.726,0.820,0.563
0.028,0.262,0.842,0.250,0.686,0.773,0.810,0.073,0.350,0.735,0.154,0.857,0.662
0.010,0.078,0.842,0.217,0.600,0.816,0.870,0.100,0.381,0.791,0.368,0.774,0.648
0.054,0.262,0.792,0.340,0.514,0.607,0.497,0.392,0.431,0.354,0.563,0.887,0.803
0.062,0.262,0.842,0.401,0.314,0.362,0.276,0.327,0.442,0.303,0.302,0.624,0.437
0.085,0.262,0.842,0.175,0.771,0.811,0.866,0.048,0.132,0.790,0.320,0.842,0.451
0.057,0.193,0.842,0.203,0.705,0.772,0.832,0.071,0.168,0.786,0.332,0.767,0.718
0.071,0.166,0.842,0.274,0.343,0.601,0.624,0.220,0.548,0.635,0.373,0.932,0.704
0.083,0.175,0.842,0.297,0.486,0.716,0.693,0.198,0.365,0.584,0.455,0.850,0.690
0.088,0.139,0.421,0.363,0.267,0.508,0.432,0.902,0.315,0.384,0.421,0.940,0.887
0.077,0.262,0.842,0.292,0.400,0.514,0.398,0.288,0.533,0.300,0.630,0.677,0.521
0.244,0.193,0.421,0.245,0.476,0.819,0.877,0.881,0.107,0.799,0.505,0.872,0.676
0.554,0.262,0.910,0.259,0.505,0.776,0.769,0.121,0.421,0.642,0.263,0.880,0.620
0.075,0.262,0.842,0.259,0.657,0.818,0.859,0.058,0.132,0.763,0.162,0.835,0.676
0.071,0.262,0.421,0.311,0.324,0.692,0.607,0.893,0.102,0.440,0.392,0.782,0.577
0.140,0.262,0.842,0.274,0.571,0.708,0.685,0.114,0.386,0.580,0.804,0.774,0.620
0.198,0.176,0.842,0.165,0.619,0.815,0.794,0.173,0.376,0.630,0.591,0.353,0.662
0.042,0.262,0.000,0.264,0.333,0.818,0.745,0.808,0.071,0.517,0.262,0.902,0.704
0.093,0.262,0.000,0.236,0.410,0.864,0.892,0.726,0.051,0.753,0.475,0.609,0.451
0.059,0.262,0.842,0.283,0.352,0.497,0.404,0.342,0.376,0.342,0.708,0.797,0.606
0.060,0.078,0.421,0.368,0.390,0.616,0.544,0.290,0.416,0.437,0.350,0.850,0.662
0.003,0.262,0.842,0.292,0.467,0.673,0.678,0.121,0.467,0.626,0.424,0.902,0.620
0.161,0.262,0.674,0.264,0.476,0.823,0.778,0.217,0.371,0.580,0.899,0.338,0.366
0.007,0.262,0.842,0.335,0.410,0.592,0.603,0.174,0.543,0.606,0.297,0.880,0.704
