time_betw_scan_hours,CA,YM,Class,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1063.000,2.504,5.458,0.000,0.380,0.600,4.930,489.000,0.000,0.210
2586.000,2.610,6.656,0.000,0.110,1.200,3.860,61.000,5.200,2.720
902.000,2.410,6.319,0.000,0.300,1.300,3.980,531.000,1.900,0.410
7531.000,2.694,6.832,0.000,0.180,0.000,1.440,72.000,7.800,4.270
6917.000,2.566,5.818,0.000,0.320,0.200,4.230,621.000,0.600,0.030
2409.000,2.736,6.780,0.000,0.280,3.800,4.520,410.000,3.400,0.190
10025.000,3.087,6.309,0.000,0.100,1.600,0.850,137.000,5.800,1.260
4721.000,2.520,6.908,0.000,0.210,2.800,4.730,458.000,6.300,0.180
1449.000,2.432,6.615,0.000,0.150,1.000,0.340,144.000,6.200,1.030
5619.000,2.678,6.908,0.000,0.160,0.600,1.980,209.000,8.300,1.080
3991.000,2.561,6.618,0.000,0.200,0.600,2.500,405.000,6.000,0.070
2434.000,2.680,6.739,0.000,0.290,0.200,3.450,270.000,5.900,1.030
136.000,2.989,6.910,0.000,0.160,0.100,1.200,281.000,9.200,0.990
1182.000,2.565,7.317,0.000,0.310,0.700,3.210,379.000,10.700,0.670
1735.000,2.600,6.857,0.000,0.080,0.200,2.840,270.000,6.000,0.820
956.000,2.720,6.875,0.000,0.300,1.400,3.980,333.000,5.900,0.210
1568.000,2.360,6.732,0.000,0.220,0.400,0.600,8.000,6.400,1.760
1214.000,2.620,6.355,0.000,0.250,0.100,2.890,284.000,7.600,2.240
2580.000,2.835,7.013,0.000,0.080,0.300,0.110,189.000,8.100,1.540
1274.000,2.708,6.910,0.000,0.220,1.100,4.550,254.000,6.700,1.040
853.000,2.898,6.777,0.000,0.150,0.900,2.390,153.000,8.500,2.290
1174.000,2.662,7.270,0.000,0.200,0.200,0.820,204.000,6.400,0.580
1189.000,2.610,7.270,0.000,0.250,1.300,0.230,311.000,5.800,1.210
1526.000,2.561,6.956,0.000,0.320,0.400,0.890,252.000,5.900,1.550
1250.000,2.350,6.251,0.000,0.020,0.100,1.830,161.000,5.600,4.720
16121.000,2.900,7.029,0.000,0.130,0.200,1.070,126.000,2.600,1.290
1037.000,2.978,7.056,0.000,0.270,2.800,2.380,397.000,5.800,0.530
1463.000,2.548,6.513,0.000,0.270,1.900,3.880,427.000,1.700,0.440
119.000,2.716,7.072,0.000,0.170,0.000,1.650,287.000,9.000,1.270
3100.000,2.683,7.050,0.000,0.330,0.400,1.340,322.000,6.500,0.740
529.000,2.610,6.341,0.000,0.280,0.600,4.310,429.000,2.000,0.680
4307.000,2.513,6.506,0.000,0.270,0.400,2.440,204.000,6.400,1.550
1426.000,2.620,5.656,0.000,0.170,0.700,0.160,519.000,1.200,2.660
2993.000,2.952,6.824,0.000,0.270,0.600,2.910,166.000,6.000,0.120
1651.000,2.745,5.638,0.000,0.280,0.500,4.190,427.000,0.400,0.540
1789.000,2.746,6.868,0.000,0.190,2.100,3.230,325.000,8.000,0.720
3805.000,2.796,6.877,0.000,0.100,1.800,4.000,20.000,4.600,0.060
1277.000,2.536,6.524,0.000,0.090,0.800,4.730,418.000,1.700,0.660
1642.000,2.460,6.127,0.000,0.070,1.400,1.710,50.000,4.800,2.240
1775.000,2.576,6.635,0.000,0.060,0.300,1.450,76.000,1.800,1.950
1729.000,2.688,6.954,0.000,0.260,1.800,0.040,399.000,6.800,3.150
1290.000,2.613,6.188,0.000,0.520,3.700,4.670,180.000,3.600,0.950
3010.000,2.759,6.634,0.000,0.380,2.600,4.070,417.000,1.200,0.560
1863.000,2.700,6.490,0.000,0.160,0.400,1.400,19.000,3.100,3.520
1617.000,2.496,7.280,0.000,0.050,1.300,0.970,136.000,8.800,1.130
2645.000,2.555,6.757,0.000,0.660,1.400,3.780,123.000,2.400,0.210
1949.000,2.186,6.929,0.000,0.160,0.100,2.090,146.000,7.100,2.950
585.000,2.513,6.663,0.000,0.300,2.400,4.150,438.000,2.000,0.450
1979.000,2.617,6.721,0.000,0.360,0.400,4.070,161.000,6.000,1.300
186.000,2.719,6.993,0.000,0.230,1.400,3.820,309.000,5.800,0.180
1440.000,2.240,6.783,0.000,0.390,2.500,4.480,401.000,2.000,0.810
5472.000,2.600,6.895,0.000,0.260,0.500,4.040,428.000,0.800,0.600
1675.000,2.663,6.003,0.000,0.270,0.800,5.400,430.000,0.300,0.350
820.000,2.676,6.385,0.000,0.150,0.400,2.100,327.000,6.100,1.090
1523.000,2.695,7.391,0.000,0.180,0.700,0.940,244.000,8.600,1.740
1871.000,2.501,7.131,0.000,0.400,0.800,3.640,327.000,8.700,0.370
1577.000,2.629,6.487,0.000,0.230,1.000,1.180,264.000,2.700,4.330
8708.000,2.664,6.757,0.000,0.040,0.300,0.950,222.000,10.600,3.420
1280.000,2.439,7.313,0.000,0.350,1.600,0.880,305.000,5.800,1.320
3781.000,2.962,6.724,0.000,0.320,0.300,1.180,284.000,11.900,3.340
1487.000,2.751,6.626,0.000,0.390,2.300,3.140,410.000,4.400,0.430
2617.000,2.175,7.009,0.000,0.820,1.500,2.090,483.000,2.800,0.800
1562.000,2.403,6.787,0.000,0.380,1.200,4.680,429.000,1.000,0.280
408.000,2.429,5.945,0.000,0.340,2.400,2.010,214.000,0.800,0.170
3765.000,2.702,6.509,0.000,0.100,0.400,0.700,42.000,6.400,0.430
2990.000,2.646,6.840,0.000,0.030,0.800,3.510,59.000,3.100,3.620
2455.000,2.982,6.545,0.000,0.030,0.500,3.120,204.000,2.800,2.090
902.000,2.460,6.493,0.000,0.210,0.600,0.780,235.000,9.200,2.710
5736.000,2.459,6.517,0.000,0.170,1.100,1.630,93.000,6.300,2.730
891.000,2.773,6.406,0.000,0.180,0.700,1.010,61.000,8.300,2.640
10691.000,2.839,7.359,0.000,0.360,1.100,3.030,134.000,6.200,0.190
80.000,2.861,6.936,0.000,0.200,0.600,2.870,245.000,8.500,1.210
1335.000,2.653,6.610,0.000,0.120,0.000,0.630,128.000,9.900,4.080
440.000,2.734,7.228,0.000,0.440,0.100,3.340,138.000,6.200,1.060
182.000,2.939,6.109,0.000,0.390,5.100,4.010,313.000,0.300,0.690
45.000,2.840,7.068,0.000,0.110,1.300,1.410,205.000,8.600,1.380
2988.000,2.690,6.605,0.000,0.350,1.300,4.590,408.000,3.600,0.230
778.000,2.731,6.515,0.000,0.050,0.700,1.190,134.000,4.200,1.720
4196.000,2.561,6.553,0.000,0.380,1.000,3.040,312.000,5.700,0.770
2435.000,2.480,5.203,0.000,0.070,1.000,0.770,516.000,2.500,2.500
914.000,2.816,6.650,0.000,0.020,1.500,0.070,51.000,7.200,1.930
1792.000,2.714,6.801,0.000,0.290,0.900,3.740,288.000,6.000,0.950
3161.000,3.077,7.179,0.000,0.320,1.900,4.220,417.000,3.100,0.350
152.000,2.417,7.252,0.000,0.490,0.700,3.510,369.000,6.100,0.570
1037.000,2.520,6.269,0.000,0.050,0.800,0.350,308.000,8.700,2.090
12.000,2.528,6.693,0.000,0.440,4.600,4.250,418.000,2.100,0.510
4001.000,2.402,7.149,0.000,0.170,0.500,1.160,181.000,7.600,1.320
1434.000,2.480,7.124,0.000,0.220,0.800,0.630,220.000,9.300,0.730
143.000,2.539,5.609,0.000,0.230,0.500,3.870,490.000,0.900,0.360
1135.000,2.657,7.157,0.000,0.250,2.200,4.050,343.000,6.000,0.650
2746.000,2.666,6.744,0.000,0.170,0.600,1.680,291.000,10.700,1.970
593.000,2.340,6.703,0.000,0.450,2.000,3.420,227.000,7.600,0.120
1489.000,2.726,6.394,0.000,0.210,0.800,2.380,334.000,3.700,0.960
421.000,2.491,6.722,0.000,0.020,1.000,0.640,75.000,9.000,4.420
1022.000,2.517,5.411,0.000,0.160,1.400,1.410,563.000,2.300,2.750
1452.000,2.619,6.670,0.000,0.410,0.300,2.470,212.000,7.600,1.790
163.000,2.811,6.120,0.000,0.030,1.600,2.580,511.000,3.800,3.000
38.000,2.569,6.676,0.000,0.380,0.200,0.330,267.000,8.600,2.150
1506.000,2.563,6.661,0.000,0.300,1.200,3.790,406.000,1.400,0.530
580.000,2.650,5.789,0.000,0.280,0.400,3.960,695.000,0.200,0.860
270.000,2.630,6.320,0.000,0.480,1.700,1.080,134.000,4.800,0.680
1505.000,2.750,7.230,0.000,0.350,3.000,4.360,424.000,2.200,0.520
1515.000,2.667,5.350,0.000,0.180,0.900,3.730,450.000,0.200,1.270
1125.000,2.584,7.115,0.000,0.550,1.200,3.320,456.000,3.600,0.240
4064.000,2.642,6.511,0.000,0.230,0.800,0.930,168.000,1.900,1.160
3304.000,2.477,7.313,0.000,0.290,0.200,3.480,378.000,11.100,0.770
38.000,2.732,6.920,0.000,0.250,1.400,3.500,271.000,6.900,1.870
3984.000,2.456,7.216,0.000,0.280,1.100,1.420,198.000,6.600,1.560
2605.000,2.069,6.357,0.000,0.220,1.000,0.100,74.000,5.900,1.760
3944.000,2.739,7.152,0.000,0.190,0.700,3.140,241.000,6.200,1.330
4003.000,2.533,7.057,0.000,0.470,2.100,4.340,282.000,5.900,0.780
1292.000,2.590,6.173,0.000,0.240,1.200,5.020,452.000,0.400,0.320
6592.000,2.499,5.452,0.000,0.770,0.400,7.260,17.000,0.300,0.120
1718.000,2.710,5.506,0.000,0.200,0.400,4.190,202.000,1.500,1.370
1171.000,2.531,6.995,0.000,0.230,0.400,2.410,11.000,2.500,3.100
1880.000,2.750,5.328,0.000,0.310,0.100,5.210,448.000,0.500,0.320
1589.000,2.581,6.421,0.000,0.120,0.200,1.890,116.000,2.700,2.130
16.000,2.560,6.136,0.000,0.220,0.400,5.280,524.000,0.300,0.250
1186.000,2.833,5.555,0.000,0.180,0.900,3.160,421.000,0.300,1.650
1344.000,2.822,6.959,0.000,0.340,3.000,4.390,416.000,1.100,0.490
481.000,2.712,6.757,0.000,0.300,1.400,4.830,432.000,1.300,0.660
9030.000,2.484,6.429,0.000,0.210,1.300,0.010,75.000,7.100,3.250
1424.000,2.862,7.306,0.000,0.320,0.200,3.360,38.000,6.200,2.440
1186.000,2.660,7.109,0.000,0.450,1.900,2.460,103.000,11.000,0.910
15.000,2.701,6.155,0.000,0.230,2.200,4.150,442.000,0.300,0.840
1478.000,2.318,7.032,0.000,0.160,0.100,1.020,152.000,7.000,1.710
1544.000,2.788,6.737,0.000,0.420,1.900,3.870,429.000,1.700,0.740
198.000,2.650,7.042,0.000,0.240,0.100,1.080,232.000,5.900,2.450
33.000,2.743,7.170,0.000,0.570,3.200,3.280,206.000,9.400,0.020
1451.000,2.523,7.299,0.000,0.360,2.700,3.810,425.000,2.200,0.670
1482.000,2.570,7.105,0.000,0.050,0.700,0.570,219.000,7.000,1.000
39.000,2.750,6.784,0.000,0.230,1.000,4.140,255.000,5.800,0.030
8744.000,2.526,6.118,0.000,0.160,0.100,3.320,96.000,1.400,1.400
8654.000,2.603,7.141,0.000,0.460,0.500,0.390,53.000,6.700,0.130
5394.000,2.538,7.083,0.000,0.360,2.000,3.940,401.000,3.300,0.090
1371.000,2.620,6.642,0.000,0.380,1.200,2.420,252.000,5.700,1.930
2236.000,2.804,6.283,0.000,0.280,0.100,1.770,55.000,3.600,5.320
8415.000,2.455,6.238,0.000,0.190,1.300,1.230,68.000,5.700,5.580
4495.000,2.520,6.719,0.000,0.030,1.400,1.420,154.000,2.100,4.420
3809.000,2.783,6.229,0.000,0.330,0.400,4.370,198.000,1.100,0.710
1327.000,2.482,7.026,0.000,0.290,0.700,3.200,306.000,9.100,1.200
2588.000,2.634,5.632,0.000,0.210,0.000,2.980,562.000,0.600,2.590
1145.000,2.882,6.611,0.000,0.110,0.300,2.080,292.000,5.800,1.970
1418.000,2.622,7.170,0.000,0.230,0.800,4.070,393.000,7.100,0.350
3167.000,2.383,6.680,0.000,0.360,4.200,3.890,403.000,1.400,0.580
187.000,2.890,5.802,0.000,0.140,0.900,2.610,402.000,1.600,1.080
2597.000,2.330,7.056,0.000,0.240,1.000,2.050,240.000,12.100,2.300
7345.000,2.290,6.670,0.000,0.240,0.900,1.470,134.000,6.200,1.710
1488.000,2.722,7.050,0.000,0.320,2.700,3.790,352.000,7.100,0.800
4535.000,2.746,5.219,0.000,0.380,0.200,3.740,483.000,1.300,0.040
1412.000,2.531,6.765,0.000,0.140,1.500,1.720,112.000,6.600,1.490
1290.000,2.650,6.644,0.000,0.230,0.700,3.140,326.000,6.900,0.590
1069.000,2.626,6.742,0.000,0.300,5.100,3.820,331.000,4.100,0.290
8442.000,2.724,6.487,0.000,0.190,0.800,1.740,274.000,6.200,0.680
133.000,2.793,6.855,0.000,0.220,2.500,2.840,369.000,6.600,0.990
233.000,2.766,6.964,0.000,0.250,1.700,4.970,423.000,3.100,0.420
2531.000,2.680,6.791,0.000,0.300,0.400,3.910,260.000,7.600,0.060
1471.000,2.540,5.854,0.000,0.230,0.800,4.500,436.000,0.200,0.190
143.000,2.758,6.855,0.000,0.220,0.200,2.020,296.000,6.000,2.700
4772.000,2.738,6.547,0.000,0.260,2.400,5.400,417.000,4.000,0.350
9844.000,2.453,7.187,0.000,0.310,2.800,4.680,443.000,2.600,0.540
1015.000,2.811,5.519,0.000,0.230,0.000,3.810,594.000,0.500,1.710
1894.000,2.730,7.093,0.000,0.270,4.000,2.990,382.000,6.100,1.030
11217.000,2.816,7.147,0.000,0.310,1.000,3.430,415.000,10.700,0.420
4087.000,2.871,6.495,0.000,0.290,2.100,5.020,476.000,3.400,2.780
2458.000,2.670,5.625,0.000,0.100,0.700,1.390,424.000,1.400,0.740
12.000,2.690,5.842,0.000,0.180,0.000,3.770,784.000,0.400,1.180
2515.000,2.129,6.870,0.000,0.560,3.200,2.820,458.000,3.400,0.430
1122.000,2.681,7.138,0.000,0.250,2.900,3.680,320.000,5.800,0.230
828.000,2.366,6.666,0.000,0.110,0.400,1.050,197.000,5.000,3.970
1470.000,2.872,6.735,0.000,0.200,0.400,1.150,294.000,10.200,2.930
1622.000,2.554,7.033,0.000,0.220,2.600,2.270,426.000,8.200,0.360
6229.000,2.562,6.133,0.000,0.280,0.700,4.030,509.000,0.200,0.440
2656.000,2.719,6.542,0.000,0.270,0.200,4.000,598.000,0.500,3.620
838.000,2.590,6.856,0.000,0.320,0.800,2.370,286.000,7.800,0.390
1372.000,2.603,7.260,0.000,0.290,1.400,3.820,435.000,1.700,0.560
457.000,2.360,5.625,0.000,0.250,1.100,1.480,779.000,3.200,2.950
4461.000,2.549,5.846,0.000,0.330,0.500,4.740,587.000,0.000,0.550
1090.000,2.625,7.240,0.000,0.180,1.700,0.180,230.000,9.300,0.630
2197.000,2.810,5.890,0.000,0.210,0.300,4.320,408.000,0.600,0.930
878.000,2.808,6.819,0.000,0.330,1.000,5.290,258.000,5.700,0.010
1620.000,2.584,6.721,0.000,0.010,0.000,2.580,109.000,2.800,2.320
1549.000,2.193,6.468,0.000,0.220,0.900,1.120,104.000,7.100,3.690
1248.000,2.560,6.266,0.000,0.570,4.200,5.220,32.000,3.500,1.170
120.000,2.491,6.133,0.000,0.030,0.200,2.730,563.000,1.700,4.110
1346.000,2.398,6.833,0.000,0.450,1.400,0.000,177.000,5.900,0.420
2785.000,2.605,6.568,0.000,0.090,0.700,1.970,0.000,6.100,1.900
1606.000,2.742,6.044,0.000,0.410,2.000,3.420,428.000,4.000,0.520
1361.000,2.850,7.360,0.000,0.480,0.900,4.330,316.000,6.400,0.290
1450.000,2.773,6.800,0.000,0.070,1.200,0.290,245.000,9.000,1.010
1466.000,2.580,6.820,0.000,0.170,0.600,1.660,124.000,13.000,2.250
1309.000,2.556,5.941,0.000,0.210,0.200,1.110,127.000,1.100,2.680
1417.000,2.612,6.181,0.000,0.260,0.200,4.040,492.000,0.100,0.650
1724.000,2.648,7.107,0.000,0.400,1.000,2.610,405.000,2.500,0.760
1267.000,2.565,7.310,0.000,0.120,1.000,0.690,243.000,10.800,0.980
1585.000,2.689,6.190,0.000,0.590,1.900,3.840,21.000,1.100,0.450
1393.000,2.292,7.014,0.000,0.260,2.600,3.850,354.000,7.600,1.390
4691.000,2.560,6.406,0.000,0.260,0.100,1.360,322.000,13.400,4.260
1455.000,2.442,6.335,0.000,0.100,1.200,1.070,92.000,2.400,3.700
14219.000,2.586,6.847,0.000,0.270,0.000,2.150,12.000,3.600,3.020
1481.000,2.810,6.746,0.000,0.290,1.400,1.370,127.000,6.400,1.790
44.000,2.821,6.815,0.000,0.520,3.400,3.240,110.000,5.200,0.240
3354.000,2.694,6.602,0.000,0.090,0.100,1.790,291.000,11.800,3.720
1839.000,2.869,7.136,0.000,0.170,0.300,0.960,224.000,7.500,1.350
1095.000,2.600,6.112,0.000,0.280,0.400,4.080,575.000,0.300,1.020
5626.000,2.644,6.686,0.000,0.230,0.900,1.070,131.000,2.600,2.030
1322.000,2.901,7.016,0.000,0.280,1.000,2.410,261.000,8.200,2.400
203.000,2.980,7.282,0.000,0.450,0.400,0.490,296.000,14.400,1.610
175.000,2.558,6.938,0.000,0.000,0.300,3.880,51.000,3.500,5.550
1350.000,2.604,7.306,0.000,0.150,0.700,0.390,315.000,10.500,0.470
1454.000,2.506,6.552,0.000,0.550,3.300,6.240,320.000,4.500,0.870
5722.000,2.658,7.013,0.000,0.190,1.000,0.490,373.000,7.400,2.070
1232.000,2.664,6.397,0.000,0.070,1.000,4.760,389.000,3.500,4.260
1362.000,2.372,6.930,0.000,0.170,0.900,3.900,292.000,6.100,0.910
4210.000,3.051,7.014,0.000,0.290,2.000,3.670,453.000,4.500,0.420
1147.000,2.641,5.725,0.000,0.370,0.200,4.520,569.000,0.500,1.250
3368.000,2.540,7.085,0.000,0.300,2.100,3.470,357.000,8.000,0.040
2523.000,2.380,6.318,0.000,0.160,0.200,1.630,180.000,6.200,1.120
3012.000,2.274,6.681,0.000,0.480,1.100,2.880,411.000,4.600,0.780
2919.000,2.590,6.668,0.000,0.330,1.700,4.280,418.000,3.100,0.410
1114.000,2.296,6.223,0.000,0.090,1.600,2.520,275.000,1.200,4.160
1940.000,2.668,6.259,0.000,0.050,1.700,2.390,90.000,0.600,3.740
1508.000,2.557,6.814,0.000,0.410,1.500,2.750,378.000,9.400,1.860
1413.000,2.430,6.343,0.000,0.090,0.700,0.970,44.000,6.100,3.750
1414.000,2.511,7.054,0.000,0.240,0.400,2.600,351.000,8.900,0.060
5915.000,2.550,5.981,0.000,0.210,0.300,1.510,497.000,2.200,1.910
2709.000,2.347,6.032,0.000,0.130,0.900,1.360,25.000,5.000,1.270
8197.000,2.203,6.393,0.000,0.230,0.400,2.800,210.000,5.900,1.320
4237.000,2.940,7.247,0.000,0.600,2.200,3.670,415.000,5.900,0.620
4551.000,2.479,7.116,0.000,0.040,2.400,0.740,123.000,11.200,1.960
210.000,2.543,6.475,0.000,0.310,2.300,4.200,386.000,7.500,2.060
4621.000,2.470,6.385,0.000,0.050,1.000,1.860,156.000,7.000,2.710
774.000,2.756,7.053,0.000,0.160,1.100,2.980,358.000,6.600,0.170
778.000,2.700,6.536,0.000,0.170,0.600,2.650,285.000,5.800,0.340
1629.000,2.735,5.815,0.000,0.290,1.200,0.910,215.000,5.800,2.130
1494.000,2.680,5.695,0.000,0.280,0.600,4.090,705.000,0.400,1.390
1767.000,2.693,6.511,0.000,0.180,0.200,0.200,76.000,6.000,0.750
1160.000,2.779,6.065,0.000,0.250,2.100,3.740,437.000,0.400,1.730
113.000,2.680,6.082,0.000,0.370,2.800,1.220,68.000,3.200,0.150
1774.000,2.770,7.012,0.000,0.350,2.800,2.880,437.000,1.800,0.770
1109.000,2.732,6.307,0.000,0.300,0.500,4.090,555.000,0.800,2.610
2557.000,2.808,6.447,0.000,0.290,0.700,0.460,198.000,6.400,1.820
1991.000,2.622,5.917,0.000,0.320,0.500,0.920,214.000,0.500,5.020
1305.000,2.748,6.933,0.000,0.170,0.100,0.370,140.000,8.600,1.500
1721.000,2.788,5.449,0.000,0.260,0.200,4.590,504.000,0.700,0.400
1500.000,2.763,7.191,0.000,0.320,2.400,3.820,416.000,7.500,0.070
270.000,2.569,5.739,0.000,0.230,0.100,0.650,429.000,0.700,2.390
948.000,2.264,7.286,0.000,0.230,0.200,3.400,178.000,5.900,0.760
1209.000,2.534,6.235,0.000,0.220,1.300,4.070,302.000,7.600,2.070
4361.000,2.348,5.829,0.000,0.180,0.100,1.860,31.000,0.200,1.090
1774.000,2.555,5.733,0.000,0.310,0.400,4.510,601.000,0.400,0.470
78.000,2.669,7.165,0.000,0.170,0.700,1.870,243.000,8.700,1.690
1497.000,2.129,6.921,0.000,0.400,1.600,1.820,440.000,1.900,0.560
2946.000,2.483,5.866,0.000,0.870,5.700,3.880,659.000,0.300,0.080
1807.000,2.584,6.911,0.000,0.460,4.100,2.700,484.000,0.200,0.540
1060.000,2.580,6.712,0.000,0.250,2.700,3.300,411.000,10.800,3.830
1692.000,2.491,6.047,0.000,0.020,2.100,3.770,226.000,7.000,2.760
3147.000,2.770,6.753,0.000,0.440,0.400,1.420,78.000,5.700,2.570
1209.000,2.740,6.333,0.000,0.380,1.100,4.280,409.000,1.400,0.070
1617.000,2.435,6.522,0.000,0.070,0.000,1.590,437.000,0.900,2.760
1688.000,2.895,6.512,0.000,0.290,2.200,4.110,408.000,1.200,0.710
1745.000,2.920,6.158,0.000,0.030,1.200,2.620,414.000,9.200,3.940
3824.000,2.597,6.588,0.000,0.430,0.300,1.820,208.000,6.800,1.160
60.000,2.589,5.991,0.000,0.250,0.600,0.450,128.000,6.000,1.780
1564.000,2.387,6.625,0.000,0.130,0.700,2.090,173.000,7.700,1.560
1278.000,2.571,6.303,0.000,0.270,1.000,4.850,433.000,1.000,0.220
1167.000,2.671,6.211,0.000,0.080,0.700,6.290,127.000,3.600,2.680
75.000,2.670,6.772,0.000,0.120,0.300,0.110,218.000,9.400,2.490
2929.000,2.600,6.543,0.000,0.320,1.800,3.870,432.000,4.000,0.030
1452.000,2.592,7.251,0.000,0.230,1.500,1.790,242.000,9.000,1.840
375.000,2.596,6.716,0.000,0.500,2.300,4.760,429.000,5.900,2.680
2527.000,2.670,6.995,0.000,0.260,3.500,4.510,412.000,3.900,0.510
1077.000,2.810,7.160,0.000,0.670,1.400,4.480,396.000,8.400,0.000
1286.000,2.570,7.169,0.000,0.240,2.800,6.110,372.000,6.600,0.220
3044.000,2.537,7.277,0.000,0.310,1.400,3.950,336.000,5.800,0.670
1396.000,2.589,6.730,0.000,0.340,0.200,4.130,413.000,2.100,0.600
1641.000,2.616,6.544,0.000,0.250,0.200,1.810,197.000,6.200,2.550
1971.000,2.610,7.077,0.000,0.620,0.000,3.700,231.000,5.800,1.450
588.000,2.568,6.689,0.000,0.370,2.100,4.340,446.000,3.100,0.260
1150.000,2.559,6.464,0.000,0.240,2.200,4.260,404.000,2.000,0.460
1089.000,2.850,6.927,0.000,0.120,0.500,0.050,190.000,12.400,2.010
226.000,2.550,6.848,0.000,0.200,0.800,1.750,427.000,5.400,0.750
1523.000,2.874,6.606,0.000,0.190,0.600,2.710,297.000,8.800,1.320
5738.000,2.793,7.031,0.000,0.270,0.800,1.810,118.000,8.200,2.290
1416.000,2.652,6.761,0.000,0.320,0.200,1.350,236.000,7.200,1.540
561.000,2.793,7.374,0.000,0.270,2.800,3.700,415.000,5.400,0.160
1237.000,2.430,6.779,0.000,0.210,2.100,4.970,434.000,3.300,0.300
3464.000,2.719,6.926,0.000,0.340,0.100,5.160,402.000,2.100,0.780
1541.000,2.792,6.343,0.000,0.070,0.300,0.060,268.000,8.700,0.860
5434.000,2.530,7.118,0.000,0.130,0.800,2.120,212.000,6.300,2.260
1191.000,2.514,6.437,0.000,0.280,2.000,4.500,424.000,3.700,0.260
583.000,2.560,6.546,0.000,0.300,0.500,2.060,200.000,8.300,3.650
8708.000,2.556,6.613,0.000,0.490,1.300,1.150,38.000,4.600,0.560
1718.000,2.663,7.103,0.000,0.190,0.400,1.220,334.000,11.600,1.410
1274.000,2.720,5.787,0.000,0.220,0.200,3.680,255.000,10.300,2.270
950.000,2.670,6.717,0.000,0.330,2.700,4.820,433.000,2.100,0.440
41.000,2.489,5.814,0.000,0.090,0.400,1.290,474.000,3.200,4.780
309.000,2.847,6.988,0.000,0.250,0.200,2.550,39.000,4.600,2.170
8816.000,2.432,6.826,0.000,0.560,0.500,0.410,397.000,6.900,1.990
2585.000,2.410,6.669,0.000,0.280,1.200,5.020,409.000,3.700,0.070
1758.000,2.470,6.360,0.000,0.350,1.500,1.870,207.000,5.800,0.340
1215.000,2.610,7.290,0.000,0.240,1.100,3.830,426.000,6.300,1.080
2958.000,2.633,6.309,0.000,0.560,5.200,4.570,374.000,0.700,0.310
1466.000,2.492,5.741,0.000,0.220,1.100,5.160,570.000,1.000,0.000
104.000,2.508,6.664,0.000,0.220,0.800,1.070,244.000,6.000,0.700
302.000,2.559,6.401,0.000,0.370,1.400,4.440,457.000,2.000,0.630
2508.000,2.617,6.355,0.000,0.240,3.900,4.170,408.000,1.500,0.690
1332.000,2.570,5.794,0.000,0.240,0.200,4.790,493.000,0.100,0.550
539.000,2.572,6.886,0.000,0.250,0.600,0.950,349.000,8.400,1.550
2422.000,2.630,5.921,0.000,0.160,0.500,2.390,407.000,3.500,1.140
1563.000,2.309,6.686,0.000,0.230,1.500,2.430,40.000,5.000,3.590
3283.000,2.222,6.731,0.000,0.350,2.400,4.300,404.000,4.200,0.440
1456.000,2.765,6.779,0.000,0.470,1.700,1.730,39.000,6.100,0.270
1473.000,2.545,6.546,0.000,0.300,0.400,2.340,102.000,6.200,1.130
1265.000,2.312,6.729,0.000,0.320,2.100,3.320,429.000,5.500,0.670
2585.000,2.757,6.765,0.000,0.290,3.000,4.740,410.000,1.800,0.580
1709.000,2.631,6.971,0.000,0.270,1.400,1.220,362.000,6.400,1.960
972.000,2.654,7.269,0.000,0.340,2.200,3.390,342.000,6.500,0.020
1183.000,2.506,6.033,0.000,0.300,0.200,4.020,627.000,0.500,0.880
1349.000,2.639,6.752,0.000,0.430,2.100,2.780,433.000,5.400,0.020
251.000,2.470,6.860,0.000,0.290,1.900,1.570,6.000,1.000,4.820
2861.000,2.509,6.143,0.000,0.330,0.200,2.700,294.000,8.300,1.160
1527.000,2.720,5.908,0.000,0.080,1.000,0.280,136.000,14.400,3.070
3089.000,2.684,6.757,0.000,0.260,0.400,1.670,136.000,6.600,2.470
1193.000,2.581,6.966,0.000,0.210,0.700,0.970,59.000,5.900,3.340
1147.000,2.880,6.940,0.000,0.020,0.300,0.230,316.000,8.600,1.440
2798.000,2.801,6.775,0.000,0.440,0.200,1.690,403.000,5.100,1.680
1436.000,2.560,6.802,0.000,0.290,0.800,1.050,62.000,5.800,2.350
1577.000,2.693,7.010,0.000,0.330,1.700,4.200,418.000,1.900,0.690
4723.000,2.459,5.873,0.000,0.350,1.100,4.320,542.000,0.100,0.380
1715.000,2.981,7.041,0.000,0.380,0.400,1.890,307.000,8.200,0.830
932.000,2.835,6.517,0.000,0.230,0.800,2.160,166.000,6.300,1.820
5709.000,2.433,6.456,0.000,0.140,1.400,2.290,395.000,2.600,4.710
1597.000,2.683,5.633,0.000,0.360,0.500,3.800,407.000,1.400,0.070
1790.000,2.771,6.378,0.000,0.160,0.300,0.470,360.000,9.000,2.930
1652.000,2.920,7.300,0.000,0.410,2.800,5.460,364.000,7.600,1.580
1202.000,2.830,6.024,0.000,0.200,0.600,3.050,427.000,0.800,0.120
1537.000,2.388,7.123,0.000,0.310,0.100,4.730,341.000,7.400,0.030
1595.000,2.538,6.495,0.000,0.140,1.800,3.270,433.000,6.400,0.500
1876.000,2.397,5.629,0.000,0.150,1.700,2.380,197.000,3.200,2.170
