time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
3306.000,2.574,7.000,0.000,3.000,0.274,0.638,0.782,0.857,0.131,0.482,0.822,0.498,0.624,0.586
4389.000,2.000,7.000,0.000,1.000,0.307,0.381,0.447,0.359,0.297,0.863,0.362,0.849,0.880,0.686
1511.000,3.000,7.000,0.000,1.000,0.373,0.495,0.572,0.574,0.309,0.452,0.593,0.240,0.902,0.829
1187.000,3.000,7.000,0.000,3.000,0.264,0.933,0.772,0.817,0.120,0.259,0.758,0.219,0.752,0.643
1305.000,3.000,7.000,0.000,3.000,0.118,0.543,0.831,0.891,0.082,0.203,0.811,0.287,0.586,0.586
1577.000,3.000,6.000,0.000,1.000,0.302,0.324,0.480,0.341,0.591,0.213,0.268,0.362,0.774,0.700
1136.000,2.000,6.000,0.000,2.000,0.264,0.400,0.807,0.855,0.781,0.056,0.775,0.216,0.895,0.714
8423.000,3.000,7.000,0.000,4.000,0.278,0.381,0.583,0.572,0.203,0.411,0.571,0.685,0.677,0.629
1583.000,3.000,7.000,0.000,4.000,0.274,0.552,0.702,0.724,0.058,0.503,0.682,0.375,0.038,0.300
1497.000,2.914,7.000,0.000,0.000,0.179,0.476,0.832,0.899,0.087,0.091,0.824,0.615,0.842,0.600
2752.000,2.992,6.000,0.000,2.000,0.321,0.400,0.735,0.743,0.775,0.112,0.667,0.716,0.820,0.643
1426.000,3.000,6.000,0.000,1.000,0.307,0.524,0.351,0.368,0.238,0.218,0.542,0.359,0.368,0.471
1335.000,3.000,7.000,0.000,0.000,0.269,0.524,0.735,0.772,0.078,0.254,0.726,0.723,0.857,0.614
2533.000,2.000,6.000,0.000,3.000,0.274,0.676,0.817,0.840,0.061,0.269,0.729,0.508,0.398,0.600
2511.000,2.000,6.413,0.000,4.000,0.283,0.638,0.733,0.769,0.098,0.492,0.724,0.855,0.120,0.643
896.000,2.758,7.000,0.000,4.000,0.245,0.514,0.835,0.855,0.083,0.223,0.729,0.991,0.474,0.500
44.000,2.821,7.000,0.000,1.000,0.142,0.095,0.331,0.440,0.308,0.340,0.723,0.080,0.932,0.600
1632.000,3.000,5.556,0.000,2.000,0.344,0.343,0.532,0.425,0.967,0.239,0.353,0.384,0.857,0.671
1520.000,3.000,7.000,0.000,4.000,0.269,0.333,0.638,0.578,0.184,0.782,0.491,0.825,0.038,0.571
7094.000,2.000,6.000,0.000,1.000,0.340,0.419,0.510,0.501,0.415,0.091,0.547,0.588,0.744,0.629
4207.000,3.000,7.000,0.000,3.000,0.288,0.610,0.799,0.866,0.085,0.218,0.813,0.460,0.722,0.657
129.000,3.000,7.000,0.000,4.000,0.335,0.410,0.570,0.595,0.326,0.452,0.640,0.631,0.699,0.529
1216.000,3.000,6.000,0.000,4.000,0.269,0.619,0.691,0.691,0.215,0.406,0.635,0.594,0.752,0.500
1454.000,3.000,6.000,0.000,3.000,0.250,0.914,0.831,0.875,0.195,0.137,0.776,0.505,0.917,0.671
1044.000,3.000,7.000,0.000,3.000,0.269,0.514,0.791,0.817,0.177,0.467,0.726,0.460,0.699,0.529
1441.000,3.000,6.000,0.000,2.000,0.255,0.410,0.892,0.876,0.922,0.051,0.675,0.223,0.917,0.714
3562.000,3.000,7.000,0.000,3.000,0.259,0.476,0.758,0.758,0.207,0.381,0.657,0.431,0.865,0.671
1331.000,2.000,6.000,0.000,2.000,0.274,0.381,0.878,0.876,0.895,0.107,0.700,0.485,0.932,0.743
1452.000,3.000,7.000,0.000,4.000,0.189,0.448,0.700,0.658,0.230,0.462,0.551,0.698,0.489,0.543
3218.000,3.000,7.000,0.000,1.000,0.236,0.514,0.560,0.555,0.259,0.421,0.575,0.525,0.850,0.614
1365.000,3.000,7.000,0.000,4.000,0.269,0.438,0.762,0.747,0.180,0.365,0.628,0.628,0.759,0.614
1362.000,2.000,7.000,0.000,4.000,0.330,0.333,0.781,0.772,0.169,0.386,0.648,0.706,0.241,0.029
54.000,3.000,6.000,0.000,2.000,0.307,0.371,0.616,0.547,0.746,0.198,0.464,0.196,0.774,0.600
2432.000,3.000,7.000,0.000,3.000,0.283,0.457,0.797,0.873,0.084,0.244,0.830,0.255,0.586,0.371
1897.000,2.000,7.000,0.000,3.000,0.217,0.619,0.830,0.872,0.087,0.203,0.773,0.351,0.526,0.257
2739.000,2.000,6.000,0.000,2.000,0.274,0.486,0.839,0.819,0.716,0.081,0.647,0.400,0.744,0.557
4042.000,3.000,7.000,0.000,3.000,0.245,0.724,0.794,0.837,0.128,0.452,0.762,0.459,0.632,0.571
1854.000,2.657,7.000,0.000,3.000,0.231,0.943,0.853,0.906,0.093,0.213,0.803,0.371,0.789,0.557
174.000,3.000,7.000,0.000,3.000,0.340,0.695,0.656,0.650,0.333,0.401,0.608,0.359,0.805,0.671
1641.000,2.395,6.000,0.000,2.000,0.269,0.486,0.788,0.769,0.904,0.086,0.632,0.533,0.737,0.743
1747.000,2.509,7.000,0.000,1.000,0.358,0.390,0.245,0.284,0.263,0.274,0.547,0.475,0.602,0.529
28.000,2.508,6.000,0.000,1.000,0.321,0.371,0.406,0.346,0.434,0.325,0.404,0.824,0.489,0.586
1746.000,2.000,6.000,0.000,2.000,0.264,0.400,0.834,0.878,0.759,0.081,0.778,0.086,0.887,0.686
457.000,2.000,6.000,0.000,4.000,0.264,0.410,0.614,0.628,0.191,0.391,0.634,0.408,0.436,0.600
2529.000,2.000,7.000,0.000,3.000,0.212,0.581,0.792,0.853,0.069,0.213,0.798,0.368,0.737,0.586
2007.000,2.609,6.000,0.000,1.000,0.288,0.343,0.571,0.337,0.404,0.112,0.106,0.661,0.835,0.657
1506.000,3.000,7.000,0.000,3.000,0.245,0.533,0.794,0.860,0.083,0.147,0.809,0.550,0.744,0.586
1544.000,3.000,7.000,0.000,3.000,0.264,0.695,0.798,0.862,0.007,0.269,0.806,0.438,0.857,0.700
3253.000,3.000,6.543,0.000,1.000,0.259,0.410,0.450,0.360,0.372,0.345,0.358,0.728,0.677,0.657
1262.000,3.000,6.000,0.000,1.000,0.363,0.305,0.450,0.444,0.346,0.168,0.532,0.800,0.842,0.714
4190.000,2.000,6.238,0.000,1.000,0.358,0.229,0.362,0.322,0.588,0.127,0.427,0.586,0.669,0.714
2523.000,2.000,6.000,0.000,4.000,0.302,0.438,0.599,0.612,0.254,0.391,0.625,0.883,0.805,0.700
1942.000,2.000,7.000,0.000,1.000,0.495,0.229,0.038,0.005,0.502,0.168,0.320,0.268,0.639,0.557
5482.000,2.000,7.000,0.000,3.000,0.217,0.629,0.787,0.857,0.055,0.350,0.814,0.542,0.617,0.686
1278.000,3.000,6.000,0.000,3.000,0.250,0.514,0.864,0.900,0.062,0.127,0.774,0.546,0.632,0.586
1313.000,3.000,6.094,0.000,1.000,0.151,0.210,0.438,0.555,0.540,0.269,0.781,0.216,0.850,0.686
2843.000,3.000,7.000,0.000,3.000,0.217,0.714,0.820,0.873,0.076,0.553,0.792,0.567,0.632,0.457
9844.000,2.000,7.000,0.000,3.000,0.231,0.686,0.800,0.865,0.055,0.208,0.810,0.256,0.744,0.586
7546.000,3.000,5.000,0.000,2.000,0.274,0.371,0.858,0.813,0.697,0.086,0.603,0.290,0.624,0.586
2373.000,2.000,7.000,0.000,4.000,0.283,0.390,0.494,0.446,0.117,1.000,0.461,0.381,0.789,0.571
67.000,3.000,6.000,0.000,1.000,0.382,0.305,0.406,0.351,0.268,0.863,0.415,0.735,0.789,0.671
1277.000,3.000,7.000,0.000,4.000,0.325,0.505,0.812,0.816,0.193,0.447,0.689,0.563,0.797,0.543
2924.000,3.000,6.000,0.000,2.000,0.288,0.552,0.841,0.775,0.739,0.086,0.554,0.803,0.805,0.686
10104.000,3.000,6.670,0.000,4.000,0.358,0.533,0.558,0.566,0.207,0.497,0.601,0.362,0.421,0.629
1726.000,3.000,7.046,0.000,3.000,0.198,0.800,0.786,0.864,0.039,0.162,0.831,0.417,0.872,0.629
1349.000,3.000,7.000,0.000,3.000,0.175,0.619,0.754,0.797,0.062,0.350,0.747,0.443,0.639,0.414
186.000,3.000,7.000,0.000,3.000,0.269,0.552,0.822,0.864,0.156,0.371,0.770,0.424,0.789,0.671
1247.000,3.000,6.628,0.000,1.000,0.396,0.314,0.297,0.272,0.592,0.680,0.434,0.823,0.541,0.786
2582.000,2.000,7.000,0.000,4.000,0.283,0.438,0.650,0.610,0.168,0.579,0.535,0.456,0.173,0.586
1261.000,2.000,6.000,0.000,4.000,0.307,0.438,0.560,0.518,0.213,0.396,0.497,0.559,0.632,0.643
985.000,3.000,7.000,0.000,1.000,0.132,0.086,0.000,0.182,0.389,0.944,0.751,0.128,0.654,0.557
1196.000,2.000,7.000,0.000,3.000,0.137,0.610,0.820,0.819,0.065,0.259,0.681,0.487,0.609,0.471
4867.000,2.673,7.000,0.000,2.000,0.307,0.371,0.576,0.601,0.718,0.081,0.642,0.446,0.707,0.686
2626.000,2.000,6.000,0.000,2.000,0.259,0.505,0.809,0.838,0.785,0.173,0.737,0.309,0.872,0.686
1616.000,2.582,6.000,0.000,1.000,0.302,0.381,0.503,0.348,0.855,0.142,0.244,0.407,0.647,0.714
1747.000,2.332,6.000,0.000,2.000,0.264,0.410,0.801,0.808,0.729,0.051,0.690,0.153,0.895,0.686
1097.000,3.000,7.222,0.000,3.000,0.179,0.505,0.757,0.841,0.197,0.421,0.832,0.152,0.850,0.600
1578.000,3.000,7.000,0.000,3.000,0.245,0.657,0.824,0.862,0.081,0.208,0.762,0.436,0.744,0.471
2859.000,2.588,7.000,0.000,4.000,0.245,0.533,0.568,0.626,0.176,0.391,0.707,0.549,0.865,0.614
1514.000,3.000,7.000,0.000,3.000,0.264,0.676,0.816,0.879,0.074,0.183,0.812,0.458,0.887,0.586
1688.000,3.000,7.000,0.000,3.000,0.250,0.629,0.815,0.887,0.081,0.137,0.829,0.595,0.662,0.443
1305.000,3.000,7.000,0.000,3.000,0.236,1.000,0.820,0.894,0.074,0.178,0.835,0.409,0.759,0.500
113.000,3.000,7.000,0.000,0.000,0.297,0.657,0.803,0.856,0.076,0.244,0.785,0.846,0.872,0.671
5682.000,2.592,7.000,0.000,4.000,0.302,0.457,0.682,0.725,0.129,0.371,0.719,0.836,0.842,0.671
5477.000,2.000,6.000,0.000,1.000,0.491,0.276,0.154,0.109,0.472,0.254,0.339,0.699,0.526,0.686
1323.000,2.485,5.000,0.000,1.000,0.179,0.190,0.374,0.522,0.647,0.193,0.820,0.228,0.872,0.686
2682.000,2.480,7.000,0.000,1.000,0.297,0.371,0.393,0.276,0.263,0.492,0.280,0.572,0.406,0.657
1521.000,3.000,6.000,0.000,0.000,0.278,0.410,0.700,0.733,0.266,0.416,0.705,0.663,0.880,0.686
10085.000,3.000,6.000,0.000,1.000,0.340,0.438,0.322,0.312,0.544,0.036,0.475,0.164,0.737,0.571
10364.000,3.000,6.000,0.000,1.000,0.439,0.238,0.424,0.337,0.639,0.289,0.354,0.532,0.895,0.657
4016.000,3.000,5.678,0.000,1.000,0.340,0.400,0.404,0.359,0.502,0.036,0.434,0.291,0.865,0.643
2585.000,3.000,7.000,0.000,3.000,0.283,0.705,0.824,0.887,0.080,0.168,0.814,0.405,0.767,0.486
1524.000,3.000,5.000,0.000,2.000,0.292,0.362,0.729,0.657,0.789,0.112,0.498,0.362,0.827,0.657
1580.000,3.000,6.107,0.000,4.000,0.264,0.410,0.642,0.608,0.280,0.386,0.546,0.762,0.895,0.643
2988.000,3.000,7.000,0.000,3.000,0.217,0.543,0.840,0.881,0.081,0.259,0.775,0.490,0.293,0.171
2995.000,3.000,7.000,0.000,1.000,0.236,0.314,0.446,0.447,0.346,0.269,0.544,0.282,0.857,0.571
7547.000,3.000,6.000,0.000,4.000,0.269,0.390,0.749,0.662,0.405,0.411,0.477,0.658,0.887,0.657
1370.000,2.692,6.000,0.000,1.000,0.311,0.400,0.646,0.564,0.442,0.391,0.446,0.452,0.684,0.586
1634.000,2.000,7.000,0.000,4.000,0.325,0.448,0.644,0.588,0.222,0.685,0.501,0.825,0.895,0.629
230.000,3.000,6.000,0.000,2.000,0.264,0.381,0.853,0.805,0.748,0.117,0.596,0.492,0.444,0.314
303.000,3.000,7.000,0.000,4.000,0.264,0.524,0.698,0.656,0.133,0.523,0.548,0.895,0.812,0.629
1340.000,3.000,7.000,0.000,1.000,0.316,0.381,0.468,0.471,0.517,0.173,0.557,0.317,0.925,0.714
2605.000,2.000,6.000,0.000,1.000,0.292,0.324,0.512,0.505,0.335,0.376,0.554,0.696,0.752,0.614
6304.000,3.000,7.000,0.000,1.000,0.203,0.590,0.436,0.392,0.211,0.503,0.446,0.726,0.820,0.557
561.000,3.000,7.000,0.000,3.000,0.250,0.686,0.788,0.835,0.076,0.350,0.768,0.154,0.857,0.657
198.000,2.000,7.000,0.000,3.000,0.217,0.600,0.831,0.898,0.103,0.381,0.823,0.368,0.774,0.643
1089.000,3.000,6.880,0.000,1.000,0.340,0.514,0.618,0.513,0.396,0.431,0.389,0.563,0.887,0.800
1259.000,3.000,7.000,0.000,1.000,0.401,0.314,0.369,0.284,0.331,0.442,0.339,0.302,0.624,0.429
1725.000,3.000,7.000,0.000,3.000,0.175,0.771,0.827,0.893,0.051,0.132,0.822,0.320,0.842,0.443
1160.000,2.626,7.000,0.000,3.000,0.203,0.705,0.787,0.858,0.074,0.168,0.818,0.332,0.767,0.714
1434.000,2.480,7.000,0.000,1.000,0.274,0.343,0.612,0.643,0.224,0.548,0.669,0.373,0.932,0.700
1676.000,2.526,7.000,0.000,0.000,0.297,0.486,0.730,0.715,0.202,0.365,0.617,0.455,0.850,0.686
1766.000,2.333,6.000,0.000,1.000,0.363,0.267,0.517,0.445,0.908,0.315,0.419,0.421,0.940,0.886
1558.000,3.000,7.000,0.000,1.000,0.292,0.400,0.524,0.410,0.292,0.533,0.336,0.630,0.677,0.514
4915.000,2.626,6.000,0.000,2.000,0.245,0.476,0.835,0.904,0.887,0.107,0.831,0.505,0.872,0.671
11181.000,3.000,7.161,0.000,3.000,0.259,0.505,0.791,0.793,0.125,0.421,0.675,0.263,0.880,0.614
1512.000,3.000,7.000,0.000,3.000,0.259,0.657,0.833,0.886,0.061,0.132,0.795,0.162,0.835,0.671
1439.000,3.000,6.000,0.000,2.000,0.311,0.324,0.705,0.626,0.899,0.102,0.475,0.392,0.782,0.571
2827.000,3.000,7.000,0.000,4.000,0.274,0.571,0.722,0.706,0.118,0.386,0.614,0.804,0.774,0.614
4003.000,2.533,7.000,0.000,4.000,0.165,0.619,0.830,0.819,0.177,0.376,0.663,0.591,0.353,0.657
858.000,3.000,5.000,0.000,2.000,0.264,0.333,0.833,0.768,0.813,0.071,0.552,0.262,0.902,0.700
1880.000,3.000,5.000,0.000,2.000,0.236,0.410,0.881,0.920,0.731,0.051,0.785,0.475,0.609,0.443
1193.000,3.000,7.000,0.000,1.000,0.283,0.352,0.507,0.416,0.346,0.376,0.378,0.708,0.797,0.600
1221.000,2.000,6.000,0.000,1.000,0.368,0.390,0.628,0.561,0.294,0.416,0.472,0.350,0.850,0.657
63.000,3.000,7.000,0.000,4.000,0.292,0.467,0.686,0.699,0.125,0.467,0.660,0.424,0.902,0.614
3258.000,3.000,6.600,0.000,4.000,0.264,0.476,0.839,0.802,0.220,0.371,0.614,0.899,0.338,0.357
136.000,3.000,7.000,0.000,1.000,0.335,0.410,0.604,0.622,0.178,0.543,0.640,0.297,0.880,0.700
2507.000,3.000,7.000,0.000,3.000,0.415,0.800,0.595,0.586,0.222,0.376,0.580,0.395,0.865,0.700
1373.000,3.000,7.000,0.000,3.000,0.316,0.886,0.797,0.848,0.077,0.218,0.778,0.486,0.880,0.643
1641.000,3.000,7.000,0.000,4.000,0.292,0.438,0.664,0.587,0.241,0.391,0.466,0.633,0.887,0.586
1728.000,3.000,7.000,0.000,3.000,0.042,0.733,0.787,0.858,0.064,0.442,0.816,0.380,0.474,0.157
2991.000,2.478,6.000,0.000,2.000,0.307,0.419,0.667,0.572,0.800,0.198,0.429,0.847,0.880,0.714
2788.000,2.606,6.000,0.000,1.000,0.302,0.352,0.445,0.425,0.283,0.234,0.499,0.594,0.789,0.557
1194.000,2.616,7.000,0.000,3.000,0.307,0.495,0.706,0.744,0.173,0.401,0.717,0.439,0.895,0.657
3855.000,2.558,7.000,0.000,1.000,0.311,0.352,0.453,0.426,0.310,0.269,0.489,0.194,0.947,0.714
251.000,2.000,5.000,0.000,2.000,0.292,0.438,0.831,0.800,0.729,0.117,0.622,0.438,0.932,0.714
2771.000,3.000,7.000,0.000,3.000,0.090,0.714,0.808,0.865,0.069,0.355,0.796,0.326,0.699,0.529
1613.000,3.000,6.000,0.000,2.000,0.231,0.324,0.816,0.865,0.815,0.086,0.781,0.570,0.684,0.514
1701.000,3.000,6.000,0.000,2.000,0.255,0.410,0.830,0.819,0.754,0.081,0.663,0.353,0.714,0.643
1424.000,2.632,7.000,0.000,1.000,0.255,0.381,0.592,0.464,0.735,0.437,0.333,0.464,0.880,0.657
533.000,2.581,7.000,0.000,1.000,0.354,0.362,0.306,0.216,0.157,0.416,0.303,0.612,0.481,0.629
523.000,2.907,7.000,0.000,1.000,0.321,0.324,0.412,0.337,0.509,0.487,0.374,0.676,0.767,0.657
937.000,3.000,6.000,0.000,4.000,0.316,0.410,0.679,0.600,0.229,0.391,0.467,0.600,0.767,0.371
1183.000,3.000,6.033,0.000,2.000,0.269,0.400,0.822,0.807,0.867,0.051,0.652,0.097,0.857,0.714
2659.000,3.000,7.000,0.000,3.000,0.255,0.590,0.856,0.899,0.066,0.142,0.784,0.320,0.699,0.386
5872.000,2.705,6.685,0.000,4.000,0.358,0.429,0.641,0.620,0.305,0.437,0.571,0.823,0.759,0.571
86.000,2.000,7.000,0.000,3.000,0.250,0.924,0.815,0.883,0.091,0.071,0.821,0.535,0.797,0.529
1412.000,2.805,7.000,0.000,3.000,0.269,0.667,0.831,0.878,0.079,0.137,0.782,0.361,0.880,0.643
1704.000,3.000,7.000,0.000,3.000,0.278,0.419,0.714,0.756,0.087,0.355,0.730,0.461,0.677,0.586
3809.000,3.000,6.229,0.000,3.000,0.193,0.457,0.819,0.890,0.241,0.132,0.829,0.440,0.436,0.386
1642.000,2.460,6.000,0.000,1.000,0.387,0.286,0.399,0.387,0.353,0.320,0.501,0.512,0.850,0.700
3368.000,3.000,7.000,0.000,4.000,0.278,0.619,0.799,0.838,0.120,0.482,0.754,0.556,0.594,0.586
1668.000,2.670,7.000,0.000,4.000,0.250,0.590,0.693,0.612,0.111,0.457,0.468,0.949,0.744,0.586
1209.000,3.000,6.000,0.000,0.000,0.255,0.676,0.826,0.881,0.084,0.157,0.799,0.810,0.707,0.657
346.000,2.566,7.000,0.000,3.000,0.231,0.705,0.853,0.897,0.068,0.193,0.784,0.488,0.376,0.200
1209.000,3.000,6.000,0.000,4.000,0.274,0.543,0.812,0.735,0.162,0.462,0.519,0.839,0.226,0.629
2458.000,3.000,6.000,0.000,2.000,0.330,0.352,0.636,0.662,0.713,0.147,0.667,0.255,0.662,0.686
2773.000,3.000,7.000,0.000,4.000,0.255,0.476,0.691,0.716,0.188,0.416,0.686,0.658,0.789,0.629
1440.000,2.000,7.000,0.000,3.000,0.203,0.657,0.839,0.912,0.087,0.178,0.840,0.269,0.752,0.443
1133.000,3.000,6.000,0.000,4.000,0.226,0.333,0.656,0.628,0.268,0.376,0.564,0.521,0.511,0.643
33.000,3.000,7.000,0.000,1.000,0.118,0.114,0.329,0.452,0.235,0.553,0.752,0.103,0.940,0.671
34.000,3.000,6.954,0.000,1.000,0.137,0.152,0.412,0.524,0.280,0.376,0.760,0.131,0.947,0.629
1700.000,2.000,7.000,0.000,1.000,0.307,0.267,0.479,0.524,0.415,0.168,0.648,0.397,0.707,0.671
5623.000,3.000,7.000,0.000,0.000,0.259,0.419,0.688,0.684,0.339,0.365,0.625,0.517,0.880,0.729
1514.000,2.000,7.000,0.000,4.000,0.274,0.438,0.742,0.702,0.070,0.503,0.570,0.539,0.316,0.543
3910.000,3.000,6.504,0.000,1.000,0.292,0.371,0.409,0.379,0.351,0.355,0.466,0.614,0.489,0.700
1386.000,3.000,7.000,0.000,1.000,0.269,0.514,0.541,0.418,0.251,0.528,0.323,0.725,0.842,0.657
195.000,2.710,7.000,0.000,4.000,0.321,0.486,0.586,0.516,0.218,0.832,0.449,0.480,0.707,0.643
1529.000,3.000,7.000,0.000,3.000,0.288,0.733,0.915,0.933,0.078,0.183,0.755,0.131,0.677,0.557
115.000,3.000,7.000,0.000,3.000,0.146,0.552,0.856,0.904,0.080,0.284,0.794,0.170,0.293,0.471
5918.000,2.536,7.000,0.000,4.000,0.278,0.448,0.629,0.608,0.175,0.487,0.566,0.376,0.143,0.386
10543.000,2.000,7.000,0.000,3.000,0.259,0.695,0.768,0.856,0.062,0.152,0.844,0.468,0.850,0.714
61.000,2.566,7.000,0.000,4.000,0.321,0.381,0.623,0.500,0.800,0.670,0.355,0.748,0.429,0.529
4144.000,2.592,7.000,0.000,4.000,0.302,0.543,0.720,0.736,0.203,0.431,0.679,0.783,0.729,0.629
1541.000,2.598,7.031,0.000,1.000,0.283,0.476,0.284,0.184,0.329,0.817,0.275,0.918,0.684,0.814
1555.000,2.000,7.000,0.000,0.000,0.259,0.448,0.845,0.855,0.170,0.381,0.712,0.703,0.692,0.729
1454.000,3.000,7.000,0.000,3.000,0.028,0.781,0.861,0.920,0.059,0.279,0.819,0.320,0.474,0.529
1745.000,3.000,6.771,0.000,4.000,0.288,0.495,0.638,0.645,0.229,0.437,0.630,0.648,0.564,0.500
4938.000,3.000,6.000,0.000,2.000,0.255,0.457,0.789,0.808,0.955,0.117,0.710,0.294,0.865,0.671
1724.000,3.000,5.000,0.000,1.000,0.392,0.267,0.513,0.238,0.647,0.081,0.000,0.538,0.835,0.729
2408.000,3.000,6.000,0.000,1.000,0.222,0.343,0.423,0.399,0.296,0.096,0.485,0.381,0.534,0.371
2515.000,2.000,7.000,0.000,3.000,0.156,0.724,0.730,0.802,0.043,0.249,0.798,0.278,0.421,0.586
1455.000,2.000,6.335,0.000,1.000,0.302,0.305,0.454,0.354,0.461,0.198,0.338,0.581,0.880,0.671
4335.000,2.000,6.000,0.000,4.000,0.156,0.381,0.787,0.785,0.093,0.421,0.665,0.465,0.241,0.343
864.000,2.000,7.000,0.000,1.000,0.354,0.362,0.455,0.373,0.348,0.269,0.377,0.069,0.609,0.600
13.000,3.000,5.000,0.000,1.000,0.429,0.229,0.425,0.332,0.629,0.411,0.343,0.603,0.759,0.686
8455.000,2.000,7.000,0.000,4.000,0.297,0.448,0.675,0.686,0.063,0.640,0.650,0.892,0.827,0.729
614.000,3.000,6.000,0.000,4.000,0.255,0.467,0.784,0.772,0.079,0.381,0.643,0.927,0.511,0.514
2405.000,3.000,6.000,0.000,2.000,0.292,0.343,0.717,0.684,0.734,0.168,0.575,0.412,0.594,0.657
270.000,3.000,6.320,0.000,1.000,0.151,0.257,0.473,0.532,0.289,0.320,0.674,0.293,0.767,0.643
1381.000,3.000,7.000,0.000,4.000,0.307,0.410,0.727,0.720,0.164,0.411,0.633,0.502,0.241,0.614
2908.000,2.000,7.000,0.000,3.000,0.264,0.524,0.712,0.777,0.083,0.259,0.778,0.435,0.586,0.471
163.000,3.000,6.120,0.000,1.000,0.368,0.267,0.368,0.321,0.779,0.269,0.416,0.240,0.857,0.671
1724.000,3.000,6.000,0.000,1.000,0.434,0.305,0.537,0.421,0.800,0.330,0.338,0.613,0.526,0.500
937.000,2.991,7.000,0.000,1.000,0.443,0.286,0.113,0.066,0.377,0.756,0.320,0.705,0.579,0.657
8708.000,2.556,7.000,0.000,1.000,0.170,0.295,0.429,0.563,0.420,0.310,0.812,0.310,0.917,0.371
1451.000,3.000,7.000,0.000,3.000,0.231,0.676,0.776,0.852,0.068,0.188,0.824,0.338,0.414,0.257
1424.000,3.000,7.000,0.000,4.000,0.245,0.438,0.739,0.655,0.362,0.391,0.478,0.658,0.549,0.514
5619.000,2.678,7.000,0.000,4.000,0.302,0.476,0.701,0.697,0.232,0.497,0.630,0.458,0.880,0.686
2849.000,2.418,6.000,0.000,1.000,0.363,0.324,0.597,0.448,0.437,0.538,0.290,0.521,0.511,0.671
104.000,3.000,7.000,0.000,4.000,0.274,0.495,0.641,0.669,0.206,0.381,0.672,0.487,0.835,0.686
1862.000,3.000,7.000,0.000,3.000,0.245,0.990,0.841,0.904,0.049,0.188,0.820,0.328,0.744,0.600
1232.000,3.000,6.000,0.000,1.000,0.344,0.324,0.257,0.163,0.686,0.254,0.276,0.174,0.917,0.714
2873.000,2.000,7.000,0.000,1.000,0.358,0.400,0.395,0.368,0.534,0.264,0.467,0.298,0.782,0.629
3167.000,2.000,7.000,0.000,3.000,0.241,0.819,0.814,0.879,0.085,0.147,0.814,0.372,0.722,0.657
1820.000,2.550,7.000,0.000,2.000,0.283,0.324,0.716,0.614,0.765,0.157,0.433,0.561,0.857,0.700
1046.000,2.606,6.762,0.000,4.000,0.325,0.590,0.657,0.632,0.317,0.442,0.570,0.568,0.812,0.629
902.000,2.410,6.000,0.000,2.000,0.269,0.543,0.826,0.836,0.794,0.173,0.704,0.462,0.865,0.686
6352.000,2.000,6.000,0.000,1.000,0.255,0.305,0.454,0.369,0.475,0.310,0.369,0.579,0.376,0.657
8816.000,2.432,7.000,0.000,4.000,0.146,0.467,0.585,0.553,0.090,0.426,0.528,0.669,0.481,0.714
1395.000,2.525,5.938,0.000,1.000,0.302,0.276,0.608,0.495,0.796,0.274,0.369,0.602,0.805,0.657
1029.000,3.000,7.000,0.000,4.000,0.274,0.343,0.616,0.549,0.232,0.462,0.467,0.610,0.744,0.514
2990.000,3.000,7.000,0.000,1.000,0.373,0.343,0.313,0.243,0.436,0.234,0.347,0.644,0.925,0.714
4344.000,2.520,6.000,0.000,3.000,0.170,0.467,0.810,0.879,0.086,0.132,0.820,0.430,0.632,0.529
9413.000,2.423,6.073,0.000,1.000,0.335,0.362,0.382,0.411,0.285,0.127,0.576,0.756,0.632,0.414
4495.000,3.000,7.000,0.000,1.000,0.434,0.286,0.438,0.302,0.274,0.183,0.258,0.853,0.737,0.643
2454.000,3.000,7.000,0.000,4.000,0.458,0.419,0.519,0.481,0.161,0.660,0.489,0.810,0.767,0.700
3124.000,2.000,5.000,0.000,2.000,0.340,0.314,0.689,0.603,0.708,0.147,0.455,0.308,0.902,0.786
5588.000,3.000,7.000,0.000,3.000,0.297,0.733,0.857,0.909,0.076,0.193,0.804,0.436,0.737,0.543
38.000,3.000,7.000,0.000,4.000,0.241,0.400,0.592,0.551,0.188,0.513,0.511,0.928,0.827,0.686
1060.000,3.000,6.281,0.000,4.000,0.278,0.381,0.557,0.523,0.276,0.437,0.513,0.847,0.857,0.657
4750.000,3.000,6.000,0.000,4.000,0.354,0.486,0.420,0.418,0.087,0.909,0.527,0.734,0.571,0.557
1789.000,3.000,6.000,0.000,3.000,0.241,0.695,0.779,0.808,0.071,0.239,0.725,0.562,0.820,0.514
5709.000,2.541,6.000,0.000,1.000,0.340,0.305,0.515,0.468,0.506,0.401,0.471,0.670,0.699,0.657
1696.000,2.000,6.893,0.000,4.000,0.175,0.410,0.686,0.672,0.127,0.569,0.603,0.523,0.564,0.614
3361.000,3.000,5.000,0.000,2.000,0.410,0.324,0.539,0.557,0.797,0.051,0.614,0.515,0.805,0.714
6341.000,2.485,5.000,0.000,2.000,0.288,0.362,0.800,0.756,0.718,0.086,0.584,0.702,0.925,0.743
