time_betw_scan_min,CA,YM,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,40/25 mM glu/lac lav O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2,Tid i min Glu,50 mM Mannose,35 mM Glycolsyre,2 mM PAM
3308,2.87,7.291,Failed,21.45,2.01,11.6,39.76,38.23,353,11.8,-1.53,36,12.69,0,0.01
3824,2.597,6.588,Failed,22.52,1.83,10.3,38.52,36.36,392,12.4,-2.16,136,15.75,-0.95,-0.48
2718,2.9,5.873,Failed,21.73,2.28,8,34.7,29.18,970,5.9,-5.52,22,10.53,-0.53,-0.12
1257,2.556,6.876,Failed,23.27,1.86,11.2,39.67,37.62,217,12.4,-2.05,86,15.91,-0.5,-0.02
1212,2.83,6.314,Failed,24.83,2.02,10.5,41.68,41.18,195,6.2,-0.5,81,13.91,-0.51,-0.34
3416,2.567,6.946,Failed,21.35,2.09,11.3,39.48,38.58,158,13.2,-0.9,247,13.85,-0.51,-0.07
1461,2.616,6.952,Failed,18.82,2.24,9,37.39,35.06,367,14.6,-2.33,36,13.44,-0.66,-0.16
8438,2.681,7.375,Failed,27.28,2.22,10.1,37.26,34.6,440,13.1,-2.66,31,12.44,-0.31,-0.1
3135,2.559,6.96,Failed,24.55,1.98,12.9,40,39.83,193,8.3,-0.17,98,12.09,-0.09,-0.1
1250,2.35,6.251,Failed,21.43,2.27,10.1,35.37,29.65,761,11.2,-5.72,21,11.84,-0.8,-0.31
1777,2.551,6.309,Failed,26.17,2.24,10.6,36.94,33.89,522,11.3,-3.05,21,13.31,-0.07,-0.01
536,2.007,6.869,Failed,21.72,2.13,9.7,37.68,35.7,433,12.9,-1.98,32,14.53,-0.54,-0.03
78,2.669,7.165,Failed,22.22,2.08,10.7,38.87,36.18,357,14.3,-2.69,35,12.91,-0.09,-0.06
1010,2.44,5.56,Failed,26.78,2.03,9.4,38.2,35.33,1176,5.9,-2.87,21,9.24,-0.08,-0.04
4915,2.626,5.635,Failed,25.55,1.97,10.6,41.21,40.94,1253,6.2,-0.27,21,12.14,-0.08,-0.01
8049,2.656,6.491,Failed,22.6,1.87,11.5,40.48,38.98,301,11.3,-1.5,40,13.95,-0.24,-0.07
2007,2.629,6.988,Failed,25.03,2.13,9.9,37.24,34.33,239,14.6,-2.91,64,13.02,-0.66,-0.05
1501,2.444,6.386,Failed,22.9,2.54,8.5,27.43,21.15,1265,7.8,-6.28,22,11.53,-0.07,0.01
1535,2.196,6.879,Failed,22.18,1.77,12.5,40.81,40.47,189,5.8,-0.34,76,12.39,-0.17,0
3908,2.18,6.916,Failed,25.83,2.08,12.2,39.17,36.13,299,11.9,-3.04,76,15.18,-0.36,-0.05
3046,2.729,6.77,Failed,22.08,2.59,10.7,40.24,39.07,285,5.9,-1.17,36,10.37,0.41,0.48
1463,2.566,6.764,Failed,19.52,2.12,11.9,41.25,41.1,147,8.7,-0.15,196,11.74,-0.65,-0.18
3239,2.34,7.069,Failed,22.65,1.81,12.7,40.78,40.53,105,11.5,-0.25,21,7.06,-0.97,-0.56
3051,2.84,6.28,Failed,22.4,1.87,7.4,33.82,32.78,451,7.7,-1.04,32,7.78,0.01,-0.01
2850,2.63,5.434,Failed,22.75,2.05,9.2,33.57,37.48,679,6.3,3.91,21,14.68,-0.3,-0.01
2925,2.909,7.134,Failed,17.28,2.07,11.5,40.89,39.89,192,11.8,-1,91,12.57,-0.38,-0.05
4307,2.513,6.506,Failed,21.47,1.98,9.6,38.44,35.89,396,12,-2.55,32,15.54,-0.19,-0.07
2527,2.67,6.995,Failed,28.38,1.99,13.5,40.81,40.32,188,9.5,-0.49,11,10.59,-0.57,-0.18
4579,2.709,6.348,Failed,16.87,2.03,10.7,41.07,40.99,151,8.2,-0.08,175,13.42,-0.59,-0.19
1695,2.38,6.117,Failed,27.13,2.09,10.2,37.67,34.91,386,11.8,-2.76,32,12.49,-0.41,-0.13
3153,2.813,6.643,Failed,21.48,2.17,9,32.32,28.34,558,10.4,-3.98,31,11.39,-0.12,-0.03
47,2.63,6.053,Failed,22.82,1.97,9.2,41.79,40.1,1009,5,-1.69,21,8.5,-0.02,0
8306,2.299,6.471,Failed,22.17,2.06,8.4,36.92,32.01,458,15.5,-4.91,44,11.88,-0.46,0
1453,2.74,5.572,Failed,20.32,1.99,30.5,38.55,36.46,124,5.5,-2.09,206,3.48,0.01,0
405,2.84,6.432,Failed,22.18,2.29,9.4,35.55,31.91,521,7.5,-3.64,21,9.4,-0.28,-0.05
1439,2.9,5.55,Failed,20.47,1.96,10.1,41.44,40.46,1195,5.8,-0.98,21,11.15,-0.03,0.02
1675,2.663,6.003,Failed,23.25,1.99,10.8,42.6,41.25,1030,5.9,-1.35,21,11.43,-0.08,0
3056,2.73,7.211,Failed,19.88,289.68,-42181.9,209.88,100.96,0,-59.4,-108.92,,219.06,179.55,277.2
1466,2.68,6.452,Failed,21.43,1.99,10.3,37.43,34.69,469,11.4,-2.74,21,12.76,-0.06,-0.01
754,2.86,6.69,Failed,18.02,1.95,11.2,41.14,40.17,179,12.2,-0.97,106,14.49,-0.51,-0.16
1577,2.693,7.01,Failed,27.92,1.99,11.7,40.7,40.39,182,7.5,-0.31,136,14.39,-0.02,0.01
4206,2.658,6.631,Failed,24.25,2.05,9.8,36.63,33.48,539,11.5,-3.15,32,12.55,-0.27,-0.08
1363,2.344,6.965,Failed,20.08,2.07,11.8,41.32,40.79,166,7.2,-0.53,113,11.98,-0.1,0
4228,2.62,6.93,Failed,21.92,2,9.9,38.36,35.22,450,13.8,-3.14,32,13.77,-0.61,-0.14
1252,2.563,6.641,Failed,22.22,2.1,10.4,41.6,40.27,1451,6.5,-1.33,21,9.62,-0.07,-0.02
1179,2.717,7.099,Failed,20.15,2.12,11.6,39.01,37.01,315,11.4,-2,81,11.64,-0.11,-0.01
5170,2.916,6.86,Failed,21.93,1.87,11.9,40.1,38.22,241,13.1,-1.88,76,10.49,-1.21,-0.11
1515,2.667,5.35,Failed,25.15,2.07,10.9,40.93,38.66,1050,5.8,-2.27,21,9.9,-0.14,0.03
1408,2.459,7.085,Failed,22.3,1.85,10.4,41.27,39.41,305,11.7,-1.86,36,10.93,-1.17,-0.11
1295,2.354,7.038,Failed,22.3,2,12.3,40.73,38.39,301,11.3,-2.34,44,12.91,-0.14,-0.01
1628,2.362,6.956,Failed,21.98,2.08,9,36.7,32.44,703,11.7,-4.26,21,12.71,-0.27,-0.12
588,2.568,6.689,Failed,22.22,1.95,12.1,41.34,40.6,154,8.7,-0.74,196,9.77,-0.23,0.02
3070,2.652,6.285,Failed,28.08,1.82,14.7,40.83,40.06,161,6.6,-0.77,135,10.88,-0.23,-0.11
1734,2.87,6.983,Failed,22.3,1.78,12.5,41.86,41.02,167,18.3,-0.84,195,13.11,-0.46,-0.34
1992,2.574,6.483,Failed,27.2,2.1,10.2,40.17,39.6,191,7,-0.57,96,10.54,0,0.06
140,2.643,6.884,Failed,26.37,2.01,9.7,38.26,32.95,353,18.6,-5.31,97,15.39,-0.04,-0.04
1300,2.361,6.178,Failed,24.47,2.01,11.3,38.99,35.95,198,6.5,-3.04,112,12.19,-0.2,-0.04
2220,2.57,6.806,Failed,18.83,1.91,12.4,41.13,40.55,161,7.5,-0.58,136,11,-0.52,-0.06
1317,2.55,6.019,Failed,29,2.08,9.4,35.69,31.34,540,7.9,-4.35,21,11.67,-0.22,-0.04
2807,2.703,6.476,Failed,19.23,1.83,11.9,41.43,37.88,273,15.2,-3.55,63,13.53,-1.17,-0.42
1844,2.472,6.295,Failed,19.82,2,10.3,39.69,37.46,281,11.8,-2.23,45,14.25,-0.81,-0.18
1296,2.57,6.39,Failed,20.37,1.78,9.2,36.57,35.97,466,12.2,-0.6,36,10.41,-0.53,-0.01
1724,2.527,7.118,Failed,17.7,1.95,12.8,41.48,40.5,171,8.9,-0.98,136,12.41,-0.26,-0.04
1062,2.602,6.033,Failed,22.13,2.16,9.1,35.21,29.27,498,13.5,-5.94,40,14.17,-0.07,0.01
1066,2.65,6.901,Failed,22.93,2.07,10.9,36.07,34.37,451,9.6,-1.7,32,10.75,-0.13,-0.02
2155,2.532,5.731,Failed,23.65,2.02,9,40.36,38.4,1222,6.7,-1.96,21,10.62,-0.01,0.04
1831,2.603,5.084,Failed,34.57,2.12,9.5,39.59,35.86,906,7.7,-3.73,,11.35,-0.6,-0.04
5433,2.762,6.373,Failed,22.37,2.06,9.9,39.63,36.94,427,12.8,-2.69,32,13.25,-0.41,-0.14
1218,2.608,6.744,Failed,24.07,2.16,9.3,36.59,33.45,451,21.9,-3.14,21,14.99,-0.7,-0.16
1428,2.614,6.9,Failed,27.78,2.37,10.1,35.51,31.4,500,9.2,-4.11,22,14.76,-0.07,0.1
1072,2.567,6.573,Failed,27.82,2.09,9.6,39.85,38.45,381,11.6,-1.4,31,12.3,-0.73,-0.2
1999,2.667,7.086,Failed,22.78,2.19,10.8,36.96,34.33,353,16.4,-2.63,35,13.69,-0.21,0
8437,2.712,6.969,Failed,25.53,2.15,9.6,37.58,35.35,405,16.5,-2.23,31,12.12,-0.32,-0.15
1132,2.639,7.032,Failed,19.67,2.14,10.1,37.53,34.34,443,12,-3.19,21,14.33,-0.37,-0.13
2953,2.55,6.521,Failed,23.37,1.47,4.3,30.35,28.04,1177,8.3,-2.31,21,5.88,26.05,-0.1
338,2.637,6.945,Failed,24.75,2.01,11,40.73,39.89,393,11.8,-0.84,32,13.56,-0.2,0
1193,2.685,6.446,Failed,21.17,2.15,12.6,36.58,33.15,412,13.5,-3.43,31,13.08,-0.22,-0.02
5520,2.487,6.163,Failed,21.62,2.76,9.1,25.66,20.89,1707,6.9,-4.77,21,11.33,0.03,0.09
1514,2.56,6.621,Failed,18.15,2.1,9.7,35.09,30.74,363,11.4,-4.35,32,16.35,-0.05,0.04
1790,2.639,6.113,Failed,21.07,2.04,10.4,41.63,39.39,1132,5.8,-2.24,21,9.27,-0.26,-0.02
6108,2.554,6.358,Failed,22.55,1.86,8.4,36.52,34.8,562,12.8,-1.72,32,12.03,-0.08,-0.01
1766,2.727,6.678,Failed,19.08,1.93,11.4,41.81,41,198,7,-0.81,86,11.2,-0.49,-0.22
1119,2.584,6.026,Failed,19.9,2.04,12,40.63,40.48,186,5.7,-0.15,91,10.96,-0.3,-0.07
3149,2.765,6.674,Failed,24.17,1.83,11.4,40.93,40.01,157,9.8,-0.92,196,14.46,-0.47,-0.13
1464,2.737,6.54,Failed,24.52,2.09,11.1,40.78,38.05,306,11.5,-2.73,63,15.04,-0.21,-0.11
5901,2.657,6.541,Failed,23.43,2.17,9.3,32.52,26.63,708,8.9,-5.89,22,14.08,-0.12,-0.03
1967,2.701,6.443,Failed,22.3,2.17,9.3,37.37,34.74,591,12,-2.63,21,13.11,-0.3,-0.06
4426,2.44,6.899,Failed,20.78,2.06,10.1,39.14,37.02,420,11.5,-2.12,32,12.37,-0.13,-0.02
1779,2.31,6.861,Failed,19.65,2.06,11.3,40.08,38.44,321,11.7,-1.64,44,13.12,-0.19,-0.04
1312,2.573,7.108,Failed,23.33,1.79,12.2,40.45,39.92,194,14.1,-0.53,107,11.55,-0.27,-0.07
1606,2.742,6.044,Failed,19.68,1.86,12,40.22,39.74,172,9.6,-0.48,135,10.25,-0.49,-0.1
2451,2.645,7.095,Failed,24.25,2.05,12.6,41.5,41.22,183,8.8,-0.28,115,8.62,-0.18,-0.02
993,2.872,5.574,Failed,23.58,1.99,9.1,41.92,40.33,1305,5.6,-1.59,21,12.03,0,0.04
14407,2.865,7.039,Failed,22.25,1.82,10.1,36.78,35.19,316,14.2,-1.59,36,12.25,-0.99,-0.44
1432,2.372,5.818,Failed,22.77,2.05,9.7,41.85,40.31,1065,5,-1.54,21,9.8,-0.3,-0.07
187,2.98,7.239,Failed,23.53,2.08,10.4,43.75,41.93,156,30.6,-1.82,196,15.07,-0.25,-0.06
1439,2.83,5.862,Failed,20.52,1.97,9.9,40.83,39.23,1296,6.9,-1.6,21,10.38,-0.11,0.01
1583,2.73,6.927,Failed,25.08,2,9.5,38.02,34.87,651,12.4,-3.15,21,15.42,-0.06,0.01
1863,2.7,6.49,Failed,22.58,2.1,9.6,35.8,31.28,619,8.7,-4.52,32,12.89,-0.36,0
1439,2.29,5.348,Failed,22.6,2.06,9.9,42.61,38.62,1352,5,-3.99,21,11.65,-0.32,-0.01
1436,2.56,6.802,Failed,22.32,1.97,9.2,35.65,32.3,538,11.4,-3.35,31,12.76,-0.44,-0.09
1951,2.544,7.09,Failed,25.55,2.07,10.3,36.55,32.4,368,21.5,-4.15,63,16.08,-0.51,-0.03
5501,2.789,6.027,Failed,19.08,2.78,9.7,42.02,40.8,411,5.2,-1.22,81,7.81,0.54,0.67
10654,2.718,7.018,Failed,19.77,2.09,10.6,38.57,32.28,550,12.8,-6.29,32,9.3,-0.07,0.02
1622,2.656,6.215,Failed,23.53,2.33,11.2,33.51,29.86,463,7.8,-3.65,22,13.29,-0.19,0.07
2847,2.337,6.054,Failed,22.13,2.22,8.8,34.5,34.22,1164,9.5,-0.28,22,9.97,-0.03,0
3765,2.702,6.509,Failed,24.5,2.15,9.6,37.9,36.47,558,12,-1.43,21,14.63,-0.58,0
1617,2.496,7.28,Failed,20.95,2.2,11.3,38.17,36.04,464,14.4,-2.13,31,11.27,-0.26,0.02
357,2.788,7.358,Failed,26.2,1.94,13.9,40.24,39.87,146,8.1,-0.37,219,7.64,-0.2,-0.07
3359,2.576,6.583,Failed,21.53,2.23,9.7,37.08,35.11,348,14.2,-1.97,32,11.04,-0.04,0
3170,2.254,6.185,Failed,26.18,1.99,10.7,38.32,36.32,257,13.8,-2,64,12.28,-0.67,-0.09
908,2.534,5.958,Failed,27.28,1.98,10.7,41.02,40.22,1133,6.2,-0.8,21,11.24,-0.12,-0.05
3353,2.495,6.648,Failed,19.67,2.01,9.2,39.58,37.2,1024,7.7,-2.38,21,10.63,-0.22,-0.08
612,2.669,6.732,Failed,22.23,2,13.1,40.81,40.31,163,8.9,-0.5,196,9.07,-0.4,-0.06
9180,2.422,6.494,Failed,22.78,2.21,8.9,34.69,29.49,761,8,-5.2,20,13.37,-0.23,0.09
1395,2.525,5.938,Failed,22.67,2.09,8.5,37.77,33.35,1133,9.5,-4.42,21,13.08,-0.17,-0.02
2460,2.843,6.405,Failed,24.67,2.1,8.4,34.28,32.77,453,11.8,-1.51,21,13.3,-0.07,-0.01
2559,2.498,6.929,Failed,20.27,2.23,8.8,34.96,29.4,594,14.6,-5.56,21,11.81,-0.7,-0.23
1978,2.29,5.924,Failed,23.88,2.31,9.3,34.15,29.03,795,10.3,-5.12,21,13.75,-0.06,-0.01
246,2.569,6.898,Failed,26.28,2.22,9.8,36.07,34.36,289,24.8,-1.71,64,15.2,-0.31,-0.05
2410,2.519,5.256,Failed,21.3,2.19,9.4,38.27,34.13,1011,6.6,-4.14,21,11.44,-0.06,0.06
26,3.155,7.228,Failed,28.52,2.14,10,38.71,36.59,376,11.4,-2.12,32,12.4,-0.25,-0.11
1586,2.542,6.3,Failed,16.82,2.73,9.2,34.85,30.5,495,7.9,-4.35,31,13.82,-0.49,-0.05
2519,2.28,5.907,Failed,22.47,1.82,11.2,40.65,39.74,185,7.1,-0.91,106,16.3,-0.43,-0.08
1309,2.556,5.941,Failed,27.1,2.04,9.8,35.69,32.01,473,6.7,-3.68,21,13.8,-0.19,-0.06
1317,2.585,6.326,Failed,20.38,1.79,8.1,35.11,34.49,775,10.4,-0.62,21,10.21,-0.13,0
1722,2.6,6.058,Failed,73.17,2.08,10.2,40.71,39.18,577,7.5,-1.53,22,8.06,-0.68,-0.3
1452,2.558,6.584,Failed,23.38,1.73,7.6,35.04,30.81,656,10.7,-4.23,32,9.86,-0.37,-0.07
1280,2.439,7.313,Failed,21.1,1.92,11.6,37.68,35.36,295,11.4,-2.32,44,9.93,-0.43,-0.11
1333,2.684,6.305,Failed,20.55,2.1,9.6,35.65,32.57,943,6,-3.08,21,9.94,-0.11,-0.01
1491,2.811,5.464,Failed,21.77,2.03,9.4,40.87,39.18,1013,5.6,-1.69,21,13.51,-0.16,0.02
1146,2.918,5.7,Failed,19.02,1.96,9.9,39.54,37.53,1105,6.2,-2.01,21,10.87,-0.15,-0.04
12036,2.375,6.881,Failed,21.58,2.16,9.8,34.77,31.35,343,10.8,-3.42,36,9.72,-0.21,-0.09
746,2.72,6.331,Failed,22.8,2.07,8.2,36.54,32.44,608,12,-4.1,20,11.64,-0.08,-0.02
2197,2.81,5.89,Failed,23.5,2.05,10.3,41.52,39.59,1008,6.2,-1.93,21,14.77,-0.17,-0.03
12,2.69,5.842,Failed,23.35,2.08,10,40.97,38.79,1384,6,-2.18,21,11.7,-0.04,-0.01
1161,2.527,7.356,Failed,17.92,2.07,11.7,40.31,39.66,189,13,-0.65,136,9.67,-0.4,-0.19
1149,2.75,7.085,Failed,19.82,2.06,10.4,36.39,33.03,322,16.6,-3.36,44,13.1,-0.44,-0.1
1740,2.77,7.27,Failed,24.8,1.78,13.5,42,40.88,142,14.3,-1.12,251,13.75,-0.33,-0.22
1384,2.033,7.008,Failed,20.13,2.03,11.2,40.74,40.15,190,6.8,-0.59,83,12.56,-0.1,0.01
225,2.678,7.035,Failed,19.02,1.93,12.6,39.67,37.79,214,13.3,-1.88,76,15.11,-0.38,-0.28
8623,2.683,7.189,Failed,27.28,2.2,10.3,38.48,36.57,383,12,-1.91,31,10.56,-0.38,0
2656,2.719,6.542,Failed,18.9,2.03,9.8,41.1,36.48,1198,5.1,-4.62,22,8.85,-0.01,0.02
1698,3.194,6.158,Failed,24.48,2.02,7.6,32.99,32.11,914,7.5,-0.88,21,10.89,-0.29,-0.13
2823,2.589,7.11,Failed,22.57,2.26,10.2,40.66,39.49,483,61.2,-1.17,21,9.31,-0.82,-0.22
5594,2.592,6.688,Failed,22.65,2.04,13,38.93,36.58,429,11.6,-2.35,32,12.45,-0.54,-0.14
1171,2.531,6.995,Failed,22.28,2.02,9.6,34.39,30.29,611,8.1,-4.1,21,9.51,-0.11,-0.01
1561,2.562,6.949,Failed,22.43,2.79,8.6,28.06,20.05,907,7.8,-8.01,21,10.44,-0.04,0.5
1470,2.872,6.735,Failed,21.52,2.05,10.4,38.35,34.42,306,15.8,-3.93,44,14.65,-1.15,-0.49
5382,2.595,6.194,Failed,20.17,2,15.7,40.82,38.87,502,6.2,-1.95,22,13.84,-0.02,0.04
143,2.539,5.609,Failed,21.78,2.02,9.5,41.07,40.43,1090,4.7,-0.64,21,12.67,-0.16,0.03
1315,2.48,7.239,Failed,21.6,1.83,10.9,40.13,38.41,307,12.5,-1.72,44,12.23,-1.1,-0.33
87,2.396,7.254,Failed,22.4,1.87,12.3,40.26,38.92,328,16.3,-1.34,46,10.49,-0.86,-0.24
1029,2.664,7.211,Failed,22.65,2.03,9.2,37.89,34.35,391,13.2,-3.54,31,13.16,-0.25,-0.12
1466,2.173,6.632,Failed,22.68,1.95,11.7,40.56,39.71,170,8.8,-0.85,44,9.73,-0.93,-0.19
19210,2.379,6.799,Failed,19.7,2.14,10.6,36.87,33.96,274,14.4,-2.91,,12.25,-0.45,-0.06
19205,2.418,7.126,Failed,19.93,2.29,10,37.12,34.7,305,14.6,-2.42,40,13.04,-0.34,-0.06
7797,2.86,6.694,Failed,23.08,2.01,13,40.6,40.16,185,7.7,-0.44,86,12.14,-0.49,-0.14
1877,2.441,5.665,Failed,22.43,1.97,7.9,35.54,32.84,839,10.2,-2.7,22,11.69,-0.07,0
7636,2.67,6.66,Failed,28.35,2.14,9.2,33.88,30.96,339,9.6,-2.92,32,10.46,-0.08,-0.01
1299,2.406,5.959,Failed,16.85,2.07,8.2,34.04,28.66,532,7.4,-5.38,21,12.55,-0.28,-0.04
2861,2.642,7.101,Failed,24.33,1.74,11.8,41.33,40.47,134,14.7,-0.86,276,14.22,-0.5,0.01
1326,2.562,6.478,Failed,20.42,1.75,7,31.93,30.74,770,11.3,-1.19,21,9.47,-0.07,-0.02
2471,2.64,7.341,Failed,21.38,2.37,9.5,33.93,29.6,517,18.9,-4.33,21,13.94,-0.43,-0.08
2041,2.62,6.566,Failed,21.47,2.1,10.8,38.47,36.5,303,14,-1.97,40,13.14,-0.2,-0.02
4210,3.051,7.014,Failed,22.68,2.05,12,40.87,40.29,147,10.1,-0.58,239,10.47,-0.41,-0.11
1430,2.75,5.801,Failed,21.5,2.26,7.8,32.63,26.56,1093,10.5,-6.07,22,11.47,-0.12,0.01
1866,2.7,6.97,Failed,22.28,2.01,9.4,38.01,35.45,387,11.9,-2.56,32,15.57,-0.93,-0.22
1080,2.9,7.181,Failed,23,1.43,11.4,40.83,38.43,196,52.2,-2.4,112,13.7,-0.79,-0.5
98,2.84,5.622,Failed,20.45,2.01,9.1,41.5,38.27,1226,5.7,-3.23,22,11.22,-0.02,0.02
4621,2.47,6.385,Failed,22.52,2.21,9,35.34,31.63,756,12.6,-3.71,21,11.32,-0.24,-0.03
3991,2.475,6.114,Failed,23.52,2.07,9.9,39.9,35.8,1039,8.6,-4.1,22,12.65,-0.24,-0.04
1453,2.573,6.91,Failed,22.27,1.96,10,38.49,35.43,498,12.9,-3.06,21,13.64,-0.51,-0.1
228,2.88,5.999,Failed,23.55,2.01,9.9,41.42,39.38,1121,6.6,-2.04,21,14.65,-0.59,-0.26
2494,2.674,6.971,Failed,23.62,2.08,10.1,36.61,34.38,379,12.5,-2.23,32,11.78,-0.01,0.02
931,2.683,6.106,Failed,24.17,2.4,9.2,25.93,18.92,1331,10.3,-7.01,21,11.91,-0.22,-0.08
1726,2.712,6.501,Failed,21.02,1.87,15.5,40.8,40.24,122,9,-0.56,350,12.55,-0.29,-0.22
1917,2.486,6.576,Failed,22.37,2.11,9.5,36.27,31.93,558,9.7,-4.34,22,11.49,-0.54,-0.07
1564,2.387,6.625,Failed,22.78,2.12,10.7,39.29,36.73,427,13.3,-2.56,32,10.27,-0.14,0
1622,2.554,7.033,Failed,22,2.03,12.6,39.27,37.91,174,13.8,-1.36,136,11.32,-0.67,-0.06
983,2.596,6.303,Failed,19.53,1.6,6,31.45,29.49,628,12,-1.96,31,6.4,0.11,-0.03
9030,2.484,6.429,Failed,22.68,2.11,8.7,36.99,32.74,525,12.7,-4.25,21,14.4,-0.31,0.09
1533,2.594,6.345,Failed,23.95,2.06,13.3,40.75,40.12,159,6.4,-0.63,198,11.49,-0.27,-0.16
7797,2.638,6.85,Failed,23.05,1.98,12.5,41,40.41,191,6.7,-0.59,76,12.15,-0.43,-0.18
1074,2.645,5.988,Failed,21.82,2.42,8.3,30.54,23.83,1107,7.9,-6.71,21,13.01,-0.11,0.42
1692,2.491,6.047,Failed,26.28,2.32,7.9,32.53,28.77,826,12.6,-3.76,21,12.73,-0.21,0.02
1195,2.417,6.007,Failed,26.28,2.25,7.7,33.87,29.44,1215,8,-4.43,21,9.61,-0.06,0.04
7195,2.538,6.386,Failed,24.28,2.22,10.1,36.17,31.96,669,11.6,-4.21,21,15.08,-0.09,0.01
2772,2.76,7.108,Failed,25.6,1.95,12.3,40.88,40.39,157,8.6,-0.49,196,10.97,-0.35,-0.15
2585,2.41,6.669,Failed,21.18,1.97,11.2,41.02,39.95,191,9.3,-1.07,107,14.27,-0.17,-0.05
6214,2.663,6.363,Failed,21.48,2.17,9.6,35.72,33.3,538,11.4,-2.42,32,14.83,-0.1,-0.02
820,2.676,6.385,Failed,22.18,2.1,10.4,38.1,36.01,273,11.7,-2.09,63,14.17,-0.52,-0.05
945,2.571,6.053,Failed,16.53,2.07,9.2,37.38,34.69,1007,7,-2.69,21,13.35,-0.12,-0.02
2349,2.732,6.582,Failed,27.08,1.98,12.7,40.99,40.42,135,7.1,-0.57,260,12.2,-0.25,-0.06
918,2.699,5.872,Failed,23.35,2.13,10.7,39.59,37.65,466,11.4,-1.94,32,14.18,-0.3,-0.05
1091,2.809,6.767,Failed,22.45,2.2,9.9,35.66,33.19,627,7.6,-2.47,21,10.9,-0.33,-0.02
60,2.563,7.268,Failed,20.43,1.73,9.6,38.41,38.02,322,12.1,-0.39,44,9.71,-0.24,-0.03
1179,2.826,5.33,Failed,22.7,2.07,10.9,41.09,38.74,1132,6.4,-2.35,21,13.97,-0.39,-0.04
3990,3.015,6.753,Failed,25.1,1.84,9.3,35.71,33.11,355,8.7,-2.6,31,9.78,-0.62,-0.25
4277,3.051,7.108,Failed,22.68,2.05,11.7,41.19,40.65,193,8.4,-0.54,102,11.13,-0.3,-0.07
506,2.15,6.014,Failed,21.58,1.98,10.2,41.81,40.88,1036,6.3,-0.93,22,9.82,-0.03,0.03
1544,2.788,6.737,Failed,21.63,1.84,11.9,40.57,40.31,171,7.3,-0.26,138,9.28,-0.19,-0.06
1481,2.81,6.746,Failed,22.82,1.97,8.6,38.07,35.28,473,12,-2.79,31,11.27,-0.13,-0.04
1646,2.309,7.108,Failed,21.03,0.41,10.8,39.69,35.81,376,11.7,-3.88,40,17.52,-1.95,-0.57
1790,2.936,6.061,Failed,20.97,1.84,8.5,33.67,31.66,819,8.3,-2.01,21,9.84,-0.2,-0.03
1728,2.818,5.752,Failed,23.88,2.02,11.1,41.19,40.8,1026,4.1,-0.39,21,14.21,-0.11,-0.01
898,2.414,7.167,Failed,20.97,2.26,10.5,35.85,32.35,344,14.8,-3.5,36,12.96,-1.07,0.01
4315,2.66,6.375,Failed,23.25,2.27,9.4,37.58,34.28,462,11.8,-3.3,33,13.66,-0.16,-0.01
1101,2.709,5.795,Failed,26.22,2.09,11.4,40.39,36.75,1090,5.4,-3.64,21,11,-0.05,0.02
8744,2.526,6.118,Failed,22.82,2.16,9.9,33.68,31.28,504,7,-2.4,21,11.48,-0.21,0
2214,2.649,6.241,Failed,22.92,3.28,8.2,23.64,18.38,1686,6.2,-5.26,21,9.85,-0.08,0.93
1618,2.897,7.024,Failed,22.02,1.79,11.5,41.05,40.79,169,8.1,-0.26,135,12.42,-0.63,-0.19
897,2.79,6.675,Failed,24.6,2.19,10.2,37.49,34.47,530,13.4,-3.02,32,12.4,-0.4,-0.13
3198,2.59,6.595,Failed,21.25,2.09,12.9,40.91,40.51,192,7.1,-0.4,91,10.01,-0.17,-0.11
3066,2.745,7.179,Failed,21.4,2.06,11,38.34,35.63,314,13.8,-2.71,64,12.92,-0.24,-0.08
1176,2.518,5.817,Failed,21.45,2.15,9.2,37.23,34.11,489,12.6,-3.12,22,11.92,-0.45,0.01
4460,2.42,6.341,Failed,21.9,2.15,9.5,37.68,35.29,504,12.6,-2.39,21,13.93,0.01,0.07
1607,2.615,5.418,Failed,21.95,2.1,10.5,35.28,32.75,705,6.7,-2.53,21,15.02,-0.05,0.03
138,2.628,6.297,Failed,24.77,1.94,12.4,41.37,40.14,176,6.7,-1.23,195,12.43,-0.43,-0.23
1954,2.501,6.695,Failed,23.43,2.04,8.6,35.12,29.58,426,11.5,-5.54,83,11.7,-0.1,-0.06
1418,2.622,7.17,Failed,22.82,2.04,10.8,40.87,39.52,207,12.7,-1.35,86,12.08,-0.68,-0.03
1509,2.435,5.66,Failed,21.55,2.02,11.2,40.91,38.32,1055,5.4,-2.59,21,10.51,-0.17,-0.02
998,2.873,6.601,Failed,21.3,1.97,11.7,40.91,40.52,180,8.7,-0.39,122,9.97,-0.35,-0.03
1555,2.6,5.916,Failed,22.8,2.13,7.8,36.82,33.44,654,11.3,-3.38,21,10.01,-0.08,0.04
1278,2.738,6.992,Failed,22.67,2.08,10.8,42.29,41.49,240,11.5,-0.8,64,12.83,-0.9,-0.52
978,2.519,6.677,Failed,25.6,2.23,8.7,34.57,30.48,927,13,-4.09,21,12.57,-0.15,-0.03
