bcr_dir,RunNumber,PartNumber,Teststart,Sensor,BoardNr,ArrayNr,Class,Tid efter start [timer],2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
,R27873,932-029,19-01-2021 00:00,Glu,3,2,Approved,0.05,0.29,0.3,4.06,176,1.5,0.72
,R27880,932-029,19-01-2021 00:00,Glu,2,5,Approved,1.18,0.39,0.8,4.74,139,0.4,0.11
,R27907,932-029,19-01-2021 00:00,Glu,1,11,Approved,1.32,0.33,0.4,5.19,188,0.4,0.1
,R27457,932-029,19-01-2021 00:00,Glu,2,7,Approved,0.13,0.32,0.6,3.29,56,2.5,0.43
,R27923,932-029,19-01-2021 00:00,Glu,2,1,Approved,0.03,0.33,0.3,4.36,80,1,0.59
,R27910,932-029,19-01-2021 00:00,Glu,1,16,Approved,0.08,0.3,0.1,5.3,284,1,0.26
,R27907,932-029,19-01-2021 00:00,Glu,8,15,Approved,1.3,0.33,0.5,4.46,10,1.2,0.41
,R27459,932-029,19-01-2021 00:00,Glu,2,10,Approved,1.27,0.39,0.2,3.08,304,2.8,0.58
,R27922,932-029,19-01-2021 00:00,Glu,2,5,Approved,1.23,0.38,0.6,4.52,8,0.1,0.33
,R27922,932-029,19-01-2021 00:00,Glu,7,7,Approved,1.25,0.37,0.5,4.04,12,1.1,0.55
,R27458,932-029,19-01-2021 00:00,Glu,8,11,Approved,0.02,0.26,0.4,4.35,128,1.3,0.38
,R27892,932-029,19-01-2021 00:00,Glu,8,16,Approved,1.22,0.01,0.4,0.53,118,3.5,2.13
,R27873,932-029,19-01-2021 00:00,Glu,2,6,Approved,0.2,0.3,0.5,4.47,349,1.1,0.07
,R27459,932-029,19-01-2021 00:00,Glu,3,13,Approved,1.28,0.47,0.7,4.29,360,1.3,0.76
,R27867,932-029,19-01-2021 00:00,Glu,1,13,Approved,1.28,0.45,0.5,4.59,118,0.1,0.4
,R27458,932-029,19-01-2021 00:00,Glu,3,7,Approved,0.07,0.24,0,4.32,100,1.8,0.09
,R27908,932-029,19-01-2021 00:00,Glu,8,5,Approved,1.32,0.2,0.8,2.49,232,1.4,1.22
,R27892,932-029,19-01-2021 00:00,Glu,3,1,Approved,1.23,0.25,0.5,3.96,59,0.4,1.06
,R27922,932-029,19-01-2021 00:00,Glu,1,10,Approved,1.28,0.39,0.5,4.16,47,0.2,0.32
,R27878,932-029,19-01-2021 00:00,Glu,2,8,Approved,0.02,0.24,0.9,4.01,38,0.4,0.69
,R27923,932-029,19-01-2021 00:00,Glu,1,14,Approved,0.02,0.32,0.3,4.39,185,1.4,0.15
,R27867,932-029,19-01-2021 00:00,Glu,3,15,Approved,1.02,0.4,0.6,4.52,57,0.3,0.3
,R27459,932-029,19-01-2021 00:00,Glu,1,10,Approved,1.3,0.34,0.4,2.16,182,3.1,0.2
,R27893,932-029,18-01-2021 07:30,Glu,3,10,Approved,3.25,0.3,0.5,4.67,89,0.6,0.05
,R27893,932-029,18-01-2021 07:30,Glu,8,7,Approved,3.2,0.26,0.4,2.64,237,4.1,1.06
,R27893,932-029,18-01-2021 07:30,Glu,2,3,Approved,3.15,0.37,0.4,4.61,322,1.6,0.22
,R27893,932-029,18-01-2021 07:30,Glu,1,11,Approved,3.22,0.32,0.7,4.56,257,1.7,0.16
,R27861,932-029,18-01-2021 07:29,Glu,3,15,Approved,2.98,0.32,0.1,4.32,47,0.2,0.17
,R27861,932-029,18-01-2021 07:29,Glu,1,9,Approved,3.12,0.31,0.2,4.6,83,0.5,0.26
,R27861,932-029,18-01-2021 07:29,Glu,2,12,Approved,3.02,0.31,0.1,4.58,66,0.5,0.56
,R27861,932-029,18-01-2021 07:29,Glu,8,4,Approved,3,0.33,0.1,4.27,73,0.1,0.36
,R27864,932-029,18-01-2021 07:28,Glu,2,8,Approved,3.15,0.33,0.6,3.78,155,0.8,0.37
,R27864,932-029,18-01-2021 07:28,Glu,1,12,Approved,3.18,0.37,0.2,4.97,264,1,0.05
,R27864,932-029,18-01-2021 07:28,Glu,3,14,Approved,3.18,0.36,0.3,4.34,115,0.5,0.16
,R27864,932-029,18-01-2021 07:28,Glu,7,10,Approved,3.22,0.3,0.5,4.85,176,1,0.21
,R27896,932-029,18-01-2021 07:27,Glu,3,2,Approved,3.02,0.35,2.6,3.96,390,3.6,0.6
,R27896,932-029,18-01-2021 07:27,Glu,2,8,Approved,3.05,0.11,0.1,0.22,49,1.6,2.42
,R27896,932-029,18-01-2021 07:27,Glu,1,4,Approved,3.17,0.32,0.2,4.39,64,0.8,0.47
,R27928,932-029,18-01-2021 07:26,Glu,8,10,Approved,2.92,0.32,0.6,3.79,25,0.4,0.75
,R27928,932-029,18-01-2021 07:26,Glu,3,13,Approved,2.9,0.28,0.9,4.51,175,0.5,0.94
,R27928,932-029,18-01-2021 07:26,Glu,1,9,Approved,3.17,0.32,0.3,4.68,21,0.1,0.25
,R27928,932-029,18-01-2021 07:26,Glu,2,7,Approved,3.08,0.29,0.6,4.71,206,0.6,0.51
,R27887,932-029,18-01-2021 07:25,Glu,3,7,Approved,3.22,0.17,0.9,3.46,158,0.2,1.23
,R27887,932-029,18-01-2021 07:25,Glu,8,14,Approved,3.15,0.28,0.5,3.81,53,0.3,0.82
,R27887,932-029,18-01-2021 07:25,Glu,1,5,Approved,3.13,0.22,0.8,3.17,148,0.4,0.78
,R27887,932-029,18-01-2021 07:25,Glu,2,15,Approved,3.17,0.25,0.7,4.3,93,0,0.26
,R27827,932-029,18-01-2021 07:23,Glu,2,7,Approved,2.93,0.37,0.6,4.93,32,0.5,0.31
,R27827,932-029,18-01-2021 07:23,Glu,1,9,Approved,3.15,0.35,0.1,4.52,75,0.5,0.06
,R27827,932-029,18-01-2021 07:23,Glu,8,13,Approved,2.97,0.33,0.3,4.67,58,0.6,0.02
,R27827,932-029,18-01-2021 07:23,Glu,3,16,Approved,3.18,0.31,0.2,4.68,180,1,0.11
,R27846,932-029,18-01-2021 07:23,Glu,1,13,Approved,3.13,0.37,0.6,4.97,133,0.2,0.01
,R27846,932-029,18-01-2021 07:23,Glu,8,5,Approved,3.03,0.34,0.8,4.72,237,2.1,0.26
,R27846,932-029,18-01-2021 07:23,Glu,3,15,Approved,3.02,0.34,0.6,4.63,181,0.5,0.08
,R27846,932-029,18-01-2021 07:23,Glu,2,4,Approved,3.07,0.51,0.6,4.65,385,3.1,0
,R27909,932-029,18-01-2021 07:22,Glu,3,9,Approved,3.02,0.3,0.1,2.66,128,3.8,1.62
,R27909,932-029,18-01-2021 07:22,Glu,8,7,Approved,3.03,0.41,1.5,3.84,215,4.7,0.08
,R27909,932-029,18-01-2021 07:22,Glu,2,6,Approved,3.12,0.31,0.7,3.43,288,0.4,1
,R27909,932-029,18-01-2021 07:22,Glu,1,3,Approved,3.05,0.35,0.1,4.73,9,0.2,0.11
,R27866,932-029,18-01-2021 07:22,Glu,2,14,Approved,3.13,0.16,1.3,1.88,242,1,4.17
,R27866,932-029,18-01-2021 07:22,Glu,1,9,Approved,3,0.34,0.2,4.34,14,1.1,0.17
,R27866,932-029,18-01-2021 07:22,Glu,3,7,Approved,2.97,0.36,0.3,5.02,86,0.4,0.06
,R27844,932-029,18-01-2021 07:22,Glu,2,12,Approved,3.13,0.42,0.2,4.86,141,0.2,0
,R27844,932-029,18-01-2021 07:22,Glu,8,8,Approved,3.1,0.26,0.1,2.84,49,2.4,3.66
,R27844,932-029,18-01-2021 07:22,Glu,1,11,Approved,3.12,0.4,0.9,4.36,236,0.8,0.07
,R27844,932-029,18-01-2021 07:22,Glu,3,13,Approved,3.12,0.37,0.6,2.2,144,1.1,1.27
,R27859,932-029,18-01-2021 07:21,Glu,2,12,Approved,3.23,0.31,0.1,4.78,38,0,0.18
,R27859,932-029,18-01-2021 07:21,Glu,3,10,Approved,2.98,0.32,0.2,4.39,27,1.2,0.51
,R27859,932-029,18-01-2021 07:21,Glu,1,4,Approved,3.05,0.26,0.5,3.62,49,0.9,0.87
,R27859,932-029,18-01-2021 07:21,Glu,8,14,Approved,3,0.3,0.2,4.68,19,0.1,0.01
,R27850,932-029,18-01-2021 07:20,Glu,2,4,Approved,3.05,0.39,0.3,3.04,277,1.9,0.53
,R27850,932-029,18-01-2021 07:20,Glu,1,2,Approved,3.02,0.2,0.4,2.74,305,3.8,0.73
,R27850,932-029,18-01-2021 07:20,Glu,3,6,Approved,3.07,0.21,1.3,1.1,186,4.9,2.53
,R27850,932-029,18-01-2021 07:20,Glu,8,16,Approved,3.03,0.34,0.1,4.26,253,0.2,0.37
,R27872,932-029,18-01-2021 07:19,Glu,2,6,Approved,3.03,0.24,1.6,0.74,4,2.3,2.73
,R27872,932-029,18-01-2021 07:19,Glu,8,2,Approved,3.07,0.4,0,3.71,320,3.1,0.64
,R27872,932-029,18-01-2021 07:19,Glu,3,10,Approved,3.13,0.34,0.8,4.01,40,0.1,0.08
,R27872,932-029,18-01-2021 07:19,Glu,1,13,Approved,3.02,0.35,0.9,3.87,305,0.2,0.47
,R27830,932-029,18-01-2021 07:19,Glu,8,14,Approved,2.98,0.33,0.2,3.77,138,1.9,0.31
,R27830,932-029,18-01-2021 07:19,Glu,3,4,Approved,3.03,0.3,0.4,4.41,121,0.6,0.3
,R27830,932-029,18-01-2021 07:19,Glu,1,1,Approved,2.95,0.27,0.4,3.1,158,3.7,0.95
,R27830,932-029,18-01-2021 07:19,Glu,2,15,Approved,2.93,0.27,0.1,3.59,99,2,0.53
,R27849,932-029,18-01-2021 07:15,Glu,8,13,Approved,2.87,0.31,0.2,3.68,311,3,0.48
,R27849,932-029,18-01-2021 07:15,Glu,2,3,Approved,2.93,0.36,0.2,4.64,256,0.9,0.04
,R27849,932-029,18-01-2021 07:15,Glu,3,15,Approved,3.05,0.32,0.7,4.4,40,0,0.07
,R27849,932-029,18-01-2021 07:15,Glu,1,7,Approved,2.95,0.33,0.4,4.32,185,0.5,0.35
,R27827,932-029,18-01-2021 00:00,Glu,3,16,Approved,3.18,0.31,0.2,4.68,180,1,0.11
,R27849,932-029,18-01-2021 00:00,Glu,2,3,Approved,2.93,0.36,0.2,4.64,256,0.9,0.04
,R27830,932-029,18-01-2021 00:00,Glu,2,15,Approved,2.93,0.27,0.1,3.59,99,2,0.53
,R27887,932-029,18-01-2021 00:00,Glu,2,15,Approved,3.17,0.25,0.7,4.3,93,0,0.26
,R27896,932-029,18-01-2021 00:00,Glu,2,8,Approved,3.05,0.11,0.1,0.22,49,1.6,2.42
,R27928,932-029,18-01-2021 00:00,Glu,1,9,Approved,3.17,0.32,0.3,4.68,21,0.1,0.25
,R27861,932-029,18-01-2021 00:00,Glu,1,9,Approved,3.12,0.31,0.2,4.6,83,0.5,0.26
,R27861,932-029,18-01-2021 00:00,Glu,2,12,Approved,3.02,0.31,0.1,4.58,66,0.5,0.56
,R27887,932-029,18-01-2021 00:00,Glu,3,7,Approved,3.22,0.17,0.9,3.46,158,0.2,1.23
,R27846,932-029,18-01-2021 00:00,Glu,2,4,Approved,3.07,0.51,0.6,4.65,385,3.1,0
,R27866,932-029,18-01-2021 00:00,Glu,2,14,Approved,3.13,0.16,1.3,1.88,242,1,4.17
,R27909,932-029,18-01-2021 00:00,Glu,1,3,Approved,3.05,0.35,0.1,4.73,9,0.2,0.11
,R27846,932-029,18-01-2021 00:00,Glu,1,13,Approved,3.13,0.37,0.6,4.97,133,0.2,0.01
,R27896,932-029,18-01-2021 00:00,Glu,1,4,Approved,3.17,0.32,0.2,4.39,64,0.8,0.47
,R27859,932-029,18-01-2021 00:00,Glu,1,4,Approved,3.05,0.26,0.5,3.62,49,0.9,0.87
,R27849,932-029,18-01-2021 00:00,Glu,3,15,Approved,3.05,0.32,0.7,4.4,40,0,0.07
,R27850,932-029,18-01-2021 00:00,Glu,1,2,Approved,3.02,0.2,0.4,2.74,305,3.8,0.73
,R27872,932-029,18-01-2021 00:00,Glu,8,2,Approved,3.07,0.4,0,3.71,320,3.1,0.64
,R27887,932-029,18-01-2021 00:00,Glu,1,5,Approved,3.13,0.22,0.8,3.17,148,0.4,0.78
,R27850,932-029,18-01-2021 00:00,Glu,2,4,Approved,3.05,0.39,0.3,3.04,277,1.9,0.53
,R27861,932-029,18-01-2021 00:00,Glu,3,15,Approved,2.98,0.32,0.1,4.32,47,0.2,0.17
,R27849,932-029,18-01-2021 00:00,Glu,8,13,Approved,2.87,0.31,0.2,3.68,311,3,0.48
,R27872,932-029,18-01-2021 00:00,Glu,3,10,Approved,3.13,0.34,0.8,4.01,40,0.1,0.08
,R27827,932-029,18-01-2021 00:00,Glu,2,7,Approved,2.93,0.37,0.6,4.93,32,0.5,0.31
,R27859,932-029,18-01-2021 00:00,Glu,3,10,Approved,2.98,0.32,0.2,4.39,27,1.2,0.51
,R27849,932-029,18-01-2021 00:00,Glu,1,7,Approved,2.95,0.33,0.4,4.32,185,0.5,0.35
,R27864,932-029,18-01-2021 00:00,Glu,1,12,Approved,3.18,0.37,0.2,4.97,264,1,0.05
,R27893,932-029,18-01-2021 00:00,Glu,3,10,Approved,3.25,0.3,0.5,4.67,89,0.6,0.05
,R27827,932-029,18-01-2021 00:00,Glu,8,13,Approved,2.97,0.33,0.3,4.67,58,0.6,0.02
,R27896,932-029,18-01-2021 00:00,Glu,3,2,Approved,3.02,0.35,2.6,3.96,390,3.6,0.6
,R27830,932-029,18-01-2021 00:00,Glu,3,4,Approved,3.03,0.3,0.4,4.41,121,0.6,0.3
,R27859,932-029,18-01-2021 00:00,Glu,2,12,Approved,3.23,0.31,0.1,4.78,38,0,0.18
,R27909,932-029,18-01-2021 00:00,Glu,2,6,Approved,3.12,0.31,0.7,3.43,288,0.4,1
,R27846,932-029,18-01-2021 00:00,Glu,3,15,Approved,3.02,0.34,0.6,4.63,181,0.5,0.08
,R27864,932-029,18-01-2021 00:00,Glu,7,10,Approved,3.22,0.3,0.5,4.85,176,1,0.21
,R27844,932-029,18-01-2021 00:00,Glu,3,13,Approved,3.12,0.37,0.6,2.2,144,1.1,1.27
,R27928,932-029,18-01-2021 00:00,Glu,2,7,Approved,3.08,0.29,0.6,4.71,206,0.6,0.51
,R27846,932-029,18-01-2021 00:00,Glu,8,5,Approved,3.03,0.34,0.8,4.72,237,2.1,0.26
,R27872,932-029,18-01-2021 00:00,Glu,1,13,Approved,3.02,0.35,0.9,3.87,305,0.2,0.47
,R27866,932-029,18-01-2021 00:00,Glu,1,9,Approved,3,0.34,0.2,4.34,14,1.1,0.17
,R27928,932-029,18-01-2021 00:00,Glu,8,10,Approved,2.92,0.32,0.6,3.79,25,0.4,0.75
,R27830,932-029,18-01-2021 00:00,Glu,8,14,Approved,2.98,0.33,0.2,3.77,138,1.9,0.31
,R27844,932-029,18-01-2021 00:00,Glu,1,11,Approved,3.12,0.4,0.9,4.36,236,0.8,0.07
,R27928,932-029,18-01-2021 00:00,Glu,3,13,Approved,2.9,0.28,0.9,4.51,175,0.5,0.94
,R27864,932-029,18-01-2021 00:00,Glu,2,8,Approved,3.15,0.33,0.6,3.78,155,0.8,0.37
,R27864,932-029,18-01-2021 00:00,Glu,3,14,Approved,3.18,0.36,0.3,4.34,115,0.5,0.16
,R27850,932-029,18-01-2021 00:00,Glu,8,16,Approved,3.03,0.34,0.1,4.26,253,0.2,0.37
,R27872,932-029,18-01-2021 00:00,Glu,2,6,Approved,3.03,0.24,1.6,0.74,4,2.3,2.73
,R27893,932-029,18-01-2021 00:00,Glu,8,7,Approved,3.2,0.26,0.4,2.64,237,4.1,1.06
,R27893,932-029,18-01-2021 00:00,Glu,2,3,Approved,3.15,0.37,0.4,4.61,322,1.6,0.22
,R27844,932-029,18-01-2021 00:00,Glu,2,12,Approved,3.13,0.42,0.2,4.86,141,0.2,0
,R27850,932-029,18-01-2021 00:00,Glu,3,6,Approved,3.07,0.21,1.3,1.1,186,4.9,2.53
,R27866,932-029,18-01-2021 00:00,Glu,3,7,Approved,2.97,0.36,0.3,5.02,86,0.4,0.06
,R27861,932-029,18-01-2021 00:00,Glu,8,4,Approved,3,0.33,0.1,4.27,73,0.1,0.36
,R27887,932-029,18-01-2021 00:00,Glu,8,14,Approved,3.15,0.28,0.5,3.81,53,0.3,0.82
,R27909,932-029,18-01-2021 00:00,Glu,3,9,Approved,3.02,0.3,0.1,2.66,128,3.8,1.62
,R27859,932-029,18-01-2021 00:00,Glu,8,14,Approved,3,0.3,0.2,4.68,19,0.1,0.01
,R27909,932-029,18-01-2021 00:00,Glu,8,7,Approved,3.03,0.41,1.5,3.84,215,4.7,0.08
,R27844,932-029,18-01-2021 00:00,Glu,8,8,Approved,3.1,0.26,0.1,2.84,49,2.4,3.66
,R27830,932-029,18-01-2021 00:00,Glu,1,1,Approved,2.95,0.27,0.4,3.1,158,3.7,0.95
,R27827,932-029,18-01-2021 00:00,Glu,1,9,Approved,3.15,0.35,0.1,4.52,75,0.5,0.06
,R27893,932-029,18-01-2021 00:00,Glu,1,11,Approved,3.22,0.32,0.7,4.56,257,1.7,0.16
,R27883,932-029,16-01-2021 11:02,Glu,1,13,Approved,1.63,0.32,2.3,4.78,40,0.3,0.74
,R27883,932-029,16-01-2021 11:02,Glu,2,11,Approved,1.6,0.32,1.9,4.41,42,0.3,0.87
,R27883,932-029,16-01-2021 11:02,Glu,3,5,Approved,1.5,0.32,1.3,4.24,139,0,0.26
,R27883,932-029,16-01-2021 11:02,Glu,8,15,Approved,1.58,0.3,1,4.35,101,0.1,0.53
,R27951,932-029,16-01-2021 10:49,Glu,8,15,Approved,1.5,0.3,1.2,4.2,58,0.3,0.34
,R27951,932-029,16-01-2021 10:49,Glu,3,4,Approved,1.48,0.33,1.7,4.07,143,0.3,0.13
,R27951,932-029,16-01-2021 10:49,Glu,2,14,Approved,1.48,0.33,1.2,3.29,17,1.7,0.78
,R27951,932-029,16-01-2021 10:49,Glu,1,10,Approved,1.42,0.32,1.2,4.1,85,0.1,0.27
,R27835,932-029,16-01-2021 10:49,Glu,1,4,Approved,1.43,0.3,1.2,3.97,35,0.2,0.04
,R27835,932-029,16-01-2021 10:49,Glu,2,7,Approved,1.48,0.28,1.6,4.19,154,1,0.29
,R27835,932-029,16-01-2021 10:49,Glu,8,2,Approved,1.45,0.33,1.8,4,138,1.1,0.26
,R27835,932-029,16-01-2021 10:49,Glu,3,12,Approved,1.4,0.27,1.8,4.08,111,1.8,0.19
,R27950,932-029,16-01-2021 10:46,Glu,3,16,Approved,1.47,0.3,1.3,3.48,3,1.1,0.41
,R27950,932-029,16-01-2021 10:46,Glu,1,12,Approved,1.45,0.2,1.8,1.16,180,5.3,0.58
,R27950,932-029,16-01-2021 10:46,Glu,2,8,Approved,1.48,0.31,1.2,3.35,20,0.6,0.48
,R27950,932-029,16-01-2021 10:46,Glu,8,2,Approved,1.43,0.23,1.8,3.64,100,1.9,0.64
,R27855,932-029,16-01-2021 10:46,Glu,1,16,Approved,1.48,0.33,1.4,4.33,121,1,0.21
,R27855,932-029,16-01-2021 10:46,Glu,2,12,Approved,1.58,0.31,1.6,4.35,47,0.4,0.17
,R27855,932-029,16-01-2021 10:46,Glu,3,2,Approved,1.63,0.32,1.2,2.89,204,2.8,0.92
,R27855,932-029,16-01-2021 10:46,Glu,8,13,Approved,1.43,0.34,1,3.95,131,1,0.04
,R27911,932-029,16-01-2021 10:45,Glu,8,8,Approved,1.72,0.24,1.6,3.12,15,3,0.45
,R27911,932-029,16-01-2021 10:45,Glu,2,2,Approved,1.55,0.27,1.4,3.05,274,1.9,0.77
,R27911,932-029,16-01-2021 10:45,Glu,1,16,Approved,1.35,0.31,1.6,3.98,155,0.1,0.11
,R27911,932-029,16-01-2021 10:45,Glu,3,8,Approved,1.73,0.24,0.8,2.15,140,2.6,1.3
,R27949,932-029,16-01-2021 10:44,Glu,3,8,Approved,1.42,0.3,2,4.25,119,2.5,0.28
,R27949,932-029,16-01-2021 10:44,Glu,8,16,Approved,1.48,0.32,1.4,3.74,51,0.9,0.07
,R27949,932-029,16-01-2021 10:44,Glu,1,14,Approved,1.5,0.31,2,3.23,83,1.2,0.56
,R27949,932-029,16-01-2021 10:44,Glu,2,16,Approved,1.48,0.24,1.2,1.77,38,1.3,0.75
,R27854,932-029,16-01-2021 10:42,Glu,1,16,Approved,1.6,0.33,1.2,4.55,17,0.1,0.71
,R27854,932-029,16-01-2021 10:42,Glu,8,2,Approved,1.6,0.35,1.1,4.63,180,0.6,0.33
,R27854,932-029,16-01-2021 10:42,Glu,3,16,Approved,1.62,0.3,1,3.4,67,2.3,1.03
,R27854,932-029,16-01-2021 10:42,Glu,2,3,Approved,1.52,0.32,0.7,3.71,80,2,1.29
,R27852,932-029,16-01-2021 10:42,Glu,1,2,Approved,1.48,0.29,1.1,3.63,88,1.3,0.97
,R27852,932-029,16-01-2021 10:42,Glu,2,10,Approved,1.7,0.31,1.1,4.24,169,0.3,0.18
,R27852,932-029,16-01-2021 10:42,Glu,8,12,Approved,1.67,0.3,1.9,4.46,61,1,0.33
,R27852,932-029,16-01-2021 10:42,Glu,3,4,Approved,1.45,0.28,1.1,3.4,128,1.6,0.92
,R27884,932-029,16-01-2021 10:42,Glu,2,4,Approved,1.57,0.32,1.5,4.32,46,0,0.4
,R27884,932-029,16-01-2021 10:42,Glu,3,16,Approved,1.62,0.32,2,4.04,102,0.8,0.46
,R27884,932-029,16-01-2021 10:42,Glu,8,10,Approved,1.6,0.28,0.9,2.53,126,2.5,1.63
,R27884,932-029,16-01-2021 10:42,Glu,1,12,Approved,1.5,0.22,1.2,2.66,49,1.6,0.66
,R27871,932-029,16-01-2021 10:41,Glu,3,8,Approved,1.52,0.3,1.5,4.57,204,0.3,0.31
,R27871,932-029,16-01-2021 10:41,Glu,8,14,Approved,1.53,0.31,2.2,4.43,196,1.1,0.55
,R27871,932-029,16-01-2021 10:41,Glu,1,8,Approved,1.52,0.32,3.1,4.18,26,0.5,0.13
,R27871,932-029,16-01-2021 10:41,Glu,2,6,Approved,1.5,0.3,2,4.47,109,0,0.43
,R27949,932-029,16-01-2021 00:00,Glu,8,16,Approved,1.48,0.32,1.4,3.74,51,0.9,0.07
,R27854,932-029,16-01-2021 00:00,Glu,3,16,Approved,1.62,0.3,1,3.4,67,2.3,1.03
,R27855,932-029,16-01-2021 00:00,Glu,3,2,Approved,1.63,0.32,1.2,2.89,204,2.8,0.92
,R27855,932-029,16-01-2021 00:00,Glu,8,13,Approved,1.43,0.34,1,3.95,131,1,0.04
,R27883,932-029,16-01-2021 00:00,Glu,1,13,Approved,1.63,0.32,2.3,4.78,40,0.3,0.74
,R27871,932-029,16-01-2021 00:00,Glu,8,14,Approved,1.53,0.31,2.2,4.43,196,1.1,0.55
,R27951,932-029,16-01-2021 00:00,Glu,2,14,Approved,1.48,0.33,1.2,3.29,17,1.7,0.78
,R27855,932-029,16-01-2021 00:00,Glu,2,12,Approved,1.58,0.31,1.6,4.35,47,0.4,0.17
,R27871,932-029,16-01-2021 00:00,Glu,1,8,Approved,1.52,0.32,3.1,4.18,26,0.5,0.13
,R27871,932-029,16-01-2021 00:00,Glu,2,6,Approved,1.5,0.3,2,4.47,109,0,0.43
,R27951,932-029,16-01-2021 00:00,Glu,1,10,Approved,1.42,0.32,1.2,4.1,85,0.1,0.27
,R27950,932-029,16-01-2021 00:00,Glu,8,2,Approved,1.43,0.23,1.8,3.64,100,1.9,0.64
,R27950,932-029,16-01-2021 00:00,Glu,2,8,Approved,1.48,0.31,1.2,3.35,20,0.6,0.48
,R27883,932-029,16-01-2021 00:00,Glu,8,15,Approved,1.58,0.3,1,4.35,101,0.1,0.53
,R27884,932-029,16-01-2021 00:00,Glu,1,12,Approved,1.5,0.22,1.2,2.66,49,1.6,0.66
,R27854,932-029,16-01-2021 00:00,Glu,1,16,Approved,1.6,0.33,1.2,4.55,17,0.1,0.71
,R27884,932-029,16-01-2021 00:00,Glu,3,16,Approved,1.62,0.32,2,4.04,102,0.8,0.46
,R27950,932-029,16-01-2021 00:00,Glu,3,16,Approved,1.47,0.3,1.3,3.48,3,1.1,0.41
,R27911,932-029,16-01-2021 00:00,Glu,8,8,Approved,1.72,0.24,1.6,3.12,15,3,0.45
,R27835,932-029,16-01-2021 00:00,Glu,3,12,Approved,1.4,0.27,1.8,4.08,111,1.8,0.19
,R27884,932-029,16-01-2021 00:00,Glu,8,10,Approved,1.6,0.28,0.9,2.53,126,2.5,1.63
,R27911,932-029,16-01-2021 00:00,Glu,3,8,Approved,1.73,0.24,0.8,2.15,140,2.6,1.3
,R27835,932-029,16-01-2021 00:00,Glu,8,2,Approved,1.45,0.33,1.8,4,138,1.1,0.26
,R27883,932-029,16-01-2021 00:00,Glu,3,5,Approved,1.5,0.32,1.3,4.24,139,0,0.26
,R27852,932-029,16-01-2021 00:00,Glu,1,2,Approved,1.48,0.29,1.1,3.63,88,1.3,0.97
,R27951,932-029,16-01-2021 00:00,Glu,8,15,Approved,1.5,0.3,1.2,4.2,58,0.3,0.34
,R27883,932-029,16-01-2021 00:00,Glu,2,11,Approved,1.6,0.32,1.9,4.41,42,0.3,0.87
,R27854,932-029,16-01-2021 00:00,Glu,8,2,Approved,1.6,0.35,1.1,4.63,180,0.6,0.33
,R27852,932-029,16-01-2021 00:00,Glu,2,10,Approved,1.7,0.31,1.1,4.24,169,0.3,0.18
,R27835,932-029,16-01-2021 00:00,Glu,1,4,Approved,1.43,0.3,1.2,3.97,35,0.2,0.04
,R27855,932-029,16-01-2021 00:00,Glu,1,16,Approved,1.48,0.33,1.4,4.33,121,1,0.21
,R27854,932-029,16-01-2021 00:00,Glu,2,3,Approved,1.52,0.32,0.7,3.71,80,2,1.29
,R27871,932-029,16-01-2021 00:00,Glu,3,8,Approved,1.52,0.3,1.5,4.57,204,0.3,0.31
,R27835,932-029,16-01-2021 00:00,Glu,2,7,Approved,1.48,0.28,1.6,4.19,154,1,0.29
,R27949,932-029,16-01-2021 00:00,Glu,1,14,Approved,1.5,0.31,2,3.23,83,1.2,0.56
,R27951,932-029,16-01-2021 00:00,Glu,3,4,Approved,1.48,0.33,1.7,4.07,143,0.3,0.13
,R27949,932-029,16-01-2021 00:00,Glu,2,16,Approved,1.48,0.24,1.2,1.77,38,1.3,0.75
,R27911,932-029,16-01-2021 00:00,Glu,1,16,Approved,1.35,0.31,1.6,3.98,155,0.1,0.11
,R27884,932-029,16-01-2021 00:00,Glu,2,4,Approved,1.57,0.32,1.5,4.32,46,0,0.4
,R27852,932-029,16-01-2021 00:00,Glu,8,12,Approved,1.67,0.3,1.9,4.46,61,1,0.33
,R27911,932-029,16-01-2021 00:00,Glu,2,2,Approved,1.55,0.27,1.4,3.05,274,1.9,0.77
,R27852,932-029,16-01-2021 00:00,Glu,3,4,Approved,1.45,0.28,1.1,3.4,128,1.6,0.92
,R27950,932-029,16-01-2021 00:00,Glu,1,12,Approved,1.45,0.2,1.8,1.16,180,5.3,0.58
,R27949,932-029,16-01-2021 00:00,Glu,3,8,Approved,1.42,0.3,2,4.25,119,2.5,0.28
,R27879,932-029,15-01-2021 07:27,Glu,3,7,Approved,1.78,0.27,1,3.03,7,1.8,2.02
,R27879,932-029,15-01-2021 07:27,Glu,1,15,Approved,1.77,0.16,0.1,2.86,188,3.3,1.2
,R27879,932-029,15-01-2021 07:27,Glu,8,8,Approved,1.73,0.19,1.5,1.11,186,3.2,2.73
,R27879,932-029,15-01-2021 07:27,Glu,2,1,Approved,1.7,0.26,0.5,3.19,214,2.5,0.89
,R27834,932-029,15-01-2021 07:27,Glu,8,8,Approved,1.7,0.23,1.1,3.08,349,1.1,1.41
,R27834,932-029,15-01-2021 07:27,Glu,3,8,Approved,1.7,0.23,0.9,3.58,327,0.6,1.5
