time_betw_scan_hours,CA,YM,Class,dea_eff,cluster efficency - 4 clusters,cluster normalized - 4 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
1482.000,2.570,7.105,0.000,0.400,1.000,0.000,0.027,0.123,0.067,0.278,0.383,0.166
39.000,2.750,6.784,0.000,0.480,1.000,1.000,0.124,0.175,0.483,0.324,0.317,0.005
8744.000,2.526,6.118,0.000,0.670,2.000,1.000,0.086,0.018,0.387,0.122,0.077,0.233
8654.000,2.603,7.141,0.000,0.580,3.000,0.000,0.249,0.088,0.046,0.067,0.366,0.022
5394.000,2.538,7.083,0.000,0.910,0.000,2.000,0.195,0.351,0.460,0.510,0.180,0.015
1371.000,2.620,6.642,0.000,0.940,0.000,0.000,0.205,0.211,0.282,0.320,0.311,0.321
2236.000,2.804,6.283,0.000,0.740,2.000,0.000,0.151,0.018,0.207,0.070,0.197,0.884
8415.000,2.455,6.238,0.000,0.550,3.000,0.000,0.103,0.228,0.144,0.086,0.311,0.927
4495.000,2.520,6.719,0.000,0.670,2.000,0.000,0.016,0.246,0.166,0.196,0.115,0.734
3809.000,2.783,6.229,0.000,0.770,2.000,1.000,0.178,0.070,0.510,0.252,0.060,0.118
1327.000,2.482,7.026,0.000,0.540,3.000,0.000,0.157,0.123,0.373,0.389,0.497,0.199
2588.000,2.634,5.632,0.000,0.720,2.000,3.000,0.114,0.000,0.348,0.714,0.033,0.430
1145.000,2.882,6.611,0.000,0.740,2.000,0.000,0.059,0.053,0.243,0.371,0.317,0.327
1418.000,2.622,7.170,0.000,0.560,3.000,3.000,0.124,0.140,0.475,0.499,0.388,0.058
3167.000,2.383,6.680,0.000,0.710,2.000,2.000,0.195,0.737,0.454,0.512,0.077,0.096
187.000,2.890,5.802,0.000,0.460,1.000,3.000,0.076,0.158,0.305,0.511,0.087,0.179
2597.000,2.330,7.056,0.000,0.720,2.000,0.000,0.130,0.175,0.239,0.305,0.661,0.382
7345.000,2.290,6.670,0.000,0.720,2.000,0.000,0.130,0.158,0.172,0.170,0.339,0.284
1488.000,2.722,7.050,0.000,0.480,1.000,2.000,0.173,0.474,0.442,0.447,0.388,0.133
4535.000,2.746,5.219,0.000,0.620,3.000,3.000,0.205,0.035,0.436,0.614,0.071,0.007
1412.000,2.531,6.765,0.000,0.940,0.000,0.000,0.076,0.263,0.201,0.142,0.361,0.248
1290.000,2.650,6.644,0.000,0.510,3.000,3.000,0.124,0.123,0.366,0.414,0.377,0.098
1069.000,2.626,6.742,0.000,0.690,2.000,2.000,0.162,0.895,0.446,0.421,0.224,0.048
8442.000,2.724,6.487,0.000,0.750,2.000,0.000,0.103,0.140,0.203,0.348,0.339,0.113
133.000,2.793,6.855,0.000,0.600,3.000,2.000,0.119,0.439,0.331,0.469,0.361,0.164
233.000,2.766,6.964,0.000,0.710,2.000,2.000,0.135,0.298,0.580,0.537,0.169,0.070
2531.000,2.680,6.791,0.000,0.610,3.000,1.000,0.162,0.070,0.456,0.330,0.415,0.010
1471.000,2.540,5.854,0.000,0.800,0.000,3.000,0.124,0.140,0.525,0.554,0.011,0.032
143.000,2.758,6.855,0.000,0.750,2.000,0.000,0.119,0.035,0.236,0.376,0.328,0.449
4772.000,2.738,6.547,0.000,0.800,0.000,2.000,0.141,0.421,0.630,0.530,0.219,0.058
9844.000,2.453,7.187,0.000,0.820,0.000,2.000,0.168,0.491,0.546,0.563,0.142,0.090
1015.000,2.811,5.519,0.000,0.830,0.000,3.000,0.124,0.000,0.445,0.755,0.027,0.284
1894.000,2.730,7.093,0.000,0.800,0.000,2.000,0.146,0.702,0.349,0.485,0.333,0.171
11217.000,2.816,7.147,0.000,0.550,3.000,3.000,0.168,0.175,0.400,0.527,0.585,0.070
4087.000,2.871,6.495,0.000,1.000,0.000,3.000,0.157,0.368,0.586,0.605,0.186,0.462
2458.000,2.670,5.625,0.000,0.760,2.000,3.000,0.054,0.123,0.162,0.539,0.077,0.123
12.000,2.690,5.842,0.000,0.670,2.000,3.000,0.097,0.000,0.440,0.996,0.022,0.196
2515.000,2.129,6.870,0.000,0.690,2.000,2.000,0.303,0.561,0.329,0.582,0.186,0.071
1122.000,2.681,7.138,0.000,0.720,2.000,2.000,0.135,0.509,0.429,0.407,0.317,0.038
828.000,2.366,6.666,0.000,0.780,2.000,0.000,0.059,0.070,0.123,0.250,0.273,0.659
1470.000,2.872,6.735,0.000,0.730,2.000,0.000,0.108,0.070,0.134,0.374,0.557,0.487
1622.000,2.554,7.033,0.000,0.870,0.000,2.000,0.119,0.456,0.265,0.541,0.448,0.060
6229.000,2.562,6.133,0.000,0.610,3.000,3.000,0.151,0.123,0.470,0.647,0.011,0.073
2656.000,2.719,6.542,0.000,0.660,2.000,3.000,0.146,0.035,0.467,0.760,0.027,0.601
838.000,2.590,6.856,0.000,1.000,0.000,0.000,0.173,0.140,0.277,0.363,0.426,0.065
1372.000,2.603,7.260,0.000,0.840,0.000,3.000,0.157,0.246,0.446,0.553,0.093,0.093
457.000,2.360,5.625,0.000,0.550,3.000,3.000,0.135,0.193,0.173,0.990,0.175,0.490
4461.000,2.549,5.846,0.000,0.670,2.000,3.000,0.178,0.088,0.553,0.746,0.000,0.091
1090.000,2.625,7.240,0.000,0.700,2.000,0.000,0.097,0.298,0.021,0.292,0.508,0.105
2197.000,2.810,5.890,0.000,0.420,1.000,3.000,0.114,0.053,0.504,0.518,0.033,0.154
878.000,2.808,6.819,0.000,0.680,2.000,1.000,0.178,0.175,0.617,0.328,0.311,0.002
1620.000,2.584,6.721,0.000,0.780,2.000,0.000,0.005,0.000,0.301,0.139,0.153,0.385
1549.000,2.193,6.468,0.000,0.780,2.000,0.000,0.119,0.158,0.131,0.132,0.388,0.613
1248.000,2.560,6.266,0.000,0.500,3.000,2.000,0.308,0.737,0.609,0.041,0.191,0.194
120.000,2.491,6.133,0.000,0.400,1.000,3.000,0.016,0.035,0.319,0.715,0.093,0.683
1346.000,2.398,6.833,0.000,0.710,2.000,0.000,0.243,0.246,0.000,0.225,0.322,0.070
2785.000,2.605,6.568,0.000,0.680,2.000,0.000,0.049,0.123,0.230,0.000,0.333,0.316
1606.000,2.742,6.044,0.000,0.560,3.000,2.000,0.222,0.351,0.399,0.544,0.219,0.086
1361.000,2.850,7.360,0.000,0.720,2.000,3.000,0.259,0.158,0.505,0.402,0.350,0.048
1450.000,2.773,6.800,0.000,0.480,1.000,0.000,0.038,0.211,0.034,0.311,0.492,0.168
1466.000,2.580,6.820,0.000,0.710,2.000,0.000,0.092,0.105,0.194,0.158,0.710,0.374
1309.000,2.556,5.941,0.000,0.640,2.000,0.000,0.114,0.035,0.130,0.161,0.060,0.445
1417.000,2.612,6.181,0.000,0.610,3.000,3.000,0.141,0.035,0.471,0.625,0.005,0.108
1724.000,2.648,7.107,0.000,0.510,3.000,3.000,0.216,0.175,0.305,0.515,0.137,0.126
1267.000,2.565,7.310,0.000,0.750,2.000,0.000,0.065,0.175,0.081,0.309,0.590,0.163
1585.000,2.689,6.190,0.000,0.950,0.000,1.000,0.319,0.333,0.448,0.027,0.060,0.075
1393.000,2.292,7.014,0.000,0.620,3.000,2.000,0.141,0.456,0.449,0.450,0.415,0.231
4691.000,2.560,6.406,0.000,0.560,3.000,0.000,0.141,0.018,0.159,0.409,0.732,0.708
1455.000,2.442,6.335,0.000,0.520,3.000,0.000,0.054,0.211,0.125,0.117,0.131,0.615
14219.000,2.586,6.847,0.000,0.690,2.000,0.000,0.146,0.000,0.251,0.015,0.197,0.502
1481.000,2.810,6.746,0.000,0.820,0.000,0.000,0.157,0.246,0.160,0.161,0.350,0.297
44.000,2.821,6.815,0.000,0.510,3.000,2.000,0.281,0.596,0.378,0.140,0.284,0.040
3354.000,2.694,6.602,0.000,0.790,2.000,0.000,0.049,0.018,0.209,0.370,0.645,0.618
1839.000,2.869,7.136,0.000,0.410,1.000,0.000,0.092,0.053,0.112,0.285,0.410,0.224
1095.000,2.600,6.112,0.000,0.640,2.000,3.000,0.151,0.070,0.476,0.731,0.016,0.169
5626.000,2.644,6.686,0.000,0.870,0.000,0.000,0.124,0.158,0.125,0.166,0.142,0.337
1322.000,2.901,7.016,0.000,0.930,0.000,0.000,0.151,0.175,0.281,0.332,0.448,0.399
203.000,2.980,7.282,0.000,0.670,2.000,0.000,0.243,0.070,0.057,0.376,0.787,0.267
175.000,2.558,6.938,0.000,0.840,0.000,0.000,0.000,0.053,0.453,0.065,0.191,0.922
1350.000,2.604,7.306,0.000,0.680,2.000,0.000,0.081,0.123,0.046,0.400,0.574,0.078
1454.000,2.506,6.552,0.000,0.770,2.000,2.000,0.297,0.579,0.728,0.407,0.246,0.145
5722.000,2.658,7.013,0.000,0.600,3.000,0.000,0.103,0.175,0.057,0.474,0.404,0.344
1232.000,2.664,6.397,0.000,0.740,2.000,3.000,0.038,0.175,0.555,0.494,0.191,0.708
1362.000,2.372,6.930,0.000,0.820,0.000,3.000,0.092,0.158,0.455,0.371,0.333,0.151
4210.000,3.051,7.014,0.000,0.720,2.000,2.000,0.157,0.351,0.428,0.576,0.246,0.070
1147.000,2.641,5.725,0.000,0.430,1.000,3.000,0.200,0.035,0.527,0.723,0.027,0.208
3368.000,2.540,7.085,0.000,0.710,2.000,2.000,0.162,0.368,0.405,0.454,0.437,0.007
2523.000,2.380,6.318,0.000,0.700,2.000,0.000,0.086,0.035,0.190,0.229,0.339,0.186
3012.000,2.274,6.681,0.000,0.730,2.000,3.000,0.259,0.193,0.336,0.522,0.251,0.130
2919.000,2.590,6.668,0.000,0.650,2.000,2.000,0.178,0.298,0.499,0.531,0.169,0.068
1114.000,2.296,6.223,0.000,0.800,0.000,0.000,0.049,0.281,0.294,0.349,0.066,0.691
1940.000,2.668,6.259,0.000,0.650,2.000,0.000,0.027,0.298,0.279,0.114,0.033,0.621
1508.000,2.557,6.814,0.000,0.690,2.000,0.000,0.222,0.263,0.321,0.480,0.514,0.309
1413.000,2.430,6.343,0.000,0.670,2.000,0.000,0.049,0.123,0.113,0.056,0.333,0.623
1414.000,2.511,7.054,0.000,0.350,1.000,3.000,0.130,0.070,0.303,0.446,0.486,0.010
5915.000,2.550,5.981,0.000,0.480,1.000,3.000,0.114,0.053,0.176,0.632,0.120,0.317
2709.000,2.347,6.032,0.000,0.790,2.000,0.000,0.070,0.158,0.159,0.032,0.273,0.211
8197.000,2.203,6.393,0.000,0.770,2.000,0.000,0.124,0.070,0.327,0.267,0.322,0.219
4237.000,2.940,7.247,0.000,0.780,2.000,2.000,0.324,0.386,0.428,0.527,0.322,0.103
4551.000,2.479,7.116,0.000,0.560,3.000,0.000,0.022,0.421,0.086,0.156,0.612,0.326
210.000,2.543,6.475,0.000,0.640,2.000,2.000,0.168,0.404,0.490,0.490,0.410,0.342
4621.000,2.470,6.385,0.000,0.530,3.000,0.000,0.027,0.175,0.217,0.198,0.383,0.450
774.000,2.756,7.053,0.000,0.550,3.000,3.000,0.086,0.193,0.348,0.455,0.361,0.028
778.000,2.700,6.536,0.000,0.930,0.000,3.000,0.092,0.105,0.309,0.362,0.317,0.056
1629.000,2.735,5.815,0.000,0.360,1.000,0.000,0.157,0.211,0.106,0.273,0.317,0.354
1494.000,2.680,5.695,0.000,0.660,2.000,3.000,0.151,0.105,0.477,0.896,0.022,0.231
1767.000,2.693,6.511,0.000,0.540,3.000,0.000,0.097,0.035,0.023,0.097,0.328,0.125
1160.000,2.779,6.065,0.000,0.670,2.000,3.000,0.135,0.368,0.436,0.555,0.022,0.287
113.000,2.680,6.082,0.000,0.800,0.000,2.000,0.200,0.491,0.142,0.086,0.175,0.025
1774.000,2.770,7.012,0.000,0.510,3.000,2.000,0.189,0.491,0.336,0.555,0.098,0.128
1109.000,2.732,6.307,0.000,0.870,0.000,3.000,0.162,0.088,0.477,0.705,0.044,0.434
2557.000,2.808,6.447,0.000,0.490,1.000,0.000,0.157,0.123,0.054,0.252,0.350,0.302
1991.000,2.622,5.917,0.000,0.770,2.000,0.000,0.173,0.088,0.107,0.272,0.027,0.834
1305.000,2.748,6.933,0.000,0.780,2.000,0.000,0.092,0.018,0.043,0.178,0.470,0.249
1721.000,2.788,5.449,0.000,0.620,3.000,3.000,0.141,0.035,0.536,0.640,0.038,0.066
1500.000,2.763,7.191,0.000,0.480,1.000,2.000,0.173,0.421,0.446,0.529,0.410,0.012
270.000,2.569,5.739,0.000,0.670,2.000,3.000,0.124,0.018,0.076,0.545,0.038,0.397
948.000,2.264,7.286,0.000,0.250,1.000,1.000,0.124,0.035,0.397,0.226,0.322,0.126
1209.000,2.534,6.235,0.000,0.840,0.000,0.000,0.119,0.228,0.475,0.384,0.415,0.344
4361.000,2.348,5.829,0.000,0.580,3.000,1.000,0.097,0.018,0.217,0.039,0.011,0.181
1774.000,2.555,5.733,0.000,0.650,2.000,3.000,0.168,0.070,0.526,0.764,0.022,0.078
78.000,2.669,7.165,0.000,1.000,0.000,0.000,0.092,0.123,0.218,0.309,0.475,0.281
1497.000,2.129,6.921,0.000,0.750,2.000,3.000,0.216,0.281,0.212,0.559,0.104,0.093
2946.000,2.483,5.866,0.000,1.000,0.000,2.000,0.470,1.000,0.453,0.837,0.016,0.013
1807.000,2.584,6.911,0.000,0.690,2.000,2.000,0.249,0.719,0.315,0.615,0.011,0.090
1060.000,2.580,6.712,0.000,0.560,3.000,0.000,0.135,0.474,0.385,0.522,0.590,0.636
1692.000,2.491,6.047,0.000,0.690,2.000,0.000,0.011,0.368,0.440,0.287,0.383,0.458
3147.000,2.770,6.753,0.000,0.590,3.000,0.000,0.238,0.070,0.166,0.099,0.311,0.427
1209.000,2.740,6.333,0.000,0.670,2.000,3.000,0.205,0.193,0.499,0.520,0.077,0.012
1617.000,2.435,6.522,0.000,0.840,0.000,3.000,0.038,0.000,0.186,0.555,0.049,0.458
1688.000,2.895,6.512,0.000,0.540,3.000,2.000,0.157,0.386,0.480,0.518,0.066,0.118
1745.000,2.920,6.158,0.000,0.440,1.000,0.000,0.016,0.211,0.306,0.526,0.503,0.654
3824.000,2.597,6.588,0.000,0.470,1.000,0.000,0.232,0.053,0.212,0.264,0.372,0.193
60.000,2.589,5.991,0.000,0.740,2.000,0.000,0.135,0.105,0.053,0.163,0.328,0.296
1564.000,2.387,6.625,0.000,0.740,2.000,0.000,0.070,0.123,0.244,0.220,0.421,0.259
1278.000,2.571,6.303,0.000,0.600,3.000,3.000,0.146,0.175,0.566,0.550,0.055,0.037
1167.000,2.671,6.211,0.000,0.710,2.000,1.000,0.043,0.123,0.734,0.161,0.197,0.445
75.000,2.670,6.772,0.000,0.620,3.000,0.000,0.065,0.053,0.013,0.277,0.514,0.414
2929.000,2.600,6.543,0.000,0.850,0.000,2.000,0.173,0.316,0.452,0.549,0.219,0.005
1452.000,2.592,7.251,0.000,0.750,2.000,0.000,0.124,0.263,0.209,0.307,0.492,0.306
375.000,2.596,6.716,0.000,0.860,0.000,2.000,0.270,0.404,0.555,0.545,0.322,0.445
2527.000,2.670,6.995,0.000,0.860,0.000,2.000,0.141,0.614,0.526,0.524,0.213,0.085
1077.000,2.810,7.160,0.000,0.640,2.000,2.000,0.362,0.246,0.523,0.503,0.459,0.000
1286.000,2.570,7.169,0.000,0.680,2.000,2.000,0.130,0.491,0.713,0.473,0.361,0.037
3044.000,2.537,7.277,0.000,0.550,3.000,2.000,0.168,0.246,0.461,0.427,0.317,0.111
1396.000,2.589,6.730,0.000,0.640,2.000,3.000,0.184,0.035,0.482,0.525,0.115,0.100
1641.000,2.616,6.544,0.000,0.730,2.000,0.000,0.135,0.035,0.211,0.250,0.339,0.424
1971.000,2.610,7.077,0.000,0.670,2.000,0.000,0.335,0.000,0.432,0.294,0.317,0.241
588.000,2.568,6.689,0.000,0.680,2.000,2.000,0.200,0.368,0.506,0.567,0.169,0.043
1150.000,2.559,6.464,0.000,0.670,2.000,2.000,0.130,0.386,0.497,0.513,0.109,0.076
1089.000,2.850,6.927,0.000,0.630,3.000,0.000,0.065,0.088,0.006,0.241,0.678,0.334
226.000,2.550,6.848,0.000,0.560,3.000,3.000,0.108,0.140,0.204,0.543,0.295,0.125
1523.000,2.874,6.606,0.000,0.560,3.000,0.000,0.103,0.105,0.316,0.377,0.481,0.219
5738.000,2.793,7.031,0.000,0.740,2.000,0.000,0.146,0.140,0.211,0.150,0.448,0.380
1416.000,2.652,6.761,0.000,0.760,2.000,0.000,0.173,0.035,0.158,0.300,0.393,0.256
561.000,2.793,7.374,0.000,0.760,2.000,2.000,0.146,0.491,0.432,0.527,0.295,0.027
1237.000,2.430,6.779,0.000,0.570,3.000,2.000,0.114,0.368,0.580,0.551,0.180,0.050
3464.000,2.719,6.926,0.000,0.510,3.000,3.000,0.184,0.018,0.602,0.511,0.115,0.130
1541.000,2.792,6.343,0.000,0.720,2.000,0.000,0.038,0.053,0.007,0.341,0.475,0.143
5434.000,2.530,7.118,0.000,0.730,2.000,0.000,0.070,0.140,0.247,0.269,0.344,0.375
1191.000,2.514,6.437,0.000,0.440,1.000,2.000,0.151,0.351,0.525,0.539,0.202,0.043
583.000,2.560,6.546,0.000,0.740,2.000,0.000,0.162,0.088,0.240,0.254,0.454,0.606
8708.000,2.556,6.613,0.000,0.690,2.000,0.000,0.265,0.228,0.134,0.048,0.251,0.093
1718.000,2.663,7.103,0.000,0.750,2.000,0.000,0.103,0.070,0.142,0.424,0.634,0.234
1274.000,2.720,5.787,0.000,0.840,0.000,0.000,0.119,0.035,0.429,0.324,0.563,0.377
950.000,2.670,6.717,0.000,0.460,1.000,2.000,0.178,0.474,0.562,0.550,0.115,0.073
41.000,2.489,5.814,0.000,0.790,2.000,0.000,0.049,0.070,0.151,0.602,0.175,0.794
309.000,2.847,6.988,0.000,0.750,2.000,0.000,0.135,0.035,0.298,0.050,0.251,0.360
8816.000,2.432,6.826,0.000,0.480,1.000,0.000,0.303,0.088,0.048,0.504,0.377,0.331
2585.000,2.410,6.669,0.000,0.730,2.000,3.000,0.151,0.211,0.586,0.520,0.202,0.012
1758.000,2.470,6.360,0.000,0.910,0.000,0.000,0.189,0.263,0.218,0.263,0.317,0.056
1215.000,2.610,7.290,0.000,0.860,0.000,3.000,0.130,0.193,0.447,0.541,0.344,0.179
2958.000,2.633,6.309,0.000,0.480,1.000,2.000,0.303,0.912,0.533,0.475,0.038,0.051
1466.000,2.492,5.741,0.000,0.740,2.000,3.000,0.119,0.193,0.602,0.724,0.055,0.000
104.000,2.508,6.664,0.000,0.700,2.000,0.000,0.119,0.140,0.125,0.310,0.328,0.116
302.000,2.559,6.401,0.000,0.780,2.000,3.000,0.200,0.246,0.518,0.581,0.109,0.105
2508.000,2.617,6.355,0.000,0.680,2.000,2.000,0.130,0.684,0.487,0.518,0.082,0.115
1332.000,2.570,5.794,0.000,0.600,3.000,3.000,0.130,0.035,0.559,0.626,0.005,0.091
539.000,2.572,6.886,0.000,0.680,2.000,0.000,0.135,0.105,0.111,0.443,0.459,0.257
2422.000,2.630,5.921,0.000,0.710,2.000,3.000,0.086,0.088,0.279,0.517,0.191,0.189
1563.000,2.309,6.686,0.000,0.510,3.000,0.000,0.124,0.263,0.284,0.051,0.273,0.596
3283.000,2.222,6.731,0.000,0.430,1.000,2.000,0.189,0.421,0.502,0.513,0.230,0.073
1456.000,2.765,6.779,0.000,0.730,2.000,0.000,0.254,0.298,0.202,0.050,0.333,0.045
1473.000,2.545,6.546,0.000,0.730,2.000,0.000,0.162,0.070,0.273,0.130,0.339,0.188
1265.000,2.312,6.729,0.000,0.670,2.000,2.000,0.173,0.368,0.387,0.545,0.301,0.111
2585.000,2.757,6.765,0.000,0.670,2.000,2.000,0.157,0.526,0.553,0.521,0.098,0.096
1709.000,2.631,6.971,0.000,0.850,0.000,0.000,0.146,0.246,0.142,0.460,0.350,0.326
972.000,2.654,7.269,0.000,0.740,2.000,2.000,0.184,0.386,0.396,0.435,0.355,0.003
1183.000,2.506,6.033,0.000,1.000,0.000,3.000,0.162,0.035,0.469,0.797,0.027,0.146
1349.000,2.639,6.752,0.000,0.860,0.000,2.000,0.232,0.368,0.324,0.550,0.295,0.003
251.000,2.470,6.860,0.000,0.640,2.000,0.000,0.157,0.333,0.183,0.008,0.055,0.801
2861.000,2.509,6.143,0.000,0.810,0.000,0.000,0.178,0.035,0.315,0.374,0.454,0.193
1527.000,2.720,5.908,0.000,0.530,3.000,0.000,0.043,0.175,0.033,0.173,0.787,0.510
3089.000,2.684,6.757,0.000,0.610,3.000,0.000,0.141,0.070,0.195,0.173,0.361,0.410
1193.000,2.581,6.966,0.000,0.630,3.000,0.000,0.114,0.123,0.113,0.075,0.322,0.555
1147.000,2.880,6.940,0.000,0.700,2.000,0.000,0.011,0.053,0.027,0.402,0.470,0.239
2798.000,2.801,6.775,0.000,0.510,3.000,3.000,0.238,0.035,0.197,0.512,0.279,0.279
1436.000,2.560,6.802,0.000,0.680,2.000,0.000,0.157,0.140,0.123,0.079,0.317,0.390
1577.000,2.693,7.010,0.000,0.790,2.000,3.000,0.178,0.298,0.490,0.531,0.104,0.115
4723.000,2.459,5.873,0.000,0.660,2.000,3.000,0.189,0.193,0.504,0.689,0.005,0.063
1715.000,2.981,7.041,0.000,0.470,1.000,0.000,0.205,0.070,0.221,0.390,0.448,0.138
932.000,2.835,6.517,0.000,0.830,0.000,0.000,0.124,0.140,0.252,0.211,0.344,0.302
5709.000,2.433,6.456,0.000,0.640,2.000,0.000,0.076,0.246,0.267,0.502,0.142,0.782
1597.000,2.683,5.633,0.000,0.740,2.000,3.000,0.195,0.088,0.443,0.517,0.077,0.012
1790.000,2.771,6.378,0.000,0.830,0.000,0.000,0.086,0.053,0.055,0.457,0.492,0.487
1652.000,2.920,7.300,0.000,0.590,3.000,2.000,0.222,0.491,0.637,0.463,0.415,0.262
1202.000,2.830,6.024,0.000,0.720,2.000,3.000,0.108,0.105,0.356,0.543,0.044,0.020
1537.000,2.388,7.123,0.000,0.730,2.000,3.000,0.168,0.018,0.552,0.433,0.404,0.005
1595.000,2.538,6.495,0.000,0.500,3.000,2.000,0.076,0.316,0.382,0.550,0.350,0.083
1876.000,2.397,5.629,0.000,0.720,2.000,0.000,0.081,0.298,0.278,0.250,0.175,0.360
5006.000,2.641,6.757,0.000,0.740,2.000,3.000,0.200,0.088,0.302,0.464,0.464,0.047
1280.000,2.804,6.611,0.000,0.510,3.000,0.000,0.038,0.140,0.133,0.529,0.492,0.159
1500.000,2.660,6.530,0.000,0.710,2.000,0.000,0.130,0.105,0.216,0.104,0.426,0.375
1224.000,2.338,7.182,0.000,0.570,3.000,2.000,0.141,0.421,0.456,0.553,0.208,0.126
1317.000,2.550,6.019,0.000,0.450,1.000,0.000,0.092,0.105,0.130,0.076,0.126,0.556
8438.000,2.681,7.375,0.000,0.770,2.000,0.000,0.065,0.018,0.112,0.203,0.410,0.276
1210.000,2.611,6.579,0.000,0.750,2.000,3.000,0.265,0.228,0.578,0.543,0.071,0.056
1326.000,2.797,6.920,0.000,0.350,1.000,2.000,0.324,0.421,0.436,0.449,0.372,0.068
1340.000,2.676,6.505,0.000,0.700,2.000,0.000,0.108,0.070,0.135,0.211,0.104,0.287
1466.000,2.173,6.632,0.000,0.650,2.000,2.000,0.211,0.298,0.439,0.546,0.175,0.025
2531.000,2.537,6.984,0.000,0.660,2.000,2.000,0.200,0.333,0.351,0.517,0.169,0.091
1160.000,2.626,6.838,0.000,0.640,2.000,2.000,0.200,0.526,0.383,0.530,0.098,0.101
1715.000,2.406,6.210,0.000,0.710,2.000,2.000,0.222,0.439,0.378,0.527,0.071,0.083
1897.000,2.439,7.015,0.000,0.730,2.000,2.000,0.205,0.368,0.530,0.510,0.137,0.035
1147.000,2.679,5.771,0.000,0.380,1.000,2.000,0.157,0.386,0.511,0.598,0.005,0.023
1503.000,2.709,6.038,0.000,0.680,2.000,0.000,0.043,0.123,0.151,0.090,0.224,0.329
3978.000,2.700,7.399,0.000,0.690,2.000,2.000,0.259,0.316,0.463,0.529,0.087,0.056
1719.000,2.119,5.910,0.000,0.760,2.000,2.000,0.114,0.351,0.490,0.557,0.049,0.120
4601.000,2.747,6.464,0.000,0.610,3.000,3.000,0.157,0.088,0.516,0.648,0.016,0.086
1615.000,2.720,6.637,0.000,0.660,2.000,0.000,0.027,0.053,0.004,0.177,0.557,0.478
1326.000,2.562,6.478,0.000,0.760,2.000,2.000,0.270,0.526,0.568,0.216,0.311,0.032
754.000,2.860,6.690,0.000,0.480,1.000,3.000,0.168,0.211,0.518,0.535,0.361,0.005
818.000,2.536,6.479,0.000,0.580,3.000,0.000,0.038,0.018,0.113,0.215,0.388,0.354
2045.000,2.718,7.184,0.000,0.560,3.000,0.000,0.178,0.070,0.097,0.226,0.486,0.309
1461.000,2.616,6.952,0.000,0.830,0.000,0.000,0.043,0.175,0.104,0.296,0.492,0.221
2718.000,2.900,5.873,0.000,0.800,0.000,0.000,0.011,0.351,0.233,0.470,0.016,0.751
2792.000,2.566,5.224,0.000,0.760,2.000,3.000,0.119,0.175,0.469,0.752,0.022,0.208
45.000,2.545,7.253,0.000,0.760,2.000,2.000,0.168,0.544,0.545,0.591,0.098,0.053
3266.000,2.326,5.839,0.000,0.890,0.000,3.000,0.216,0.000,0.530,0.606,0.027,0.050
7050.000,2.661,5.438,0.000,0.860,0.000,3.000,0.086,0.175,0.198,0.881,0.066,0.125
1432.000,2.648,6.174,0.000,0.590,3.000,3.000,0.038,0.281,0.013,0.806,0.055,0.548
5260.000,2.770,6.904,0.000,0.680,2.000,0.000,0.043,0.070,0.002,0.249,0.344,0.525
1513.000,2.440,5.658,0.000,0.630,3.000,2.000,0.157,0.596,0.350,0.560,0.071,0.073
796.000,2.560,7.403,0.000,0.660,2.000,0.000,0.086,0.000,0.102,0.334,0.514,0.374
928.000,2.643,6.003,0.000,0.620,3.000,3.000,0.124,0.035,0.466,0.544,0.022,0.143
4519.000,2.508,7.197,0.000,0.410,1.000,0.000,0.168,0.088,0.378,0.362,0.459,0.136
764.000,2.684,6.509,0.000,0.550,3.000,1.000,0.097,0.140,0.345,0.194,0.087,0.327
2859.000,2.588,6.752,0.000,0.810,0.000,0.000,0.162,0.211,0.042,0.360,0.339,0.063
142.000,2.585,5.947,0.000,0.760,2.000,3.000,0.178,0.140,0.497,0.731,0.022,0.151
1265.000,2.721,6.979,0.000,0.650,2.000,3.000,0.243,0.211,0.498,0.510,0.350,0.056
972.000,2.385,6.764,0.000,0.580,3.000,0.000,0.162,0.088,0.268,0.416,0.404,0.224
4757.000,2.735,6.696,0.000,0.610,3.000,0.000,0.130,0.035,0.345,0.367,0.383,0.121
2664.000,2.444,7.010,0.000,0.700,2.000,0.000,0.059,0.158,0.023,0.385,0.459,0.277
1305.000,2.610,7.167,0.000,0.750,2.000,3.000,0.297,0.228,0.461,0.517,0.137,0.091
2991.000,2.478,5.830,0.000,0.520,3.000,3.000,0.119,0.000,0.217,0.685,0.131,0.478
1618.000,2.650,6.759,0.000,1.000,0.000,0.000,0.151,0.000,0.004,0.108,0.333,0.427
835.000,2.540,6.194,0.000,0.750,2.000,3.000,0.065,0.263,0.837,0.671,0.224,0.598
1266.000,2.520,7.145,0.000,0.950,0.000,0.000,0.032,0.088,0.152,0.224,0.749,0.262
993.000,2.872,5.574,0.000,0.420,1.000,3.000,0.146,0.158,0.574,0.896,0.000,0.098
154.000,2.259,6.329,0.000,0.510,3.000,1.000,0.130,0.193,0.333,0.084,0.098,0.341
1349.000,2.329,6.307,0.000,0.640,2.000,1.000,0.232,0.421,0.207,0.027,0.202,0.020
1295.000,2.354,7.038,0.000,0.600,3.000,2.000,0.135,0.404,0.435,0.380,0.311,0.223
