time_betw_scan_hours,CA,YM,Class,cluster normalized - 5 clusters,2/1 mM Glu/Lac [mM],1 mM H2O2 [mM],40/25 mM glu/lac høj O2,Sensitivity [pA/µM],t on 10/5 mM glu/lac [s],Lav O2 - Høj O2
0.166,0.405,0.769,0.000,2.000,0.119,0.368,0.499,0.546,0.350,0.063
0.011,0.738,0.167,0.000,3.000,0.114,0.193,0.190,0.659,0.071,0.337
0.087,0.554,0.377,0.000,3.000,0.151,0.070,0.529,0.679,0.011,0.206
0.061,0.452,0.875,0.000,2.000,0.405,0.684,0.475,0.276,0.716,0.010
0.074,0.382,0.534,0.000,2.000,0.146,0.298,0.460,0.541,0.038,0.070
0.003,0.605,0.806,0.000,3.000,0.124,0.158,0.450,0.559,0.202,0.080
0.081,0.500,0.597,0.000,4.000,0.124,0.018,0.250,0.347,0.355,0.140
0.062,0.488,0.215,0.000,0.000,0.027,0.228,0.151,0.307,0.093,0.733
0.056,0.635,0.780,0.000,4.000,0.103,0.193,0.268,0.370,0.355,0.156
0.056,0.643,0.289,0.000,0.000,0.081,0.158,0.009,0.042,0.344,0.306
0.075,0.354,0.639,0.000,2.000,0.216,0.386,0.512,0.583,0.044,0.110
0.085,0.653,0.141,0.000,3.000,0.081,0.175,0.296,0.527,0.115,0.432
0.070,0.578,0.532,0.000,0.000,0.130,0.193,0.285,0.258,0.153,0.311
0.058,0.581,0.735,0.000,4.000,0.027,0.088,0.021,0.305,0.492,0.188
0.264,0.345,0.627,0.000,4.000,0.016,0.123,0.007,0.384,0.683,0.296
0.070,0.734,0.273,0.000,3.000,0.157,0.018,0.424,0.888,0.071,0.100
0.056,0.692,0.745,0.000,3.000,0.151,0.281,0.407,0.582,0.142,0.154
0.273,0.505,0.389,0.000,3.000,0.130,0.140,0.449,0.821,0.049,0.239
0.060,0.516,0.305,0.000,3.000,0.189,0.035,0.433,0.594,0.033,0.027
0.069,0.404,0.759,0.000,2.000,0.168,0.456,0.501,0.522,0.213,0.183
0.085,0.354,0.275,0.000,0.000,0.103,0.649,0.119,0.191,0.284,0.565
0.006,0.507,0.593,0.000,2.000,0.114,0.404,0.386,0.554,0.295,0.123
0.064,0.416,0.615,0.000,3.000,0.232,0.228,0.342,0.517,0.175,0.040
0.056,0.687,0.562,0.000,4.000,0.227,0.193,0.123,0.343,0.645,0.241
0.046,0.574,0.633,0.000,4.000,0.146,0.158,0.415,0.415,0.377,0.005
0.016,0.723,0.836,0.000,2.000,0.135,0.474,0.482,0.533,0.038,0.116
0.188,0.583,0.623,0.000,4.000,0.092,0.123,0.370,0.370,0.322,0.204
0.017,0.762,0.521,0.000,3.000,0.049,0.281,0.520,0.636,0.448,0.495
0.383,0.683,0.855,0.000,0.000,0.135,0.053,0.098,0.078,0.437,0.679
0.200,0.461,0.483,0.000,0.000,0.092,0.123,0.175,0.152,0.251,0.696
0.025,0.815,0.534,0.000,3.000,0.222,0.263,0.477,0.517,0.038,0.101
0.119,0.461,0.713,0.000,0.000,0.103,0.158,0.125,0.093,0.568,0.533
0.076,0.453,0.844,0.000,2.000,0.103,0.263,0.473,0.425,0.339,0.116
0.091,0.611,0.548,0.000,0.000,0.049,0.404,0.188,0.161,0.049,0.487
0.192,0.338,0.447,0.000,0.000,0.086,0.070,0.156,0.105,0.175,0.374
0.055,0.554,0.758,0.000,0.000,0.108,0.018,0.144,0.200,0.350,0.364
0.025,0.320,0.235,0.000,3.000,0.151,0.000,0.446,0.700,0.055,0.030
0.168,0.560,0.691,0.000,0.000,0.103,0.158,0.252,0.145,0.956,0.846
0.004,0.699,0.747,0.000,4.000,0.146,0.281,0.363,0.439,0.426,0.003
0.099,0.536,0.565,0.000,4.000,0.086,0.140,0.207,0.379,0.459,0.161
0.061,0.499,0.485,0.000,3.000,0.151,0.281,0.471,0.524,0.022,0.083
0.098,0.526,0.288,0.000,0.000,0.141,0.140,0.023,0.022,0.038,0.962
0.145,0.611,0.622,0.000,0.000,0.151,0.088,0.305,0.268,0.344,0.500
0.088,0.835,0.558,0.000,3.000,0.038,0.211,0.769,0.543,0.262,0.794
0.117,0.429,0.424,0.000,0.000,0.216,0.140,0.239,0.159,0.022,0.395
0.058,0.345,0.372,0.000,0.000,0.081,0.351,0.205,0.165,0.148,0.289
0.134,0.437,0.327,0.000,3.000,0.227,0.000,0.478,0.526,0.175,0.090
0.053,0.222,0.760,0.000,4.000,0.243,0.211,0.531,0.341,0.361,0.414
0.153,0.668,0.720,0.000,4.000,0.114,0.316,0.450,0.449,0.525,0.135
0.024,0.456,0.523,0.000,0.000,0.038,0.035,0.137,0.047,0.098,0.513
0.240,0.542,0.179,0.000,3.000,0.189,0.105,0.480,0.833,0.033,0.121
0.080,0.325,0.229,0.000,3.000,0.124,0.123,0.385,0.861,0.011,0.176
0.207,0.468,0.603,0.000,4.000,0.119,0.088,0.193,0.184,0.421,0.259
0.098,0.545,0.739,0.000,4.000,0.103,0.018,0.028,0.460,0.492,0.317
0.044,0.446,0.627,0.000,2.000,0.184,0.421,0.343,0.468,0.361,0.002
0.210,0.594,0.554,0.000,0.000,0.070,0.175,0.123,0.290,0.213,0.515
0.015,0.589,0.747,0.000,2.000,0.151,0.246,0.518,0.578,0.219,0.018
0.062,0.517,0.435,0.000,3.000,0.081,0.158,0.170,0.713,0.060,0.492
0.124,0.407,0.517,0.000,0.000,0.173,0.035,0.124,0.191,0.432,0.472
0.073,0.545,0.512,0.000,0.000,0.022,0.123,0.039,0.357,0.333,0.458
0.064,0.503,0.465,0.000,4.000,0.249,0.333,0.197,0.223,0.262,0.063
0.006,0.376,0.849,0.000,4.000,0.162,0.421,0.151,0.223,0.907,0.297
0.036,0.593,0.650,0.000,4.000,0.259,0.053,0.061,0.337,0.525,0.282
0.057,0.449,0.892,0.000,2.000,0.135,0.298,0.421,0.524,0.404,0.058
0.344,0.641,0.686,0.000,4.000,0.151,0.175,0.057,0.511,0.470,0.168
0.064,0.650,0.390,0.000,3.000,0.135,0.018,0.410,0.638,0.011,0.272
0.014,0.634,0.646,0.000,4.000,0.103,0.175,0.302,0.046,0.710,0.289
0.045,0.495,0.177,0.000,3.000,0.097,0.018,0.065,0.684,0.093,0.347
0.067,0.427,0.758,0.000,0.000,0.162,0.018,0.334,0.265,0.514,0.679
0.055,0.320,0.414,0.000,3.000,0.141,0.140,0.319,0.631,0.005,0.294
0.071,0.340,0.167,0.000,3.000,0.119,0.228,0.499,0.579,0.016,0.105
0.079,0.507,0.886,0.000,4.000,0.162,0.421,0.302,0.236,0.339,0.219
0.139,0.569,0.842,0.000,2.000,0.195,0.544,0.488,0.529,0.514,0.063
0.348,0.644,0.801,0.000,4.000,0.178,0.123,0.222,0.357,0.393,0.070
0.083,0.528,0.682,0.000,4.000,0.151,0.228,0.272,0.426,0.410,0.154
0.064,0.583,0.889,0.000,4.000,0.119,0.053,0.172,0.394,0.333,0.131
0.161,0.771,0.865,0.000,4.000,0.135,0.281,0.357,0.315,0.339,0.088
0.214,0.363,0.782,0.000,0.000,0.119,0.070,0.173,0.158,0.847,0.580
0.198,0.450,0.416,0.000,4.000,0.076,0.070,0.414,0.329,0.295,0.070
0.136,0.812,0.695,0.000,4.000,0.130,0.105,0.165,0.255,0.617,0.136
0.081,0.413,0.527,0.000,0.000,0.216,0.018,0.134,0.327,0.393,0.417
0.078,0.498,0.325,0.000,2.000,0.124,0.246,0.592,0.520,0.317,0.043
0.071,0.477,0.786,0.000,2.000,0.400,0.667,0.515,0.557,0.219,0.103
0.212,0.442,0.401,0.000,3.000,0.205,0.088,0.506,0.513,0.060,0.105
0.128,0.339,0.524,0.000,4.000,0.227,0.088,0.197,0.513,0.333,0.256
0.081,0.734,0.191,0.000,3.000,0.119,0.105,0.534,0.935,0.027,0.140
0.268,0.695,0.341,0.000,1.000,0.249,0.053,0.609,0.241,0.022,0.037
0.059,0.551,0.413,0.000,2.000,0.141,0.474,0.499,0.515,0.087,0.073
0.006,0.796,0.599,0.000,4.000,0.054,0.018,0.057,0.110,0.404,0.164
0.143,0.611,0.252,0.000,3.000,0.141,0.246,0.525,0.584,0.011,0.292
0.127,0.230,0.679,0.000,0.000,0.043,0.281,0.088,0.175,0.459,0.533
0.075,0.516,0.757,0.000,0.000,0.108,0.105,0.509,0.105,0.798,0.709
0.075,0.498,0.831,0.000,2.000,0.238,0.298,0.413,0.515,0.191,0.061
0.158,0.273,0.773,0.000,2.000,0.286,0.474,0.464,0.631,0.322,0.125
0.119,0.414,0.307,0.000,0.000,0.032,0.175,0.000,0.196,0.372,0.462
0.164,0.542,0.040,0.000,3.000,0.027,0.175,0.011,0.681,0.027,0.203
0.058,0.363,0.695,0.000,0.000,0.157,0.351,0.358,0.013,0.399,0.748
0.545,0.580,0.811,0.000,4.000,0.173,0.158,0.438,0.448,0.372,0.111
0.084,0.666,0.697,0.000,4.000,0.200,0.298,0.117,0.069,0.284,0.012
0.024,0.723,0.491,0.000,4.000,0.119,0.211,0.400,0.270,0.333,0.002
0.200,0.227,0.482,0.000,1.000,0.032,0.018,0.147,0.066,0.038,0.164
0.060,0.579,0.428,0.000,4.000,0.135,0.088,0.223,0.293,0.339,0.218
0.081,0.458,0.562,0.000,2.000,0.135,0.439,0.398,0.560,0.087,0.116
0.052,0.292,0.352,0.000,2.000,0.141,0.298,0.488,0.517,0.044,0.032
0.012,0.781,0.059,0.000,3.000,0.135,0.018,0.558,0.802,0.038,0.091
0.130,0.633,0.342,0.000,2.000,0.368,0.947,0.613,0.626,0.066,0.141
0.416,0.423,0.667,0.000,0.000,0.157,0.263,0.267,0.003,0.251,0.796
0.068,0.398,0.733,0.000,4.000,0.189,0.123,0.320,0.333,0.366,0.148
0.494,0.560,0.502,0.000,3.000,0.184,0.281,0.496,0.523,0.022,0.100
0.135,0.475,0.691,0.000,2.000,0.368,0.544,0.443,0.541,0.301,0.070
0.048,0.393,0.848,0.000,4.000,0.059,0.333,0.210,0.310,0.350,0.213
0.056,0.563,0.006,0.000,3.000,0.162,0.070,0.559,0.893,0.044,0.061
0.108,0.489,0.664,0.000,2.000,0.184,0.421,0.505,0.560,0.104,0.070
0.073,0.717,0.185,0.000,3.000,0.119,0.105,0.473,0.819,0.016,0.274
0.054,0.706,0.614,0.000,4.000,0.135,0.035,0.175,0.385,0.770,0.035
0.046,0.614,0.661,0.000,0.000,0.097,0.070,0.183,0.153,0.333,0.347
0.069,0.447,0.546,0.000,2.000,0.308,0.298,0.392,0.529,0.082,0.105
0.056,0.563,0.635,0.000,4.000,0.000,0.175,0.303,0.260,0.716,0.439
0.201,0.498,0.708,0.000,4.000,0.146,0.368,0.377,0.108,0.328,0.238
0.096,0.608,0.405,0.000,3.000,0.151,0.000,0.583,0.565,0.005,0.121
0.073,0.826,0.699,0.000,0.000,0.081,0.105,0.096,0.107,0.393,0.322
0.046,0.786,0.693,0.000,0.000,0.097,0.140,0.225,0.487,0.699,0.626
0.048,0.574,0.539,0.000,0.000,0.022,0.246,0.109,0.301,0.219,0.772
0.085,0.450,0.650,0.000,4.000,0.103,0.140,0.142,0.272,0.388,0.179
0.064,0.358,0.463,0.000,1.000,0.135,0.088,0.459,0.037,0.109,0.362
0.136,0.499,0.456,0.000,4.000,0.065,0.035,0.155,0.370,0.344,0.342
0.065,0.636,0.778,0.000,4.000,0.114,0.228,0.439,0.408,0.344,0.085
0.046,0.885,0.831,0.000,0.000,0.038,0.246,0.753,0.024,0.732,0.641
0.012,0.659,0.063,0.000,3.000,0.146,0.035,0.475,0.713,0.027,0.224
0.057,0.360,0.547,0.000,3.000,0.178,0.053,0.240,0.518,0.060,0.188
0.042,0.618,0.836,0.000,2.000,0.157,0.351,0.508,0.577,0.284,0.075
0.154,0.718,0.597,0.000,0.000,0.054,0.175,0.546,0.054,0.262,0.495
0.085,0.630,0.699,0.000,4.000,0.259,0.509,0.543,0.029,0.721,0.337
0.079,0.563,0.824,0.000,2.000,0.173,0.772,0.480,0.594,0.508,0.048
0.049,0.774,0.579,0.000,2.000,0.157,0.298,0.491,0.536,0.169,0.101
0.086,0.661,0.810,0.000,2.000,0.346,0.509,0.522,0.578,0.022,0.047
0.078,0.575,0.649,0.000,2.000,0.108,0.351,0.322,0.542,0.333,0.005
0.169,0.565,0.502,0.000,0.000,0.092,0.070,0.155,0.023,0.235,0.299
0.074,0.412,0.487,0.000,4.000,0.070,0.246,0.184,0.524,0.230,0.342
0.003,0.410,0.086,0.000,3.000,0.130,0.175,0.484,0.804,0.055,0.696
0.063,0.335,0.313,0.000,0.000,0.097,0.316,0.264,0.087,0.098,0.728
0.157,0.460,0.281,0.000,0.000,0.097,0.070,0.184,0.251,0.115,0.355
0.059,0.574,0.649,0.000,2.000,0.184,0.351,0.436,0.566,0.279,0.003
0.165,0.470,0.697,0.000,0.000,0.092,0.123,0.651,0.045,0.415,0.787
0.157,0.353,0.495,0.000,0.000,0.135,0.053,0.132,0.200,0.197,0.329
0.077,0.327,0.355,0.000,3.000,0.114,0.175,0.282,0.531,0.082,0.209
0.074,0.484,0.234,0.000,0.000,0.103,0.035,0.165,0.342,0.104,0.319
0.392,0.570,0.534,0.000,2.000,0.243,0.263,0.406,0.381,0.311,0.083
0.205,0.781,0.248,0.000,3.000,0.086,0.175,0.433,0.717,0.000,0.125
0.186,0.598,0.749,0.000,2.000,0.157,0.439,0.554,0.534,0.164,0.091
0.188,0.478,0.844,0.000,0.000,0.076,0.123,0.209,0.136,0.208,0.389
0.138,0.706,0.582,0.000,4.000,0.130,0.140,0.205,0.273,0.333,0.140
0.090,0.397,0.452,0.000,4.000,0.135,0.053,0.337,0.407,0.339,0.204
0.004,0.535,0.710,0.000,2.000,0.141,0.737,0.474,0.560,0.148,0.088
0.065,0.750,0.718,0.000,4.000,0.168,0.263,0.315,0.412,0.689,0.163
0.158,0.085,0.679,0.000,4.000,0.297,0.193,0.342,0.557,0.333,0.108
0.338,0.480,0.738,0.000,2.000,0.162,0.684,0.513,0.574,0.355,0.043
0.123,0.376,0.522,0.000,2.000,0.119,0.474,0.483,0.555,0.208,0.032
0.078,0.246,0.767,0.000,4.000,0.092,0.140,0.040,0.235,0.689,0.412
0.004,0.569,0.835,0.000,4.000,0.086,0.035,0.007,0.383,0.404,0.319
0.085,0.677,0.856,0.000,2.000,0.259,0.614,0.618,0.584,0.475,0.020
0.077,0.640,0.714,0.000,0.000,0.141,0.088,0.096,0.065,0.372,0.357
0.233,0.420,0.268,0.000,2.000,0.827,0.456,0.854,0.379,0.033,0.415
0.051,0.577,0.708,0.000,0.000,0.114,0.018,0.168,0.203,0.317,0.410
0.120,0.398,0.632,0.000,0.000,0.141,0.211,0.266,0.221,0.339,0.522
0.009,0.514,0.534,0.000,4.000,0.097,0.053,0.081,0.245,0.322,0.304
0.004,0.461,0.468,0.000,0.000,0.141,0.070,0.268,0.010,0.158,0.440
0.084,0.420,0.336,0.000,2.000,0.232,0.561,0.375,0.580,0.049,0.194
0.064,0.450,0.875,0.000,2.000,0.243,0.211,0.495,0.407,0.311,0.023
0.084,0.776,0.810,0.000,2.000,0.168,0.596,0.480,0.528,0.169,0.100
0.070,0.353,0.639,0.000,0.000,0.032,0.000,0.179,0.157,0.842,0.578
0.135,0.561,0.513,0.000,0.000,0.114,0.088,0.044,0.019,0.432,0.357
0.079,0.415,0.220,0.000,2.000,0.076,0.351,0.489,0.374,0.049,0.483
0.051,0.489,0.734,0.000,4.000,0.119,0.105,0.305,0.528,0.350,0.025
0.058,0.300,0.625,0.000,0.000,0.178,0.070,0.279,0.175,0.131,0.475
0.084,0.102,0.635,0.000,0.000,0.119,0.211,0.148,0.122,0.186,0.498
0.006,0.433,0.689,0.000,2.000,0.141,0.439,0.411,0.529,0.180,0.053
0.063,0.395,0.817,0.000,2.000,0.130,0.789,0.407,0.335,0.317,0.058
0.293,0.550,0.147,0.000,3.000,0.124,0.228,0.490,0.528,0.033,0.199
0.052,0.427,0.106,0.000,3.000,0.205,0.105,0.575,0.624,0.000,0.035
0.126,0.527,0.602,0.000,0.000,0.059,0.211,0.450,0.078,0.284,0.452
0.044,0.339,0.462,0.000,3.000,0.162,0.228,0.464,0.677,0.104,0.068
0.367,0.606,0.675,0.000,0.000,0.097,0.000,0.168,0.092,0.426,0.709
0.337,0.485,0.255,0.000,3.000,0.173,0.035,0.494,0.792,0.033,0.005
0.117,0.645,0.653,0.000,2.000,0.151,0.667,0.527,0.523,0.186,0.032
0.489,0.976,0.458,0.000,4.000,0.054,0.281,0.099,0.175,0.317,0.209
0.230,0.442,0.706,0.000,2.000,0.114,0.491,0.552,0.584,0.344,0.030
0.071,0.359,0.585,0.000,4.000,0.081,0.175,0.040,0.184,0.339,0.171
0.274,0.591,0.706,0.000,4.000,0.086,0.105,0.231,0.267,0.454,0.179
0.195,0.481,0.586,0.000,4.000,0.108,0.105,0.292,0.517,0.328,0.012
0.119,0.593,0.636,0.000,4.000,0.157,0.035,0.403,0.344,0.322,0.171
0.007,0.883,0.707,0.000,4.000,0.086,0.018,0.140,0.358,0.503,0.164
0.058,0.484,0.876,0.000,4.000,0.168,0.123,0.375,0.483,0.585,0.111
0.085,0.517,0.685,0.000,4.000,0.043,0.035,0.331,0.344,0.328,0.136
0.047,0.630,0.693,0.000,2.000,0.162,0.246,0.464,0.425,0.322,0.035
0.076,0.292,0.633,0.000,0.000,0.119,0.070,0.070,0.010,0.350,0.292
0.059,0.536,0.477,0.000,4.000,0.135,0.018,0.337,0.362,0.415,0.372
0.126,0.738,0.750,0.000,4.000,0.043,0.053,0.013,0.241,0.443,0.256
0.062,0.619,0.707,0.000,4.000,0.119,0.193,0.531,0.324,0.366,0.173
0.042,0.798,0.652,0.000,0.000,0.081,0.158,0.279,0.195,0.464,0.380
0.057,0.576,0.856,0.000,4.000,0.108,0.035,0.096,0.260,0.350,0.096
0.058,0.527,0.856,0.000,4.000,0.135,0.228,0.027,0.397,0.317,0.201
0.074,0.481,0.726,0.000,4.000,0.173,0.070,0.104,0.321,0.322,0.257
0.061,0.282,0.434,0.000,0.000,0.011,0.018,0.214,0.205,0.306,0.784
0.786,0.800,0.756,0.000,4.000,0.070,0.035,0.125,0.161,0.142,0.214
0.051,0.873,0.768,0.000,2.000,0.146,0.491,0.278,0.506,0.317,0.088
0.071,0.468,0.543,0.000,2.000,0.146,0.333,0.453,0.545,0.093,0.073
0.006,0.627,0.774,0.000,4.000,0.092,0.000,0.193,0.366,0.492,0.211
0.151,0.595,0.765,0.000,4.000,0.178,0.070,0.156,0.411,0.355,0.123
0.026,0.527,0.471,0.000,3.000,0.151,0.105,0.503,0.547,0.109,0.113
0.210,0.436,0.540,0.000,4.000,0.146,0.070,0.285,0.260,0.350,0.257
0.070,0.536,0.188,0.000,3.000,0.092,0.123,0.019,0.662,0.066,0.442
0.146,0.849,0.671,0.000,4.000,0.146,0.105,0.340,0.212,0.328,0.020
0.080,0.654,0.180,0.000,3.000,0.151,0.088,0.489,0.545,0.022,0.090
0.087,0.655,0.690,0.000,4.000,0.103,0.368,0.377,0.415,0.437,0.120
0.185,0.702,0.693,0.000,1.000,0.054,0.316,0.467,0.026,0.251,0.010
0.062,0.457,0.547,0.000,3.000,0.049,0.140,0.552,0.533,0.093,0.110
0.080,0.386,0.383,0.000,0.000,0.038,0.246,0.200,0.064,0.262,0.372
0.087,0.495,0.593,0.000,0.000,0.032,0.053,0.169,0.097,0.098,0.324
0.084,0.600,0.725,0.000,0.000,0.141,0.316,0.005,0.509,0.372,0.523
0.063,0.530,0.408,0.000,2.000,0.281,0.649,0.545,0.230,0.197,0.158
0.147,0.667,0.593,0.000,2.000,0.205,0.456,0.475,0.532,0.066,0.093
0.091,0.611,0.533,0.000,0.000,0.086,0.070,0.163,0.024,0.169,0.585
0.079,0.420,0.860,0.000,4.000,0.027,0.228,0.113,0.173,0.481,0.188
0.129,0.475,0.644,0.000,1.000,0.357,0.246,0.441,0.157,0.131,0.035
0.095,0.128,0.715,0.000,0.000,0.086,0.018,0.244,0.186,0.388,0.490
0.029,0.436,0.605,0.000,2.000,0.162,0.421,0.484,0.559,0.109,0.075
0.096,0.533,0.629,0.000,4.000,0.195,0.070,0.475,0.205,0.328,0.216
0.009,0.629,0.742,0.000,2.000,0.124,0.246,0.446,0.394,0.317,0.030
0.070,0.179,0.655,0.000,2.000,0.211,0.439,0.523,0.511,0.109,0.135
0.267,0.517,0.701,0.000,3.000,0.141,0.088,0.471,0.546,0.044,0.100
0.082,0.577,0.331,0.000,3.000,0.146,0.140,0.630,0.548,0.016,0.058
0.040,0.589,0.490,0.000,4.000,0.081,0.070,0.245,0.417,0.333,0.181
0.074,0.607,0.906,0.000,4.000,0.097,0.123,0.110,0.311,0.470,0.289
0.091,0.424,0.799,0.000,4.000,0.216,0.140,0.425,0.417,0.475,0.061
0.077,0.545,0.532,0.000,0.000,0.124,0.175,0.138,0.337,0.148,0.719
0.424,0.578,0.644,0.000,0.000,0.022,0.053,0.111,0.283,0.579,0.568
0.062,0.366,0.874,0.000,4.000,0.189,0.281,0.103,0.389,0.317,0.219
0.184,0.858,0.630,0.000,0.000,0.173,0.053,0.138,0.362,0.650,0.555
0.072,0.659,0.589,0.000,2.000,0.211,0.404,0.366,0.523,0.240,0.071
0.128,0.118,0.748,0.000,3.000,0.443,0.263,0.244,0.616,0.153,0.133
0.076,0.332,0.656,0.000,3.000,0.205,0.211,0.546,0.547,0.055,0.047
0.020,0.357,0.307,0.000,2.000,0.184,0.421,0.235,0.273,0.044,0.028
0.184,0.613,0.541,0.000,4.000,0.054,0.070,0.082,0.054,0.350,0.071
0.146,0.561,0.678,0.000,0.000,0.016,0.140,0.410,0.075,0.169,0.601
0.120,0.877,0.556,0.000,0.000,0.016,0.088,0.364,0.260,0.153,0.347
0.044,0.386,0.534,0.000,0.000,0.114,0.105,0.091,0.300,0.503,0.450
0.280,0.385,0.544,0.000,0.000,0.092,0.193,0.190,0.119,0.344,0.453
0.043,0.680,0.498,0.000,0.000,0.097,0.123,0.118,0.078,0.454,0.439
0.521,0.742,0.893,0.000,4.000,0.195,0.193,0.354,0.171,0.339,0.032
0.004,0.763,0.718,0.000,4.000,0.108,0.105,0.335,0.312,0.464,0.201
0.065,0.567,0.583,0.000,0.000,0.065,0.000,0.074,0.163,0.541,0.678
0.021,0.643,0.839,0.000,4.000,0.238,0.018,0.390,0.176,0.339,0.176
0.009,0.836,0.375,0.000,2.000,0.211,0.895,0.468,0.399,0.016,0.115
0.002,0.743,0.773,0.000,4.000,0.059,0.228,0.165,0.261,0.470,0.229
0.146,0.602,0.581,0.000,2.000,0.189,0.228,0.536,0.520,0.197,0.038
0.038,0.641,0.543,0.000,0.000,0.027,0.123,0.139,0.171,0.230,0.286
0.205,0.481,0.559,0.000,4.000,0.205,0.175,0.355,0.398,0.311,0.128
0.119,0.405,0.000,0.000,3.000,0.038,0.175,0.090,0.658,0.137,0.415
0.045,0.721,0.599,0.000,0.000,0.011,0.263,0.008,0.065,0.393,0.321
0.087,0.625,0.662,0.000,4.000,0.157,0.158,0.436,0.367,0.328,0.158
0.154,0.966,0.819,0.000,2.000,0.173,0.333,0.492,0.532,0.169,0.058
0.007,0.345,0.849,0.000,4.000,0.265,0.123,0.410,0.471,0.333,0.095
0.051,0.442,0.442,0.000,4.000,0.027,0.140,0.041,0.393,0.475,0.347
0.001,0.450,0.617,0.000,2.000,0.238,0.807,0.496,0.533,0.115,0.085
0.195,0.331,0.806,0.000,4.000,0.092,0.088,0.135,0.231,0.415,0.219
0.070,0.405,0.796,0.000,4.000,0.119,0.140,0.074,0.281,0.508,0.121
0.007,0.460,0.168,0.000,3.000,0.124,0.088,0.452,0.625,0.049,0.060
0.055,0.571,0.809,0.000,2.000,0.135,0.386,0.473,0.438,0.328,0.108
0.134,0.579,0.638,0.000,4.000,0.092,0.105,0.196,0.371,0.585,0.327
0.029,0.273,0.621,0.000,2.000,0.243,0.351,0.399,0.290,0.415,0.020
0.073,0.636,0.493,0.000,4.000,0.114,0.140,0.278,0.426,0.202,0.159
0.021,0.415,0.629,0.000,0.000,0.011,0.175,0.075,0.096,0.492,0.734
0.050,0.439,0.086,0.000,3.000,0.086,0.246,0.165,0.718,0.126,0.457
0.071,0.535,0.608,0.000,4.000,0.222,0.053,0.288,0.270,0.415,0.297
0.008,0.716,0.380,0.000,3.000,0.016,0.281,0.301,0.652,0.208,0.498
0.002,0.488,0.610,0.000,4.000,0.205,0.035,0.039,0.341,0.470,0.357
0.073,0.483,0.604,0.000,3.000,0.162,0.211,0.442,0.518,0.077,0.088
0.028,0.564,0.243,0.000,3.000,0.151,0.070,0.462,0.886,0.011,0.143
0.013,0.546,0.463,0.000,4.000,0.259,0.298,0.126,0.171,0.262,0.113
0.073,0.659,0.840,0.000,2.000,0.189,0.526,0.509,0.541,0.120,0.086
0.074,0.580,0.061,0.000,3.000,0.097,0.158,0.435,0.574,0.011,0.211
0.055,0.502,0.792,0.000,3.000,0.297,0.211,0.387,0.582,0.197,0.040
0.198,0.557,0.542,0.000,4.000,0.124,0.140,0.109,0.214,0.104,0.193
0.161,0.402,0.874,0.000,4.000,0.157,0.035,0.406,0.482,0.607,0.128
0.002,0.642,0.711,0.000,4.000,0.135,0.246,0.408,0.346,0.377,0.311
0.194,0.382,0.834,0.000,4.000,0.151,0.193,0.166,0.253,0.361,0.259
0.127,0.018,0.478,0.000,0.000,0.119,0.175,0.012,0.094,0.322,0.292
0.192,0.648,0.807,0.000,4.000,0.103,0.123,0.366,0.307,0.339,0.221
0.195,0.454,0.768,0.000,2.000,0.254,0.368,0.506,0.360,0.322,0.130
0.063,0.508,0.402,0.000,3.000,0.130,0.211,0.586,0.577,0.022,0.053
0.321,0.422,0.103,0.000,1.000,0.416,0.070,0.847,0.022,0.016,0.020
0.084,0.621,0.126,0.000,1.000,0.108,0.070,0.489,0.258,0.082,0.228
0.057,0.452,0.742,0.000,0.000,0.124,0.070,0.281,0.014,0.137,0.515
0.092,0.659,0.052,0.000,3.000,0.168,0.018,0.608,0.571,0.027,0.053
0.077,0.500,0.505,0.000,0.000,0.065,0.035,0.221,0.148,0.148,0.354
0.001,0.480,0.386,0.000,3.000,0.119,0.070,0.616,0.668,0.016,0.042
0.058,0.737,0.146,0.000,3.000,0.097,0.158,0.369,0.537,0.016,0.274
0.066,0.726,0.727,0.000,2.000,0.184,0.526,0.512,0.531,0.060,0.081
0.023,0.623,0.644,0.000,3.000,0.162,0.246,0.564,0.551,0.071,0.110
0.440,0.408,0.508,0.000,0.000,0.114,0.228,0.001,0.096,0.388,0.540
0.069,0.764,0.871,0.000,0.000,0.173,0.035,0.392,0.048,0.339,0.405
0.058,0.574,0.790,0.000,4.000,0.243,0.333,0.287,0.131,0.601,0.151
0.001,0.612,0.394,0.000,2.000,0.124,0.386,0.484,0.564,0.016,0.140
0.072,0.252,0.758,0.000,4.000,0.086,0.018,0.119,0.194,0.383,0.284
0.075,0.694,0.635,0.000,2.000,0.227,0.333,0.452,0.547,0.093,0.123
0.010,0.564,0.762,0.000,0.000,0.130,0.018,0.126,0.296,0.322,0.407
0.002,0.652,0.815,0.000,2.000,0.308,0.561,0.383,0.263,0.514,0.003
0.071,0.445,0.868,0.000,2.000,0.195,0.474,0.445,0.542,0.120,0.111
0.072,0.489,0.788,0.000,4.000,0.027,0.123,0.067,0.279,0.383,0.166
0.002,0.659,0.655,0.000,1.000,0.124,0.175,0.483,0.325,0.317,0.005
0.426,0.448,0.379,0.000,1.000,0.086,0.018,0.387,0.122,0.077,0.233
0.422,0.520,0.803,0.000,4.000,0.249,0.088,0.046,0.068,0.366,0.022
0.263,0.459,0.779,0.000,2.000,0.195,0.351,0.460,0.511,0.180,0.015
0.067,0.536,0.596,0.000,4.000,0.205,0.211,0.282,0.321,0.311,0.321
